site_use_id,cust_acct_site_id,site_use_code,primary_flag,status,created_date,last_update_date
500000077,400000038,SHIP_TO,Y,ACTIVE,2025-05-29 05:23:00,2025-05-29 05:23:00
500000078,400000039,BILL_TO,Y,ACTIVE,2024-04-07 11:36:00,2024-04-07 11:36:00
500000079,400000039,SHIP_TO,Y,ACTIVE,2024-04-07 11:36:00,2024-04-07 11:36:00
500000080,400000040,BILL_TO,Y,ACTIVE,2025-04-18 04:16:00,2025-04-18 04:16:00
500000081,400000040,SHIP_TO,Y,ACTIVE,2025-04-18 04:16:00,2025-04-18 04:16:00
500000082,400000041,BILL_TO,Y,ACTIVE,2026-03-01 22:40:00,2026-03-01 22:40:00
500000083,400000041,SHIP_TO,Y,ACTIVE,2026-03-01 22:40:00,2026-03-01 22:40:00
500000084,400000042,BILL_TO,Y,ACTIVE,2024-12-15 15:18:00,2024-12-15 15:18:00
500000085,400000042,SHIP_TO,Y,ACTIVE,2024-12-15 15:18:00,2024-12-15 15:18:00
500000086,400000043,BILL_TO,Y,ACTIVE,2026-03-08 02:35:00,2026-03-08 02:35:00
500000087,400000043,SHIP_TO,Y,ACTIVE,2026-03-08 02:35:00,2026-03-08 02:35:00
500000088,400000044,BILL_TO,Y,ACTIVE,2025-12-28 14:40:00,2025-12-28 14:40:00
500000089,400000044,SHIP_TO,Y,ACTIVE,2025-12-28 14:40:00,2025-12-28 14:40:00
500000090,400000045,BILL_TO,Y,ACTIVE,2023-12-28 06:37:00,2023-12-28 06:37:00
500000091,400000045,SHIP_TO,Y,ACTIVE,2023-12-28 06:37:00,2023-12-28 06:37:00
500000092,400000046,BILL_TO,Y,ACTIVE,2024-06-18 09:02:00,2024-06-18 09:02:00
500000093,400000046,SHIP_TO,Y,ACTIVE,2024-06-18 09:02:00,2024-06-18 09:02:00
500000094,400000047,BILL_TO,Y,ACTIVE,2024-07-08 10:43:00,2024-07-08 10:43:00
500000095,400000047,SHIP_TO,Y,ACTIVE,2024-07-08 10:43:00,2024-07-08 10:43:00
500000096,400000048,BILL_TO,Y,ACTIVE,2025-04-23 16:52:00,2025-04-23 16:52:00
500000097,400000048,SHIP_TO,Y,ACTIVE,2025-04-23 16:52:00,2025-04-23 16:52:00
500000098,400000049,BILL_TO,Y,ACTIVE,2025-03-29 16:23:00,2025-03-29 16:23:00
500000099,400000049,SHIP_TO,Y,ACTIVE,2025-03-29 16:23:00,2025-03-29 16:23:00
500000100,400000050,BILL_TO,Y,ACTIVE,2026-01-27 08:06:00,2026-01-27 08:06:00
500000101,400000050,SHIP_TO,Y,ACTIVE,2026-01-27 08:06:00,2026-01-27 08:06:00
500000102,400000051,BILL_TO,Y,ACTIVE,2025-01-14 20:10:00,2025-01-14 20:10:00
500000103,400000051,SHIP_TO,Y,ACTIVE,2025-01-14 20:10:00,2025-01-14 20:10:00
500000104,400000052,BILL_TO,Y,ACTIVE,2024-03-04 12:09:00,2024-03-04 12:09:00
500000105,400000052,SHIP_TO,Y,ACTIVE,2024-03-04 12:09:00,2024-03-04 12:09:00
500000106,400000053,BILL_TO,Y,ACTIVE,2025-03-19 20:12:00,2025-03-19 20:12:00
500000107,400000053,SHIP_TO,Y,ACTIVE,2025-03-19 20:12:00,2025-03-19 20:12:00
500000108,400000054,BILL_TO,Y,ACTIVE,2024-03-02 03:59:00,2024-03-02 03:59:00
500000109,400000054,SHIP_TO,Y,ACTIVE,2024-03-02 03:59:00,2024-03-02 03:59:00
500000110,400000055,BILL_TO,Y,ACTIVE,2025-08-22 07:53:00,2025-08-22 07:53:00
500000111,400000055,SHIP_TO,Y,ACTIVE,2025-08-22 07:53:00,2025-08-22 07:53:00
500000112,400000056,BILL_TO,Y,ACTIVE,2024-02-25 10:49:00,2024-02-25 10:49:00
500000113,400000056,SHIP_TO,Y,ACTIVE,2024-02-25 10:49:00,2024-02-25 10:49:00
500000114,400000057,BILL_TO,Y,ACTIVE,2025-03-25 21:33:00,2025-03-25 21:33:00
500000115,400000057,SHIP_TO,Y,ACTIVE,2025-03-25 21:33:00,2025-03-25 21:33:00
500000116,400000058,BILL_TO,Y,ACTIVE,2025-09-09 18:22:00,2025-09-09 18:22:00
500000117,400000058,SHIP_TO,Y,ACTIVE,2025-09-09 18:22:00,2025-09-09 18:22:00
500000118,400000059,BILL_TO,Y,ACTIVE,2024-08-02 22:38:00,2024-08-02 22:38:00
500000119,400000059,SHIP_TO,Y,ACTIVE,2024-08-02 22:38:00,2024-08-02 22:38:00
500000120,400000060,BILL_TO,Y,ACTIVE,2024-11-28 07:51:00,2024-11-28 07:51:00
500000121,400000060,SHIP_TO,Y,ACTIVE,2024-11-28 07:51:00,2024-11-28 07:51:00
500000122,400000061,BILL_TO,Y,ACTIVE,2026-02-05 03:19:00,2026-02-05 03:19:00
500000123,400000061,SHIP_TO,Y,ACTIVE,2026-02-05 03:19:00,2026-02-05 03:19:00
500000124,400000062,BILL_TO,Y,ACTIVE,2025-04-28 19:18:00,2025-04-28 19:18:00
500000125,400000062,SHIP_TO,Y,ACTIVE,2025-04-28 19:18:00,2025-04-28 19:18:00
500000126,400000063,BILL_TO,Y,ACTIVE,2023-10-15 04:52:00,2023-10-15 04:52:00
500000127,400000063,SHIP_TO,Y,ACTIVE,2023-10-15 04:52:00,2023-10-15 04:52:00
500000128,400000064,BILL_TO,Y,ACTIVE,2025-09-13 12:17:00,2025-09-13 12:17:00
500000129,400000064,SHIP_TO,Y,ACTIVE,2025-09-13 12:17:00,2025-09-13 12:17:00
500000130,400000065,BILL_TO,Y,ACTIVE,2025-10-17 15:32:00,2025-10-17 15:32:00
500000131,400000065,SHIP_TO,Y,ACTIVE,2025-10-17 15:32:00,2025-10-17 15:32:00
500000132,400000066,BILL_TO,Y,ACTIVE,2025-11-10 22:42:00,2025-11-10 22:42:00
500000133,400000066,SHIP_TO,Y,ACTIVE,2025-11-10 22:42:00,2025-11-10 22:42:00
500000134,400000067,BILL_TO,Y,ACTIVE,2023-11-25 08:22:00,2023-11-25 08:22:00
500000135,400000067,SHIP_TO,Y,ACTIVE,2023-11-25 08:22:00,2023-11-25 08:22:00
500000136,400000068,BILL_TO,Y,ACTIVE,2024-02-24 23:38:00,2024-02-24 23:38:00
500000137,400000068,SHIP_TO,Y,ACTIVE,2024-02-24 23:38:00,2024-02-24 23:38:00
500000138,400000069,BILL_TO,Y,ACTIVE,2025-09-05 22:10:00,2025-09-05 22:10:00
500000139,400000069,SHIP_TO,Y,ACTIVE,2025-09-05 22:10:00,2025-09-05 22:10:00
500000140,400000070,BILL_TO,Y,ACTIVE,2025-04-17 18:29:00,2025-04-17 18:29:00
500000141,400000070,SHIP_TO,Y,ACTIVE,2025-04-17 18:29:00,2025-04-17 18:29:00
500000142,400000071,BILL_TO,Y,ACTIVE,2026-02-15 00:05:00,2026-02-15 00:05:00
500000143,400000071,SHIP_TO,Y,ACTIVE,2026-02-15 00:05:00,2026-02-15 00:05:00
500000144,400000072,BILL_TO,Y,ACTIVE,2024-08-27 22:22:00,2024-08-27 22:22:00
500000145,400000072,SHIP_TO,Y,ACTIVE,2024-08-27 22:22:00,2024-08-27 22:22:00
500000146,400000073,BILL_TO,Y,ACTIVE,2024-04-09 09:47:00,2024-04-09 09:47:00
500000147,400000073,SHIP_TO,Y,ACTIVE,2024-04-09 09:47:00,2024-04-09 09:47:00
500000148,400000074,BILL_TO,Y,ACTIVE,2024-01-09 19:45:00,2024-01-09 19:45:00
500000149,400000074,SHIP_TO,Y,ACTIVE,2024-01-09 19:45:00,2024-01-09 19:45:00
500000150,400000075,BILL_TO,Y,ACTIVE,2024-12-25 09:17:00,2024-12-25 09:17:00
500000151,400000075,SHIP_TO,Y,ACTIVE,2024-12-25 09:17:00,2024-12-25 09:17:00
500000152,400000076,BILL_TO,Y,ACTIVE,2025-06-22 19:20:00,2025-06-22 19:20:00
500000153,400000076,SHIP_TO,Y,ACTIVE,2025-06-22 19:20:00,2025-06-22 19:20:00
500000154,400000077,BILL_TO,Y,ACTIVE,2026-02-27 08:04:00,2026-02-27 08:04:00
500000155,400000077,SHIP_TO,Y,ACTIVE,2026-02-27 08:04:00,2026-02-27 08:04:00
500000156,400000078,BILL_TO,Y,ACTIVE,2025-11-17 12:28:00,2025-11-17 12:28:00
500000157,400000078,SHIP_TO,Y,ACTIVE,2025-11-17 12:28:00,2025-11-17 12:28:00
500000158,400000079,BILL_TO,Y,ACTIVE,2024-11-06 23:55:00,2024-11-06 23:55:00
500000159,400000079,SHIP_TO,Y,ACTIVE,2024-11-06 23:55:00,2024-11-06 23:55:00
500000160,400000080,BILL_TO,Y,ACTIVE,2026-02-06 05:25:00,2026-02-06 05:25:00
500000161,400000080,SHIP_TO,Y,ACTIVE,2026-02-06 05:25:00,2026-02-06 05:25:00
500000162,400000081,BILL_TO,Y,ACTIVE,2025-11-10 01:39:00,2025-11-10 01:39:00
500000163,400000081,SHIP_TO,Y,ACTIVE,2025-11-10 01:39:00,2025-11-10 01:39:00
500000164,400000082,BILL_TO,Y,ACTIVE,2026-03-13 12:39:00,2026-03-13 12:39:00
500000165,400000082,SHIP_TO,Y,ACTIVE,2026-03-13 12:39:00,2026-03-13 12:39:00
500000166,400000083,BILL_TO,Y,ACTIVE,2025-07-25 22:24:00,2025-07-25 22:24:00
500000167,400000083,SHIP_TO,Y,ACTIVE,2025-07-25 22:24:00,2025-07-25 22:24:00
500000168,400000084,BILL_TO,Y,ACTIVE,2024-12-15 06:39:00,2024-12-15 06:39:00
500000169,400000084,SHIP_TO,Y,ACTIVE,2024-12-15 06:39:00,2024-12-15 06:39:00
500000170,400000085,BILL_TO,Y,ACTIVE,2024-09-20 11:03:00,2024-09-20 11:03:00
500000171,400000085,SHIP_TO,Y,ACTIVE,2024-09-20 11:03:00,2024-09-20 11:03:00
500000172,400000086,BILL_TO,Y,ACTIVE,2024-10-03 16:20:00,2024-10-03 16:20:00
500000173,400000086,SHIP_TO,Y,ACTIVE,2024-10-03 16:20:00,2024-10-03 16:20:00
500000174,400000087,BILL_TO,Y,ACTIVE,2024-03-20 22:02:00,2024-03-20 22:02:00
500000175,400000087,SHIP_TO,Y,ACTIVE,2024-03-20 22:02:00,2024-03-20 22:02:00
500000176,400000088,BILL_TO,Y,ACTIVE,2023-11-10 07:31:00,2023-11-10 07:31:00
500000177,400000088,SHIP_TO,Y,ACTIVE,2023-11-10 07:31:00,2023-11-10 07:31:00
500000178,400000089,BILL_TO,Y,ACTIVE,2024-11-27 13:01:00,2024-11-27 13:01:00
500000179,400000089,SHIP_TO,Y,ACTIVE,2024-11-27 13:01:00,2024-11-27 13:01:00
500000180,400000090,BILL_TO,Y,ACTIVE,2024-06-14 14:37:00,2024-06-14 14:37:00
500000181,400000090,SHIP_TO,Y,ACTIVE,2024-06-14 14:37:00,2024-06-14 14:37:00
500000182,400000091,BILL_TO,Y,ACTIVE,2024-09-16 07:48:00,2024-09-16 07:48:00
500000183,400000091,SHIP_TO,Y,ACTIVE,2024-09-16 07:48:00,2024-09-16 07:48:00
500000184,400000092,BILL_TO,Y,ACTIVE,2025-05-19 00:59:00,2025-05-19 00:59:00
500000185,400000092,SHIP_TO,Y,ACTIVE,2025-05-19 00:59:00,2025-05-19 00:59:00
500000186,400000093,BILL_TO,Y,ACTIVE,2024-12-26 11:36:00,2024-12-26 11:36:00
500000187,400000093,SHIP_TO,Y,ACTIVE,2024-12-26 11:36:00,2024-12-26 11:36:00
500000188,400000094,BILL_TO,Y,ACTIVE,2024-02-06 20:58:00,2024-02-06 20:58:00
500000189,400000094,SHIP_TO,Y,ACTIVE,2024-02-06 20:58:00,2024-02-06 20:58:00
500000190,400000095,BILL_TO,Y,ACTIVE,2024-03-11 05:40:00,2024-03-11 05:40:00
500000191,400000095,SHIP_TO,Y,ACTIVE,2024-03-11 05:40:00,2024-03-11 05:40:00
500000192,400000096,BILL_TO,Y,ACTIVE,2025-02-05 19:41:00,2025-02-05 19:41:00
500000193,400000096,SHIP_TO,Y,ACTIVE,2025-02-05 19:41:00,2025-02-05 19:41:00
500000194,400000097,BILL_TO,Y,ACTIVE,2024-03-19 17:57:00,2024-03-19 17:57:00
500000195,400000097,SHIP_TO,Y,ACTIVE,2024-03-19 17:57:00,2024-03-19 17:57:00
500000196,400000098,BILL_TO,Y,ACTIVE,2024-01-26 14:36:00,2024-01-26 14:36:00
500000197,400000098,SHIP_TO,Y,ACTIVE,2024-01-26 14:36:00,2024-01-26 14:36:00
500000198,400000099,BILL_TO,Y,ACTIVE,2025-09-11 13:46:00,2025-09-11 13:46:00
500000199,400000099,SHIP_TO,Y,ACTIVE,2025-09-11 13:46:00,2025-09-11 13:46:00
500000200,400000100,BILL_TO,Y,ACTIVE,2023-11-22 21:08:00,2023-11-22 21:08:00
500000201,400000100,SHIP_TO,Y,ACTIVE,2023-11-22 21:08:00,2023-11-22 21:08:00
500000202,400000101,BILL_TO,Y,ACTIVE,2024-03-21 15:26:00,2024-03-21 15:26:00
500000203,400000101,SHIP_TO,Y,ACTIVE,2024-03-21 15:26:00,2024-03-21 15:26:00
500000204,400000102,BILL_TO,Y,ACTIVE,2025-05-27 02:08:00,2025-05-27 02:08:00
500000205,400000102,SHIP_TO,Y,ACTIVE,2025-05-27 02:08:00,2025-05-27 02:08:00
500000206,400000103,BILL_TO,Y,ACTIVE,2026-01-13 02:01:00,2026-01-13 02:01:00
500000207,400000103,SHIP_TO,Y,ACTIVE,2026-01-13 02:01:00,2026-01-13 02:01:00
500000208,400000104,BILL_TO,Y,ACTIVE,2024-03-03 19:10:00,2024-03-03 19:10:00
500000209,400000104,SHIP_TO,Y,ACTIVE,2024-03-03 19:10:00,2024-03-03 19:10:00
500000210,400000105,BILL_TO,Y,ACTIVE,2024-05-03 05:18:00,2024-05-03 05:18:00
500000211,400000105,SHIP_TO,Y,ACTIVE,2024-05-03 05:18:00,2024-05-03 05:18:00
500000212,400000106,BILL_TO,Y,ACTIVE,2024-09-08 07:34:00,2024-09-08 07:34:00
500000213,400000106,SHIP_TO,Y,ACTIVE,2024-09-08 07:34:00,2024-09-08 07:34:00
500000214,400000107,BILL_TO,Y,ACTIVE,2026-01-25 18:33:00,2026-01-25 18:33:00
500000215,400000107,SHIP_TO,Y,ACTIVE,2026-01-25 18:33:00,2026-01-25 18:33:00
500000216,400000108,BILL_TO,Y,ACTIVE,2023-12-08 03:22:00,2023-12-08 03:22:00
500000217,400000108,SHIP_TO,Y,ACTIVE,2023-12-08 03:22:00,2023-12-08 03:22:00
500000218,400000109,BILL_TO,Y,ACTIVE,2024-09-13 23:14:00,2024-09-13 23:14:00
500000219,400000109,SHIP_TO,Y,ACTIVE,2024-09-13 23:14:00,2024-09-13 23:14:00
500000220,400000110,BILL_TO,Y,ACTIVE,2024-01-11 12:16:00,2024-01-11 12:16:00
500000221,400000110,SHIP_TO,Y,ACTIVE,2024-01-11 12:16:00,2024-01-11 12:16:00
500000222,400000111,BILL_TO,Y,ACTIVE,2025-02-23 09:11:00,2025-02-23 09:11:00
500000223,400000111,SHIP_TO,Y,ACTIVE,2025-02-23 09:11:00,2025-02-23 09:11:00
500000224,400000112,BILL_TO,Y,ACTIVE,2024-12-22 13:56:00,2024-12-22 13:56:00
500000225,400000112,SHIP_TO,Y,ACTIVE,2024-12-22 13:56:00,2024-12-22 13:56:00
500000226,400000113,BILL_TO,Y,ACTIVE,2024-05-26 10:35:00,2024-05-26 10:35:00
500000227,400000113,SHIP_TO,Y,ACTIVE,2024-05-26 10:35:00,2024-05-26 10:35:00
500000228,400000114,BILL_TO,Y,ACTIVE,2025-05-14 04:36:00,2025-05-14 04:36:00
500000229,400000114,SHIP_TO,Y,ACTIVE,2025-05-14 04:36:00,2025-05-14 04:36:00
500000230,400000115,BILL_TO,Y,ACTIVE,2025-11-09 05:36:00,2025-11-09 05:36:00
500000231,400000115,SHIP_TO,Y,ACTIVE,2025-11-09 05:36:00,2025-11-09 05:36:00
500000232,400000116,BILL_TO,Y,ACTIVE,2024-11-12 10:15:00,2024-11-12 10:15:00
500000233,400000116,SHIP_TO,Y,ACTIVE,2024-11-12 10:15:00,2024-11-12 10:15:00
500000234,400000117,BILL_TO,Y,ACTIVE,2025-01-03 06:47:00,2025-01-03 06:47:00
500000235,400000117,SHIP_TO,Y,ACTIVE,2025-01-03 06:47:00,2025-01-03 06:47:00
500000236,400000118,BILL_TO,Y,ACTIVE,2024-10-01 15:22:00,2024-10-01 15:22:00
500000237,400000118,SHIP_TO,Y,ACTIVE,2024-10-01 15:22:00,2024-10-01 15:22:00
500000238,400000119,BILL_TO,Y,ACTIVE,2024-08-16 03:43:00,2024-08-16 03:43:00
500000239,400000119,SHIP_TO,Y,ACTIVE,2024-08-16 03:43:00,2024-08-16 03:43:00
500000240,400000120,BILL_TO,Y,ACTIVE,2024-01-06 06:35:00,2024-01-06 06:35:00
500000241,400000120,SHIP_TO,Y,ACTIVE,2024-01-06 06:35:00,2024-01-06 06:35:00
500000242,400000121,BILL_TO,Y,ACTIVE,2024-06-03 14:50:00,2024-06-03 14:50:00
500000243,400000121,SHIP_TO,Y,ACTIVE,2024-06-03 14:50:00,2024-06-03 14:50:00
500000244,400000122,BILL_TO,Y,ACTIVE,2024-04-17 13:08:00,2024-04-17 13:08:00
500000245,400000122,SHIP_TO,Y,ACTIVE,2024-04-17 13:08:00,2024-04-17 13:08:00
500000246,400000123,BILL_TO,Y,ACTIVE,2024-03-21 17:20:00,2024-03-21 17:20:00
500000247,400000123,SHIP_TO,Y,ACTIVE,2024-03-21 17:20:00,2024-03-21 17:20:00
500000248,400000124,BILL_TO,Y,ACTIVE,2026-03-03 02:04:00,2026-03-03 02:04:00
500000249,400000124,SHIP_TO,Y,ACTIVE,2026-03-03 02:04:00,2026-03-03 02:04:00
500000250,400000125,BILL_TO,Y,ACTIVE,2025-10-05 08:11:00,2025-10-05 08:11:00
500000251,400000125,SHIP_TO,Y,ACTIVE,2025-10-05 08:11:00,2025-10-05 08:11:00
500000252,400000126,BILL_TO,Y,ACTIVE,2024-10-23 17:09:00,2024-10-23 17:09:00
500000253,400000126,SHIP_TO,Y,ACTIVE,2024-10-23 17:09:00,2024-10-23 17:09:00
500000254,400000127,BILL_TO,Y,ACTIVE,2024-04-05 19:16:00,2024-04-05 19:16:00
500000255,400000127,SHIP_TO,Y,ACTIVE,2024-04-05 19:16:00,2024-04-05 19:16:00
500000256,400000128,BILL_TO,Y,ACTIVE,2024-10-23 12:57:00,2024-10-23 12:57:00
500000257,400000128,SHIP_TO,Y,ACTIVE,2024-10-23 12:57:00,2024-10-23 12:57:00
500000258,400000129,BILL_TO,Y,ACTIVE,2024-03-29 00:19:00,2024-03-29 00:19:00
500000259,400000129,SHIP_TO,Y,ACTIVE,2024-03-29 00:19:00,2024-03-29 00:19:00
500000260,400000130,BILL_TO,Y,ACTIVE,2024-12-18 23:37:00,2024-12-18 23:37:00
500000261,400000130,SHIP_TO,Y,ACTIVE,2024-12-18 23:37:00,2024-12-18 23:37:00
500000262,400000131,BILL_TO,Y,ACTIVE,2025-03-10 00:14:00,2025-03-10 00:14:00
500000263,400000131,SHIP_TO,Y,ACTIVE,2025-03-10 00:14:00,2025-03-10 00:14:00
500000264,400000132,BILL_TO,Y,ACTIVE,2024-08-26 22:33:00,2024-08-26 22:33:00
500000265,400000132,SHIP_TO,Y,ACTIVE,2024-08-26 22:33:00,2024-08-26 22:33:00
500000266,400000133,BILL_TO,Y,ACTIVE,2025-03-29 17:32:00,2025-03-29 17:32:00
500000267,400000133,SHIP_TO,Y,ACTIVE,2025-03-29 17:32:00,2025-03-29 17:32:00
500000268,400000134,BILL_TO,Y,ACTIVE,2023-11-06 09:25:00,2023-11-06 09:25:00
500000269,400000134,SHIP_TO,Y,ACTIVE,2023-11-06 09:25:00,2023-11-06 09:25:00
500000270,400000135,BILL_TO,Y,ACTIVE,2025-12-26 13:53:00,2025-12-26 13:53:00
500000271,400000135,SHIP_TO,Y,ACTIVE,2025-12-26 13:53:00,2025-12-26 13:53:00
