customer_trx_id,trx_number,trx_date,sold_to_customer_id,bill_to_site_use_id,cust_trx_type,currency_code,trx_amount,tax_amount,freight_amount,complete_flag,status,related_order_header_id,created_date,last_update_date
1200000017,INV20250304000017,2025-03-04 14:11:00,300000513,500001028,INVOICE,CNY,25645.88,2950.41,0,Y,CLOSED,900000008,2025-02-14 14:11:00,2025-02-14 14:11:00
1200000018,INV20250221000018,2025-02-21 21:39:00,300000365,500000732,INVOICE,CNY,105542.25,12142.03,0,Y,CLOSED,900000009,2025-02-09 21:39:00,2025-02-09 21:39:00
1200000019,INV20250301000019,2025-03-01 21:39:00,300000365,500000732,INVOICE,CNY,157554.53,18125.74,0,Y,CLOSED,900000009,2025-02-09 21:39:00,2025-02-09 21:39:00
1200000020,INV20250221000020,2025-02-21 21:39:00,300000365,500000732,INVOICE,CNY,49531.96,5698.37,0,Y,OPEN,900000009,2025-02-09 21:39:00,2025-02-09 21:39:00
1200000021,INV20250225000021,2025-02-25 21:39:00,300000365,500000732,INVOICE,CNY,31102.63,3578.18,0,Y,CLOSED,900000009,2025-02-09 21:39:00,2025-02-09 21:39:00
1200000022,INV20250225000022,2025-02-25 21:39:00,300000365,500000732,INVOICE,CNY,15402.63,1771.98,0,Y,OPEN,900000009,2025-02-09 21:39:00,2025-02-09 21:39:00
1200000023,INV20240930000023,2024-09-30 01:59:00,300000494,500000990,INVOICE,CNY,20397.3,2346.59,0,Y,CLOSED,900000010,2024-09-09 01:59:00,2024-09-09 01:59:00
1200000024,INV20240924000024,2024-09-24 01:59:00,300000494,500000990,INVOICE,CNY,19856.07,2284.33,0,Y,OPEN,900000010,2024-09-09 01:59:00,2024-09-09 01:59:00
1200000025,INV20240926000025,2024-09-26 01:59:00,300000494,500000990,INVOICE,CNY,36005.57,4142.23,0,Y,CLOSED,900000010,2024-09-09 01:59:00,2024-09-09 01:59:00
1200000026,INV20250821000026,2025-08-21 15:43:00,300000232,500000466,INVOICE,CNY,87483.92,10064.52,0,Y,OPEN,900000011,2025-08-05 15:43:00,2025-08-05 15:43:00
1200000027,INV20250813000027,2025-08-13 15:43:00,300000232,500000466,INVOICE,CNY,49757.08,5724.27,0,Y,CLOSED,900000011,2025-08-05 15:43:00,2025-08-05 15:43:00
1200000028,INV20250817000028,2025-08-17 15:43:00,300000232,500000466,INVOICE,CNY,19320.08,2222.66,0,Y,OPEN,900000011,2025-08-05 15:43:00,2025-08-05 15:43:00
1200000029,INV20250814000029,2025-08-14 15:43:00,300000232,500000466,INVOICE,CNY,90207.37,10377.84,0,Y,OPEN,900000011,2025-08-05 15:43:00,2025-08-05 15:43:00
1200000030,INV20260108000030,2026-01-08 05:17:00,300000723,500001448,INVOICE,CNY,23153.88,2663.72,0,Y,OPEN,900000012,2025-12-20 05:17:00,2025-12-20 05:17:00
1200000031,INV20251226000031,2025-12-26 05:17:00,300000723,500001448,INVOICE,CNY,8275.91,952.1,0,Y,OPEN,900000012,2025-12-20 05:17:00,2025-12-20 05:17:00
1200000032,INV20260102000032,2026-01-02 05:17:00,300000723,500001448,INVOICE,CNY,29285.1,3369.08,0,Y,CLOSED,900000012,2025-12-20 05:17:00,2025-12-20 05:17:00
1200000033,INV20240822000033,2024-08-22 03:16:00,300000109,500000220,INVOICE,CNY,41386.71,4761.3,0,Y,OPEN,900000014,2024-08-02 03:16:00,2024-08-02 03:16:00
1200000034,INV20240819000034,2024-08-19 03:16:00,300000109,500000220,INVOICE,CNY,69219.52,7963.31,0,Y,OPEN,900000014,2024-08-02 03:16:00,2024-08-02 03:16:00
1200000035,INV20250218000035,2025-02-18 06:22:00,300000422,500000846,INVOICE,CNY,71518.03,8227.74,0,Y,OPEN,900000015,2025-02-05 06:22:00,2025-02-05 06:22:00
1200000036,INV20251109000036,2025-11-09 07:48:00,300000335,500000672,INVOICE,CNY,1109.73,127.67,0,Y,CLOSED,900000016,2025-10-22 07:48:00,2025-10-22 07:48:00
1200000037,INV20251029000037,2025-10-29 07:48:00,300000335,500000672,INVOICE,CNY,9149.16,1052.56,0,Y,CLOSED,900000016,2025-10-22 07:48:00,2025-10-22 07:48:00
1200000038,INV20250518000038,2025-05-18 16:41:00,300000730,500001462,INVOICE,CNY,92899.06,10687.5,0,Y,OPEN,900000017,2025-04-27 16:41:00,2025-04-27 16:41:00
1200000039,INV20240917000039,2024-09-17 03:15:00,300000510,500001022,INVOICE,CNY,17017.47,1957.76,0,Y,OPEN,900000018,2024-09-04 03:15:00,2024-09-04 03:15:00
1200000040,INV20240923000040,2024-09-23 03:15:00,300000510,500001022,INVOICE,CNY,58589.88,6740.43,0,Y,OPEN,900000018,2024-09-04 03:15:00,2024-09-04 03:15:00
1200000041,INV20240910000041,2024-09-10 03:15:00,300000510,500001022,INVOICE,CNY,182800.08,21030.1,0,Y,CLOSED,900000018,2024-09-04 03:15:00,2024-09-04 03:15:00
1200000042,INV20240918000042,2024-09-18 03:15:00,300000510,500001022,INVOICE,CNY,41235.53,4743.91,0,Y,OPEN,900000018,2024-09-04 03:15:00,2024-09-04 03:15:00
1200000043,INV20241228000043,2024-12-28 01:52:00,300000082,500000166,INVOICE,CNY,86354.25,9934.56,0,Y,OPEN,900000019,2024-12-20 01:52:00,2024-12-20 01:52:00
1200000044,INV20250110000044,2025-01-10 01:52:00,300000082,500000166,INVOICE,CNY,113633.83,13072.92,0,Y,CLOSED,900000019,2024-12-20 01:52:00,2024-12-20 01:52:00
1200000045,INV20250101000045,2025-01-01 01:52:00,300000082,500000166,INVOICE,CNY,3789.47,435.96,0,Y,OPEN,900000019,2024-12-20 01:52:00,2024-12-20 01:52:00
1200000046,INV20250226000046,2025-02-26 11:22:00,300000922,500001846,INVOICE,CNY,87466.55,10062.52,0,Y,CLOSED,900000020,2025-02-08 11:22:00,2025-02-08 11:22:00
1200000047,INV20250223000047,2025-02-23 11:22:00,300000922,500001846,INVOICE,CNY,33735.28,3881.05,0,Y,OPEN,900000020,2025-02-08 11:22:00,2025-02-08 11:22:00
1200000048,INV20250228000048,2025-02-28 11:22:00,300000922,500001846,INVOICE,CNY,8877.74,1021.33,0,Y,CLOSED,900000020,2025-02-08 11:22:00,2025-02-08 11:22:00
1200000049,INV20250221000049,2025-02-21 11:22:00,300000922,500001846,INVOICE,CNY,13242.85,1523.51,0,Y,OPEN,900000020,2025-02-08 11:22:00,2025-02-08 11:22:00
1200000050,INV20240416000050,2024-04-16 20:02:00,300000630,500001262,INVOICE,CNY,144152.66,16583.93,0,Y,CLOSED,900000021,2024-04-13 20:02:00,2024-04-13 20:02:00
1200000051,INV20240430000051,2024-04-30 20:02:00,300000630,500001262,INVOICE,CNY,86367.0,9936.03,0,Y,OPEN,900000021,2024-04-13 20:02:00,2024-04-13 20:02:00
1200000052,INV20251125000052,2025-11-25 11:08:00,300000074,500000150,INVOICE,CNY,18279.93,2103.0,0,Y,CLOSED,900000022,2025-11-09 11:08:00,2025-11-09 11:08:00
1200000053,INV20251120000053,2025-11-20 11:08:00,300000074,500000150,INVOICE,CNY,49433.95,5687.09,0,Y,OPEN,900000022,2025-11-09 11:08:00,2025-11-09 11:08:00
1200000054,INV20260311000054,2026-03-11 11:09:00,300000684,500001370,INVOICE,CNY,22458.0,2583.66,0,Y,OPEN,900000023,2026-02-27 11:09:00,2026-02-27 11:09:00
1200000055,INV20260309000055,2026-03-09 11:09:00,300000684,500001370,INVOICE,CNY,27284.2,3138.89,0,Y,OPEN,900000023,2026-02-27 11:09:00,2026-02-27 11:09:00
1200000056,INV20260314000056,2026-03-14 11:09:00,300000684,500001370,INVOICE,CNY,95951.63,11038.68,0,Y,CLOSED,900000023,2026-02-27 11:09:00,2026-02-27 11:09:00
1200000057,INV20250417000057,2025-04-17 08:14:00,300000294,500000590,INVOICE,CNY,58737.66,6757.43,0,Y,OPEN,900000025,2025-04-11 08:14:00,2025-04-11 08:14:00
1200000058,INV20250425000058,2025-04-25 08:14:00,300000294,500000590,INVOICE,CNY,11291.76,1299.05,0,Y,OPEN,900000025,2025-04-11 08:14:00,2025-04-11 08:14:00
1200000059,INV20250505000059,2025-05-05 08:14:00,300000294,500000590,INVOICE,CNY,27678.11,3184.21,0,Y,CLOSED,900000025,2025-04-11 08:14:00,2025-04-11 08:14:00
1200000060,INV20250501000060,2025-05-01 08:14:00,300000294,500000590,INVOICE,CNY,44616.2,5132.84,0,Y,OPEN,900000025,2025-04-11 08:14:00,2025-04-11 08:14:00
1200000061,INV20240902000061,2024-09-02 01:07:00,300000287,500000576,INVOICE,CNY,110875.29,12755.56,0,Y,CLOSED,900000026,2024-08-26 01:07:00,2024-08-26 01:07:00
1200000062,INV20240911000062,2024-09-11 01:07:00,300000287,500000576,INVOICE,CNY,23862.12,2745.2,0,Y,OPEN,900000026,2024-08-26 01:07:00,2024-08-26 01:07:00
1200000063,INV20240911000063,2024-09-11 01:07:00,300000287,500000576,INVOICE,CNY,113588.05,13067.65,0,Y,CLOSED,900000026,2024-08-26 01:07:00,2024-08-26 01:07:00
1200000064,INV20240911000064,2024-09-11 01:07:00,300000287,500000576,INVOICE,CNY,102679.91,11812.73,0,Y,OPEN,900000026,2024-08-26 01:07:00,2024-08-26 01:07:00
1200000065,INV20250317000065,2025-03-17 10:09:00,300000529,500001060,INVOICE,CNY,68014.8,7824.71,0,Y,CLOSED,900000027,2025-02-25 10:09:00,2025-02-25 10:09:00
1200000066,INV20250128000066,2025-01-28 13:32:00,300000357,500000716,INVOICE,CNY,15991.69,1839.75,0,Y,CLOSED,900000028,2025-01-22 13:32:00,2025-01-22 13:32:00
1200000067,INV20260330000067,2026-03-30 19:10:00,300000208,500000418,INVOICE,CNY,33847.84,3894.0,0,Y,OPEN,900000029,2026-03-24 19:10:00,2026-03-24 19:10:00
1200000068,INV20241022000068,2024-10-22 05:01:00,300000008,500000018,INVOICE,CNY,111734.64,12854.43,0,Y,CLOSED,900000030,2024-09-28 05:01:00,2024-09-28 05:01:00
1200000069,INV20241025000069,2024-10-25 05:01:00,300000008,500000018,INVOICE,CNY,198513.32,22837.82,0,Y,OPEN,900000030,2024-09-28 05:01:00,2024-09-28 05:01:00
1200000070,INV20241008000070,2024-10-08 05:01:00,300000008,500000018,INVOICE,CNY,70026.03,8056.09,0,Y,CLOSED,900000030,2024-09-28 05:01:00,2024-09-28 05:01:00
1200000071,INV20241011000071,2024-10-11 05:01:00,300000008,500000018,INVOICE,CNY,22588.96,2598.73,0,Y,CLOSED,900000030,2024-09-28 05:01:00,2024-09-28 05:01:00
1200000072,INV20240425000072,2024-04-25 18:52:00,300000206,500000414,INVOICE,CNY,138378.83,15919.69,0,Y,CLOSED,900000031,2024-04-18 18:52:00,2024-04-18 18:52:00
1200000073,INV20250302000073,2025-03-02 01:07:00,300000071,500000144,INVOICE,CNY,14001.76,1610.82,0,Y,OPEN,900000032,2025-02-17 01:07:00,2025-02-17 01:07:00
1200000074,INV20251229000074,2025-12-29 15:36:00,300000584,500001170,INVOICE,CNY,49587.99,5704.81,0,Y,OPEN,900000033,2025-12-27 15:36:00,2025-12-27 15:36:00
1200000075,INV20251230000075,2025-12-30 15:36:00,300000584,500001170,INVOICE,CNY,117958.37,13570.43,0,Y,OPEN,900000033,2025-12-27 15:36:00,2025-12-27 15:36:00
1200000076,INV20260107000076,2026-01-07 15:36:00,300000584,500001170,INVOICE,CNY,32478.65,3736.48,0,Y,OPEN,900000033,2025-12-27 15:36:00,2025-12-27 15:36:00
1200000077,INV20240812000077,2024-08-12 05:45:00,300000539,500001080,INVOICE,CNY,11378.92,1309.08,0,Y,CLOSED,900000034,2024-07-29 05:45:00,2024-07-29 05:45:00
1200000078,INV20250304000078,2025-03-04 18:26:00,300000428,500000858,INVOICE,CNY,135901.44,15634.68,0,Y,OPEN,900000035,2025-02-20 18:26:00,2025-02-20 18:26:00
1200000079,INV20250228000079,2025-02-28 18:26:00,300000428,500000858,INVOICE,CNY,73086.08,8408.13,0,Y,CLOSED,900000035,2025-02-20 18:26:00,2025-02-20 18:26:00
1200000080,INV20250308000080,2025-03-08 18:26:00,300000428,500000858,INVOICE,CNY,17617.55,2026.8,0,Y,OPEN,900000035,2025-02-20 18:26:00,2025-02-20 18:26:00
1200000081,INV20240525000081,2024-05-25 02:38:00,300000539,500001080,INVOICE,CNY,100716.67,11586.87,0,Y,OPEN,900000036,2024-05-19 02:38:00,2024-05-19 02:38:00
1200000082,INV20240529000082,2024-05-29 02:38:00,300000539,500001080,INVOICE,CNY,46771.97,5380.85,0,Y,OPEN,900000036,2024-05-19 02:38:00,2024-05-19 02:38:00
1200000083,INV20250625000083,2025-06-25 20:11:00,300000728,500001458,INVOICE,CNY,68147.79,7840.01,0,Y,CLOSED,900000037,2025-06-06 20:11:00,2025-06-06 20:11:00
1200000084,INV20250622000084,2025-06-22 20:11:00,300000728,500001458,INVOICE,CNY,15320.47,1762.53,0,Y,OPEN,900000037,2025-06-06 20:11:00,2025-06-06 20:11:00
1200000085,INV20240623000085,2024-06-23 14:44:00,300000371,500000744,INVOICE,CNY,42408.62,4878.87,0,Y,CLOSED,900000039,2024-06-07 14:44:00,2024-06-07 14:44:00
1200000086,INV20250522000086,2025-05-22 16:51:00,300000531,500001064,INVOICE,CNY,45932.61,5284.28,0,Y,OPEN,900000040,2025-05-14 16:51:00,2025-05-14 16:51:00
1200000087,INV20240811000087,2024-08-11 17:24:00,300000940,500001882,INVOICE,CNY,141863.62,16320.59,0,Y,OPEN,900000041,2024-07-21 17:24:00,2024-07-21 17:24:00
1200000088,INV20240810000088,2024-08-10 17:24:00,300000940,500001882,INVOICE,CNY,3886.53,447.12,0,Y,OPEN,900000041,2024-07-21 17:24:00,2024-07-21 17:24:00
1200000089,INV20260116000089,2026-01-16 00:14:00,300000193,500000388,INVOICE,CNY,38083.11,4381.24,0,Y,CLOSED,900000042,2026-01-09 00:14:00,2026-01-09 00:14:00
1200000090,INV20250421000090,2025-04-21 12:42:00,300000694,500001390,INVOICE,CNY,176867.49,20347.59,0,Y,CLOSED,900000043,2025-04-06 12:42:00,2025-04-06 12:42:00
1200000091,INV20250210000091,2025-02-10 09:48:00,300000111,500000224,INVOICE,CNY,150026.6,17259.7,0,Y,OPEN,900000044,2025-01-29 09:48:00,2025-01-29 09:48:00
1200000092,INV20240911000092,2024-09-11 16:55:00,300000435,500000872,INVOICE,CNY,126064.89,14503.04,0,Y,CLOSED,900000045,2024-08-23 16:55:00,2024-08-23 16:55:00
1200000093,INV20251013000093,2025-10-13 17:43:00,300000971,500001944,INVOICE,CNY,5539.78,637.32,0,Y,OPEN,900000046,2025-10-04 17:43:00,2025-10-04 17:43:00
1200000094,INV20251026000094,2025-10-26 17:43:00,300000971,500001944,INVOICE,CNY,66698.57,7673.29,0,Y,OPEN,900000046,2025-10-04 17:43:00,2025-10-04 17:43:00
1200000095,INV20251018000095,2025-10-18 17:43:00,300000971,500001944,INVOICE,CNY,35561.73,4091.17,0,Y,OPEN,900000046,2025-10-04 17:43:00,2025-10-04 17:43:00
1200000096,INV20251126000096,2025-11-26 11:03:00,300000620,500001242,INVOICE,CNY,90406.22,10400.72,0,Y,CLOSED,900000047,2025-11-21 11:03:00,2025-11-21 11:03:00
1200000097,INV20251211000097,2025-12-11 23:38:00,300000496,500000994,INVOICE,CNY,6861.1,789.33,0,Y,OPEN,900000048,2025-12-04 23:38:00,2025-12-04 23:38:00
1200000098,INV20250909000098,2025-09-09 15:34:00,300000808,500001618,INVOICE,CNY,90009.78,10355.11,0,Y,CLOSED,900000049,2025-09-01 15:34:00,2025-09-01 15:34:00
1200000099,INV20260407000099,2026-04-07 20:45:00,300000153,500000308,INVOICE,CNY,98461.37,11327.41,0,Y,OPEN,900000050,2026-03-28 20:45:00,2026-03-28 20:45:00
1200000100,INV20260414000100,2026-04-14 20:45:00,300000153,500000308,INVOICE,CNY,39209.33,4510.81,0,Y,OPEN,900000050,2026-03-28 20:45:00,2026-03-28 20:45:00
1200000101,INV20260412000101,2026-04-12 20:45:00,300000153,500000308,INVOICE,CNY,1988.22,228.73,0,Y,CLOSED,900000050,2026-03-28 20:45:00,2026-03-28 20:45:00
1200000102,INV20251006000102,2025-10-06 09:33:00,300000615,500001232,INVOICE,CNY,17821.07,2050.21,0,Y,OPEN,900000051,2025-09-21 09:33:00,2025-09-21 09:33:00
1200000103,INV20250617000103,2025-06-17 22:50:00,300000490,500000982,INVOICE,CNY,46538.71,5354.01,0,Y,CLOSED,900000052,2025-06-10 22:50:00,2025-06-10 22:50:00
1200000104,INV20250625000104,2025-06-25 22:50:00,300000490,500000982,INVOICE,CNY,24478.3,2816.09,0,Y,CLOSED,900000052,2025-06-10 22:50:00,2025-06-10 22:50:00
1200000105,INV20240805000105,2024-08-05 20:18:00,300000799,500001600,INVOICE,CNY,40167.18,4621.0,0,Y,OPEN,900000054,2024-07-30 20:18:00,2024-07-30 20:18:00
1200000106,INV20240808000106,2024-08-08 20:18:00,300000799,500001600,INVOICE,CNY,10875.12,1251.12,0,Y,OPEN,900000054,2024-07-30 20:18:00,2024-07-30 20:18:00
1200000107,INV20240817000107,2024-08-17 20:18:00,300000799,500001600,INVOICE,CNY,7618.43,876.46,0,Y,OPEN,900000054,2024-07-30 20:18:00,2024-07-30 20:18:00
1200000108,INV20240812000108,2024-08-12 20:18:00,300000799,500001600,INVOICE,CNY,113111.36,13012.81,0,Y,CLOSED,900000054,2024-07-30 20:18:00,2024-07-30 20:18:00
1200000109,INV20260119000109,2026-01-19 05:07:00,300000073,500000148,INVOICE,CNY,133686.65,15379.88,0,Y,CLOSED,900000055,2025-12-30 05:07:00,2025-12-30 05:07:00
1200000110,INV20260115000110,2026-01-15 05:07:00,300000073,500000148,INVOICE,CNY,113320.15,13036.83,0,Y,OPEN,900000055,2025-12-30 05:07:00,2025-12-30 05:07:00
1200000111,INV20260115000111,2026-01-15 05:07:00,300000073,500000148,INVOICE,CNY,35525.75,4087.03,0,Y,CLOSED,900000055,2025-12-30 05:07:00,2025-12-30 05:07:00
1200000112,INV20260113000112,2026-01-13 05:07:00,300000073,500000148,INVOICE,CNY,164777.61,18956.72,0,Y,CLOSED,900000055,2025-12-30 05:07:00,2025-12-30 05:07:00
1200000113,INV20251009000113,2025-10-09 11:09:00,300000187,500000376,INVOICE,CNY,34185.84,3932.88,0,Y,CLOSED,900000056,2025-09-19 11:09:00,2025-09-19 11:09:00
1200000114,INV20251006000114,2025-10-06 11:09:00,300000187,500000376,INVOICE,CNY,17266.0,1986.35,0,Y,OPEN,900000056,2025-09-19 11:09:00,2025-09-19 11:09:00
1200000115,INV20250307000115,2025-03-07 07:56:00,300000429,500000860,INVOICE,CNY,92414.84,10631.8,0,Y,CLOSED,900000057,2025-02-13 07:56:00,2025-02-13 07:56:00
1200000116,INV20250822000116,2025-08-22 22:34:00,300000811,500001624,INVOICE,CNY,92417.97,10632.16,0,Y,OPEN,900000058,2025-08-07 22:34:00,2025-08-07 22:34:00
1200000117,INV20250822000117,2025-08-22 22:34:00,300000811,500001624,INVOICE,CNY,67883.72,7809.63,0,Y,OPEN,900000058,2025-08-07 22:34:00,2025-08-07 22:34:00
1200000118,INV20260211000118,2026-02-11 23:19:00,300000842,500001686,INVOICE,CNY,29206.52,3360.04,0,Y,OPEN,900000059,2026-01-17 23:19:00,2026-01-17 23:19:00
1200000119,INV20240711000119,2024-07-11 06:10:00,300000067,500000136,INVOICE,CNY,135526.27,15591.52,0,Y,OPEN,900000060,2024-06-28 06:10:00,2024-06-28 06:10:00
1200000120,INV20240716000120,2024-07-16 06:10:00,300000067,500000136,INVOICE,CNY,5057.98,581.89,0,Y,OPEN,900000060,2024-06-28 06:10:00,2024-06-28 06:10:00
1200000121,INV20240717000121,2024-07-17 19:25:00,300000393,500000788,INVOICE,CNY,64721.64,7445.85,0,Y,OPEN,900000061,2024-07-03 19:25:00,2024-07-03 19:25:00
1200000122,INV20251204000122,2025-12-04 06:27:00,300000469,500000940,INVOICE,CNY,34089.91,3921.85,0,Y,OPEN,900000062,2025-11-23 06:27:00,2025-11-23 06:27:00
1200000123,INV20250213000123,2025-02-13 10:06:00,300000801,500001604,INVOICE,CNY,134553.6,15479.62,0,Y,OPEN,900000065,2025-02-05 10:06:00,2025-02-05 10:06:00
1200000124,INV20250319000124,2025-03-19 14:28:00,300000177,500000356,INVOICE,CNY,28974.74,3333.38,0,Y,CLOSED,900000066,2025-03-10 14:28:00,2025-03-10 14:28:00
1200000125,INV20260411000125,2026-04-11 14:19:00,300000214,500000430,INVOICE,CNY,37372.48,4299.49,0,Y,CLOSED,900000067,2026-03-29 14:19:00,2026-03-29 14:19:00
1200000126,INV20260420000126,2026-04-20 14:19:00,300000214,500000430,INVOICE,CNY,36459.1,4194.41,0,Y,CLOSED,900000067,2026-03-29 14:19:00,2026-03-29 14:19:00
1200000127,INV20260414000127,2026-04-14 14:19:00,300000214,500000430,INVOICE,CNY,34977.73,4023.99,0,Y,CLOSED,900000067,2026-03-29 14:19:00,2026-03-29 14:19:00
1200000128,INV20260411000128,2026-04-11 14:19:00,300000214,500000430,INVOICE,CNY,40974.09,4713.83,0,Y,CLOSED,900000067,2026-03-29 14:19:00,2026-03-29 14:19:00
1200000129,INV20251116000129,2025-11-16 23:05:00,300000272,500000546,INVOICE,CNY,47321.6,5444.08,0,Y,CLOSED,900000068,2025-10-28 23:05:00,2025-10-28 23:05:00
1200000130,INV20251104000130,2025-11-04 23:05:00,300000272,500000546,INVOICE,CNY,12252.64,1409.6,0,Y,OPEN,900000068,2025-10-28 23:05:00,2025-10-28 23:05:00
1200000131,INV20260128000131,2026-01-28 21:57:00,300000585,500001172,INVOICE,CNY,127441.39,14661.4,0,Y,CLOSED,900000069,2026-01-09 21:57:00,2026-01-09 21:57:00
1200000132,INV20240717000132,2024-07-17 21:43:00,300000658,500001318,INVOICE,CNY,97207.45,11183.16,0,Y,CLOSED,900000071,2024-07-05 21:43:00,2024-07-05 21:43:00
1200000133,INV20250322000133,2025-03-22 22:41:00,300000398,500000798,INVOICE,CNY,103473.96,11904.08,0,Y,CLOSED,900000072,2025-03-10 22:41:00,2025-03-10 22:41:00
1200000134,INV20250323000134,2025-03-23 22:41:00,300000398,500000798,INVOICE,CNY,163345.58,18791.97,0,Y,OPEN,900000072,2025-03-10 22:41:00,2025-03-10 22:41:00
1200000135,INV20250714000135,2025-07-14 10:11:00,300000201,500000404,INVOICE,CNY,185624.59,21355.04,0,Y,OPEN,900000073,2025-06-30 10:11:00,2025-06-30 10:11:00
1200000136,INV20250714000136,2025-07-14 10:11:00,300000201,500000404,INVOICE,CNY,53299.07,6131.75,0,Y,OPEN,900000073,2025-06-30 10:11:00,2025-06-30 10:11:00
1200000137,INV20250708000137,2025-07-08 10:11:00,300000201,500000404,INVOICE,CNY,181976.43,20935.34,0,Y,OPEN,900000073,2025-06-30 10:11:00,2025-06-30 10:11:00
1200000138,INV20250926000138,2025-09-26 14:55:00,300000484,500000970,INVOICE,CNY,20230.2,2327.37,0,Y,CLOSED,900000074,2025-09-14 14:55:00,2025-09-14 14:55:00
1200000139,INV20251003000139,2025-10-03 14:55:00,300000484,500000970,INVOICE,CNY,1275.71,146.76,0,Y,OPEN,900000074,2025-09-14 14:55:00,2025-09-14 14:55:00
1200000140,INV20251005000140,2025-10-05 14:55:00,300000484,500000970,INVOICE,CNY,16918.65,1946.39,0,Y,CLOSED,900000074,2025-09-14 14:55:00,2025-09-14 14:55:00
1200000141,INV20240422000141,2024-04-22 00:27:00,300000910,500001822,INVOICE,CNY,56265.54,6473.03,0,Y,OPEN,900000075,2024-04-10 00:27:00,2024-04-10 00:27:00
1200000142,INV20240613000142,2024-06-13 09:02:00,300000661,500001324,INVOICE,CNY,27685.98,3185.11,0,Y,CLOSED,900000076,2024-05-23 09:02:00,2024-05-23 09:02:00
1200000143,INV20260309000143,2026-03-09 18:10:00,300000566,500001134,INVOICE,CNY,162925.35,18743.62,0,Y,CLOSED,900000077,2026-03-01 18:10:00,2026-03-01 18:10:00
1200000144,INV20240712000144,2024-07-12 12:33:00,300000338,500000678,INVOICE,CNY,13344.97,1535.26,0,Y,OPEN,900000078,2024-06-26 12:33:00,2024-06-26 12:33:00
1200000145,INV20250722000145,2025-07-22 07:23:00,300000125,500000252,INVOICE,CNY,49158.59,5655.41,0,Y,CLOSED,900000079,2025-07-11 07:23:00,2025-07-11 07:23:00
1200000146,INV20250901000146,2025-09-01 19:18:00,300000747,500001496,INVOICE,CNY,134994.32,15530.32,0,Y,OPEN,900000080,2025-08-16 19:18:00,2025-08-16 19:18:00
