line_id,header_id,line_number,inventory_item_id,ordered_quantity,unit_selling_price,list_price,discount_percent,line_amount,request_date,promise_date,actual_shipment_date,line_status_code,ship_from_org_id,created_date,last_update_date
1000000030,900000011,2,88708,16.15,2726.49,2726.49,0,44032.81,2025-08-08 15:43:00,2025-08-11 15:43:00,,SHIPPED,2,2025-08-05 15:43:00,2025-08-05 15:43:00
1000000031,900000011,3,47083,1.72,9940.36,9940.36,0,17097.42,2025-08-08 15:43:00,2025-08-11 15:43:00,,AWAITING_SHIPPING,5,2025-08-05 15:43:00,2025-08-05 15:43:00
1000000032,900000011,4,96003,13.43,5944.12,5944.12,0,79829.53,2025-08-07 15:43:00,2025-08-07 15:43:00,,SHIPPED,2,2025-08-05 15:43:00,2025-08-05 15:43:00
1000000033,900000012,1,82829,3.57,5739.54,9071.5,36.73,20490.16,2025-12-23 05:17:00,2025-12-24 05:17:00,,INVOICED,1,2025-12-20 05:17:00,2025-12-20 05:17:00
1000000034,900000012,2,73514,6.5,1126.74,1280.39,12,7323.81,2025-12-27 05:17:00,2025-12-29 05:17:00,,AWAITING_SHIPPING,1,2025-12-20 05:17:00,2025-12-20 05:17:00
1000000035,900000012,3,59881,18.66,1988.95,2209.95,10,37113.81,2025-12-30 05:17:00,2026-01-01 05:17:00,,SHIPPED,3,2025-12-20 05:17:00,2025-12-20 05:17:00
1000000036,900000013,1,78906,10.24,7133.62,8106.39,12,73048.27,2024-11-17 00:41:00,2024-11-19 00:41:00,,INVOICED,3,2024-11-07 00:41:00,2024-11-07 00:41:00
1000000037,900000014,1,34147,18.42,1988.35,2161.25,8,36625.41,2024-08-13 03:16:00,2024-08-15 03:16:00,,AWAITING_SHIPPING,4,2024-08-02 03:16:00,2024-08-02 03:16:00
1000000038,900000014,2,57398,14.76,4150.15,4611.28,10,61256.21,2024-08-11 03:16:00,2024-08-12 03:16:00,,INVOICED,4,2024-08-02 03:16:00,2024-08-02 03:16:00
1000000039,900000015,1,32085,15.43,4910.03,4910.03,0,75761.76,2025-02-06 06:22:00,2025-02-09 06:22:00,,SHIPPED,2,2025-02-05 06:22:00,2025-02-05 06:22:00
1000000040,900000016,1,58893,1.02,962.8,1013.47,5,982.06,2025-11-01 07:48:00,2025-11-01 07:48:00,,AWAITING_SHIPPING,1,2025-10-22 07:48:00,2025-10-22 07:48:00
1000000041,900000016,2,68064,3.19,2538.12,2538.12,0,8096.6,2025-10-30 07:48:00,2025-10-31 07:48:00,,SHIPPED,2,2025-10-22 07:48:00,2025-10-22 07:48:00
1000000042,900000017,1,82832,15.95,5154.33,5154.33,0,82211.56,2025-05-02 16:41:00,2025-05-04 16:41:00,,SHIPPED,4,2025-04-27 16:41:00,2025-04-27 16:41:00
1000000043,900000018,1,91338,12.12,1242.55,1242.55,0,15059.71,2024-09-06 03:15:00,2024-09-07 03:15:00,,INVOICED,4,2024-09-04 03:15:00,2024-09-04 03:15:00
1000000044,900000018,2,53507,5.76,9001.64,9185.35,2,51849.45,2024-09-11 03:15:00,2024-09-11 03:15:00,,SHIPPED,5,2024-09-04 03:15:00,2024-09-04 03:15:00
1000000045,900000018,3,12733,19.2,8425.52,9158.17,8,161769.98,2024-09-14 03:15:00,2024-09-16 03:15:00,,INVOICED,5,2024-09-04 03:15:00,2024-09-04 03:15:00
1000000046,900000018,4,93575,6.29,5801.53,5801.53,0,36491.62,2024-09-11 03:15:00,2024-09-14 03:15:00,,INVOICED,1,2024-09-04 03:15:00,2024-09-04 03:15:00
1000000047,900000018,5,59448,14.1,3656.93,3656.93,0,51562.71,2024-09-13 03:15:00,2024-09-16 03:15:00,,AWAITING_SHIPPING,1,2024-09-04 03:15:00,2024-09-04 03:15:00
1000000048,900000019,1,70101,18.9,4043.37,4043.37,0,76419.69,2024-12-28 01:52:00,2024-12-30 01:52:00,,SHIPPED,3,2024-12-20 01:52:00,2024-12-20 01:52:00
1000000049,900000019,2,83806,17.07,5891.09,5891.09,0,100560.91,2024-12-29 01:52:00,2024-12-30 01:52:00,,SHIPPED,4,2024-12-20 01:52:00,2024-12-20 01:52:00
1000000050,900000019,3,37904,1.28,2619.93,2847.75,8,3353.51,2024-12-30 01:52:00,2024-12-30 01:52:00,,AWAITING_SHIPPING,2,2024-12-20 01:52:00,2024-12-20 01:52:00
1000000051,900000020,1,40228,8.53,9074.33,9863.4,8,77404.03,2025-02-10 11:22:00,2025-02-11 11:22:00,,AWAITING_SHIPPING,5,2025-02-08 11:22:00,2025-02-08 11:22:00
1000000052,900000020,2,15909,10.5,2843.26,3090.5,8,29854.23,2025-02-10 11:22:00,2025-02-11 11:22:00,,AWAITING_SHIPPING,4,2025-02-08 11:22:00,2025-02-08 11:22:00
1000000053,900000020,3,91132,13.76,570.96,582.61,2,7856.41,2025-02-13 11:22:00,2025-02-14 11:22:00,,SHIPPED,2,2025-02-08 11:22:00,2025-02-08 11:22:00
1000000054,900000020,4,12841,12.48,939.05,939.05,0,11719.34,2025-02-10 11:22:00,2025-02-10 11:22:00,,INVOICED,2,2025-02-08 11:22:00,2025-02-08 11:22:00
1000000055,900000021,1,96354,19.41,6572.32,7143.83,8,127568.73,2024-04-14 20:02:00,2024-04-16 20:02:00,,AWAITING_SHIPPING,4,2024-04-13 20:02:00,2024-04-13 20:02:00
1000000056,900000021,2,21343,18.03,4239.1,4239.1,0,76430.97,2024-04-14 20:02:00,2024-04-15 20:02:00,,INVOICED,3,2024-04-13 20:02:00,2024-04-13 20:02:00
1000000057,900000022,1,12827,18.32,883.02,929.5,5,16176.93,2025-11-14 11:08:00,2025-11-16 11:08:00,,AWAITING_SHIPPING,1,2025-11-09 11:08:00,2025-11-09 11:08:00
1000000058,900000022,2,19587,18.84,2322.02,2523.93,8,43746.86,2025-11-15 11:08:00,2025-11-16 11:08:00,,AWAITING_SHIPPING,2,2025-11-09 11:08:00,2025-11-09 11:08:00
1000000059,900000023,1,73943,4.5,4416.52,4506.65,2,19874.34,2026-03-07 11:09:00,2026-03-07 11:09:00,,AWAITING_SHIPPING,2,2026-02-27 11:09:00,2026-02-27 11:09:00
1000000060,900000023,2,61413,7.0,3449.33,3519.72,2,24145.31,2026-03-09 11:09:00,2026-03-11 11:09:00,,INVOICED,3,2026-02-27 11:09:00,2026-02-27 11:09:00
1000000061,900000023,3,48470,15.28,5557.13,6174.59,10,84912.95,2026-03-06 11:09:00,2026-03-09 11:09:00,,INVOICED,5,2026-02-27 11:09:00,2026-02-27 11:09:00
1000000062,900000024,1,70485,8.05,143.27,143.27,0,1153.32,2025-11-13 21:52:00,2025-11-15 21:52:00,,SHIPPED,5,2025-11-09 21:52:00,2025-11-09 21:52:00
1000000063,900000025,1,40169,17.42,2983.94,2983.94,0,51980.23,2025-04-22 08:14:00,2025-04-22 08:14:00,,AWAITING_SHIPPING,5,2025-04-11 08:14:00,2025-04-11 08:14:00
1000000064,900000025,2,35305,11.06,903.5,1026.71,12,9992.71,2025-04-23 08:14:00,2025-04-24 08:14:00,,AWAITING_SHIPPING,4,2025-04-11 08:14:00,2025-04-11 08:14:00
1000000065,900000025,3,18392,14.89,1644.99,1644.99,0,24493.9,2025-04-24 08:14:00,2025-04-26 08:14:00,,SHIPPED,4,2025-04-11 08:14:00,2025-04-11 08:14:00
1000000066,900000025,4,63345,10.28,6760.85,7682.78,12,69501.54,2025-04-15 08:14:00,2025-04-18 08:14:00,,AWAITING_SHIPPING,2,2025-04-11 08:14:00,2025-04-11 08:14:00
1000000067,900000026,1,16542,12.81,7659.62,7659.62,0,98119.73,2024-09-05 01:07:00,2024-09-06 01:07:00,,SHIPPED,1,2024-08-26 01:07:00,2024-08-26 01:07:00
1000000068,900000026,2,55217,2.47,8549.36,8999.33,5,21116.92,2024-09-02 01:07:00,2024-09-02 01:07:00,,SHIPPED,5,2024-08-26 01:07:00,2024-08-26 01:07:00
1000000069,900000026,3,78671,14.13,7113.97,7113.97,0,100520.4,2024-09-04 01:07:00,2024-09-04 01:07:00,,AWAITING_SHIPPING,5,2024-08-26 01:07:00,2024-08-26 01:07:00
1000000070,900000026,4,18930,11.96,7597.59,7597.59,0,90867.18,2024-08-31 01:07:00,2024-09-02 01:07:00,,INVOICED,1,2024-08-26 01:07:00,2024-08-26 01:07:00
1000000071,900000027,1,36110,16.71,3602.04,3915.26,8,60190.09,2025-03-10 10:09:00,2025-03-11 10:09:00,,INVOICED,2,2025-02-25 10:09:00,2025-02-25 10:09:00
1000000072,900000028,1,62452,5.55,2549.9,2549.9,0,14151.94,2025-01-28 13:32:00,2025-01-29 13:32:00,,SHIPPED,2,2025-01-22 13:32:00,2025-01-22 13:32:00
1000000073,900000029,1,51504,4.4,6807.69,7564.1,10,29953.84,2026-04-05 19:10:00,2026-04-06 19:10:00,,SHIPPED,1,2026-03-24 19:10:00,2026-03-24 19:10:00
1000000074,900000030,1,72274,13.14,7525.13,7678.7,2,98880.21,2024-10-10 05:01:00,2024-10-11 05:01:00,,SHIPPED,4,2024-09-28 05:01:00,2024-09-28 05:01:00
1000000075,900000030,2,51817,18.48,9506.25,9506.25,0,175675.5,2024-10-03 05:01:00,2024-10-05 05:01:00,,AWAITING_SHIPPING,2,2024-09-28 05:01:00,2024-09-28 05:01:00
1000000076,900000030,3,18058,14.17,4373.32,4859.24,10,61969.94,2024-10-05 05:01:00,2024-10-05 05:01:00,,INVOICED,1,2024-09-28 05:01:00,2024-09-28 05:01:00
1000000077,900000030,4,35357,18.24,1549.63,1549.63,0,28265.25,2024-10-04 05:01:00,2024-10-06 05:01:00,,AWAITING_SHIPPING,3,2024-09-28 05:01:00,2024-09-28 05:01:00
1000000078,900000031,1,47291,19.7,6216.2,7063.86,12,122459.14,2024-04-19 18:52:00,2024-04-21 18:52:00,,INVOICED,4,2024-04-18 18:52:00,2024-04-18 18:52:00
1000000079,900000032,1,88364,3.56,3480.6,3551.63,2,12390.94,2025-02-23 01:07:00,2025-02-26 01:07:00,,SHIPPED,4,2025-02-17 01:07:00,2025-02-17 01:07:00
1000000080,900000033,1,37219,19.71,3737.92,3934.65,5,73674.4,2026-01-01 15:36:00,2026-01-02 15:36:00,,AWAITING_SHIPPING,1,2025-12-27 15:36:00,2025-12-27 15:36:00
1000000081,900000033,2,77953,14.16,7372.03,8191.14,10,104387.94,2026-01-04 15:36:00,2026-01-06 15:36:00,,AWAITING_SHIPPING,2,2025-12-27 15:36:00,2025-12-27 15:36:00
1000000082,900000033,3,10342,8.46,3397.42,3397.42,0,28742.17,2026-01-05 15:36:00,2026-01-06 15:36:00,,SHIPPED,1,2025-12-27 15:36:00,2025-12-27 15:36:00
1000000083,900000034,1,46527,1.07,9411.07,9411.07,0,10069.84,2024-08-01 05:45:00,2024-08-02 05:45:00,,SHIPPED,1,2024-07-29 05:45:00,2024-07-29 05:45:00
1000000084,900000035,1,84983,19.72,6098.72,6776.35,10,120266.76,2025-03-01 18:26:00,2025-03-01 18:26:00,,SHIPPED,3,2025-02-20 18:26:00,2025-02-20 18:26:00
1000000085,900000035,2,38873,9.72,6654.11,7004.33,5,64677.95,2025-02-28 18:26:00,2025-02-28 18:26:00,,SHIPPED,1,2025-02-20 18:26:00,2025-02-20 18:26:00
1000000086,900000035,3,42048,17.4,896.02,973.94,8,15590.75,2025-03-01 18:26:00,2025-03-02 18:26:00,,INVOICED,1,2025-02-20 18:26:00,2025-02-20 18:26:00
1000000087,900000036,1,30829,15.74,5662.63,6434.81,12,89129.8,2024-05-26 02:38:00,2024-05-27 02:38:00,,INVOICED,2,2024-05-19 02:38:00,2024-05-19 02:38:00
1000000088,900000036,2,94355,9.21,4494.15,4494.15,0,41391.12,2024-05-29 02:38:00,2024-05-30 02:38:00,,SHIPPED,4,2024-05-19 02:38:00,2024-05-19 02:38:00
1000000089,900000036,3,93994,2.63,3691.24,4012.22,8,9707.96,2024-05-22 02:38:00,2024-05-23 02:38:00,,INVOICED,5,2024-05-19 02:38:00,2024-05-19 02:38:00
1000000090,900000037,1,87362,7.26,5448.04,5559.22,2,39552.77,2025-06-19 20:11:00,2025-06-19 20:11:00,,AWAITING_SHIPPING,3,2025-06-06 20:11:00,2025-06-06 20:11:00
1000000091,900000037,2,78889,8.53,7070.08,8034.18,12,60307.78,2025-06-11 20:11:00,2025-06-11 20:11:00,,SHIPPED,4,2025-06-06 20:11:00,2025-06-06 20:11:00
1000000092,900000037,3,45359,2.07,6549.73,6549.73,0,13557.94,2025-06-10 20:11:00,2025-06-11 20:11:00,,SHIPPED,5,2025-06-06 20:11:00,2025-06-06 20:11:00
1000000093,900000037,4,93814,14.38,1664.41,1891.38,12,23934.22,2025-06-18 20:11:00,2025-06-21 20:11:00,,SHIPPED,4,2025-06-06 20:11:00,2025-06-06 20:11:00
1000000094,900000038,1,85263,18.19,5892.26,6546.96,10,107180.21,2024-11-08 03:48:00,2024-11-10 03:48:00,,INVOICED,4,2024-11-05 03:48:00,2024-11-05 03:48:00
1000000095,900000038,2,22061,5.55,8984.52,9457.39,5,49864.09,2024-11-06 03:48:00,2024-11-08 03:48:00,,SHIPPED,3,2024-11-05 03:48:00,2024-11-05 03:48:00
1000000096,900000038,3,16514,8.43,6133.75,6667.12,8,51707.51,2024-11-12 03:48:00,2024-11-15 03:48:00,,SHIPPED,4,2024-11-05 03:48:00,2024-11-05 03:48:00
1000000097,900000039,1,45083,6.33,5928.87,6587.63,10,37529.75,2024-06-15 14:44:00,2024-06-16 14:44:00,,INVOICED,5,2024-06-07 14:44:00,2024-06-07 14:44:00
1000000098,900000040,1,63544,7.93,4524.75,4762.9,5,35881.27,2025-05-18 16:51:00,2025-05-19 16:51:00,,INVOICED,5,2025-05-14 16:51:00,2025-05-14 16:51:00
1000000099,900000040,2,66442,5.15,7892.88,8308.3,5,40648.33,2025-05-19 16:51:00,2025-05-20 16:51:00,,INVOICED,5,2025-05-14 16:51:00,2025-05-14 16:51:00
1000000100,900000041,1,92429,15.03,8352.83,9079.16,8,125543.03,2024-07-26 17:24:00,2024-07-28 17:24:00,,INVOICED,1,2024-07-21 17:24:00,2024-07-21 17:24:00
1000000101,900000041,2,56027,11.68,344.63,382.92,10,4025.28,2024-07-24 17:24:00,2024-07-26 17:24:00,,INVOICED,1,2024-07-21 17:24:00,2024-07-21 17:24:00
1000000102,900000042,1,70387,11.95,2820.24,2820.24,0,33701.87,2026-01-16 00:14:00,2026-01-18 00:14:00,,AWAITING_SHIPPING,3,2026-01-09 00:14:00,2026-01-09 00:14:00
1000000103,900000043,1,22290,19.56,8002.04,8002.04,0,156519.9,2025-04-18 12:42:00,2025-04-19 12:42:00,,SHIPPED,1,2025-04-06 12:42:00,2025-04-06 12:42:00
1000000104,900000044,1,31860,17.03,7796.06,8473.98,8,132766.9,2025-02-07 09:48:00,2025-02-09 09:48:00,,SHIPPED,4,2025-01-29 09:48:00,2025-01-29 09:48:00
1000000105,900000045,1,50732,18.54,6017.36,6017.36,0,111561.85,2024-09-02 16:55:00,2024-09-05 16:55:00,,AWAITING_SHIPPING,3,2024-08-23 16:55:00,2024-08-23 16:55:00
1000000106,900000046,1,29956,11.08,442.46,480.94,8,4902.46,2025-10-07 17:43:00,2025-10-09 17:43:00,,INVOICED,1,2025-10-04 17:43:00,2025-10-04 17:43:00
1000000107,900000046,2,99066,8.02,7359.76,8177.51,10,59025.28,2025-10-10 17:43:00,2025-10-12 17:43:00,,AWAITING_SHIPPING,2,2025-10-04 17:43:00,2025-10-04 17:43:00
1000000108,900000046,3,71784,4.34,7251.28,7251.28,0,31470.56,2025-10-09 17:43:00,2025-10-11 17:43:00,,AWAITING_SHIPPING,3,2025-10-04 17:43:00,2025-10-04 17:43:00
1000000109,900000047,1,17022,17.29,4627.27,5141.41,10,80005.5,2025-11-26 11:03:00,2025-11-26 11:03:00,,INVOICED,5,2025-11-21 11:03:00,2025-11-21 11:03:00
1000000110,900000048,1,35755,1.02,5952.72,6470.35,8,6071.77,2025-12-15 23:38:00,2025-12-15 23:38:00,,SHIPPED,1,2025-12-04 23:38:00,2025-12-04 23:38:00
1000000111,900000048,2,59451,6.21,606.07,606.07,0,3763.69,2025-12-06 23:38:00,2025-12-07 23:38:00,,INVOICED,5,2025-12-04 23:38:00,2025-12-04 23:38:00
1000000112,900000049,1,19898,11.19,7118.38,7263.65,2,79654.67,2025-09-11 15:34:00,2025-09-11 15:34:00,,AWAITING_SHIPPING,2,2025-09-01 15:34:00,2025-09-01 15:34:00
1000000113,900000050,1,93515,15.65,7428.3,7428.3,0,116252.9,2026-04-05 20:45:00,2026-04-05 20:45:00,,INVOICED,4,2026-03-28 20:45:00,2026-03-28 20:45:00
1000000114,900000050,2,72768,5.22,8258.31,8426.85,2,43108.38,2026-04-07 20:45:00,2026-04-07 20:45:00,,INVOICED,2,2026-03-28 20:45:00,2026-03-28 20:45:00
1000000115,900000050,3,34141,8.23,213.79,225.04,5,1759.49,2026-04-06 20:45:00,2026-04-09 20:45:00,,SHIPPED,1,2026-03-28 20:45:00,2026-03-28 20:45:00
1000000116,900000051,1,86631,14.0,1126.49,1251.66,10,15770.86,2025-09-27 09:33:00,2025-09-30 09:33:00,,AWAITING_SHIPPING,3,2025-09-21 09:33:00,2025-09-21 09:33:00
1000000117,900000052,1,61246,15.47,2662.23,2958.03,10,41184.7,2025-06-13 22:50:00,2025-06-15 22:50:00,,SHIPPED,4,2025-06-10 22:50:00,2025-06-10 22:50:00
1000000118,900000052,2,24476,10.39,2084.91,2127.46,2,21662.21,2025-06-12 22:50:00,2025-06-14 22:50:00,,INVOICED,1,2025-06-10 22:50:00,2025-06-10 22:50:00
1000000119,900000053,1,20322,10.24,5951.72,6073.18,2,60945.61,2024-09-20 06:11:00,2024-09-21 06:11:00,,INVOICED,3,2024-09-12 06:11:00,2024-09-12 06:11:00
1000000120,900000054,1,99861,12.37,2873.58,2873.58,0,35546.18,2024-08-05 20:18:00,2024-08-05 20:18:00,,SHIPPED,2,2024-07-30 20:18:00,2024-07-30 20:18:00
1000000121,900000054,2,30562,12.0,802.0,911.36,12,9624.0,2024-08-03 20:18:00,2024-08-04 20:18:00,,INVOICED,3,2024-07-30 20:18:00,2024-07-30 20:18:00
1000000122,900000054,3,86465,3.36,2006.54,2006.54,0,6741.97,2024-08-09 20:18:00,2024-08-09 20:18:00,,SHIPPED,4,2024-07-30 20:18:00,2024-07-30 20:18:00
1000000123,900000054,4,90323,13.39,7475.62,8495.02,12,100098.55,2024-08-06 20:18:00,2024-08-09 20:18:00,,INVOICED,5,2024-07-30 20:18:00,2024-07-30 20:18:00
1000000124,900000055,1,16207,13.32,8881.89,8881.89,0,118306.77,2026-01-07 05:07:00,2026-01-08 05:07:00,,INVOICED,1,2025-12-30 05:07:00,2025-12-30 05:07:00
1000000125,900000055,2,74717,15.51,6465.72,6465.72,0,100283.32,2026-01-08 05:07:00,2026-01-08 05:07:00,,SHIPPED,3,2025-12-30 05:07:00,2025-12-30 05:07:00
1000000126,900000055,3,35489,4.58,6864.35,6864.35,0,31438.72,2026-01-02 05:07:00,2026-01-05 05:07:00,,AWAITING_SHIPPING,4,2025-12-30 05:07:00,2025-12-30 05:07:00
1000000127,900000055,4,79059,18.5,7882.21,8043.07,2,145820.89,2026-01-02 05:07:00,2026-01-05 05:07:00,,INVOICED,3,2025-12-30 05:07:00,2025-12-30 05:07:00
1000000128,900000056,1,82726,11.86,2550.84,2685.09,5,30252.96,2025-09-21 11:09:00,2025-09-22 11:09:00,,INVOICED,3,2025-09-19 11:09:00,2025-09-19 11:09:00
1000000129,900000056,2,71642,5.44,3143.96,3208.12,2,17103.14,2025-09-20 11:09:00,2025-09-21 11:09:00,,AWAITING_SHIPPING,5,2025-09-19 11:09:00,2025-09-19 11:09:00
1000000130,900000057,1,27836,9.94,8227.67,9349.62,12,81783.04,2025-02-14 07:56:00,2025-02-17 07:56:00,,INVOICED,1,2025-02-13 07:56:00,2025-02-13 07:56:00
1000000131,900000058,1,32045,6.86,242.72,242.72,0,1665.06,2025-08-13 22:34:00,2025-08-15 22:34:00,,SHIPPED,3,2025-08-07 22:34:00,2025-08-07 22:34:00
1000000132,900000058,2,46636,15.45,5293.58,5572.19,5,81785.81,2025-08-11 22:34:00,2025-08-11 22:34:00,,AWAITING_SHIPPING,2,2025-08-07 22:34:00,2025-08-07 22:34:00
1000000133,900000058,3,21909,16.9,3554.68,3741.77,5,60074.09,2025-08-16 22:34:00,2025-08-19 22:34:00,,SHIPPED,1,2025-08-07 22:34:00,2025-08-07 22:34:00
1000000134,900000059,1,72951,4.44,5821.28,5821.28,0,25846.48,2026-01-19 23:19:00,2026-01-20 23:19:00,,AWAITING_SHIPPING,4,2026-01-17 23:19:00,2026-01-17 23:19:00
1000000135,900000060,1,92696,16.07,7463.27,7856.07,5,119934.75,2024-07-02 06:10:00,2024-07-04 06:10:00,,INVOICED,2,2024-06-28 06:10:00,2024-06-28 06:10:00
1000000136,900000060,2,63754,1.04,4303.93,4303.93,0,4476.09,2024-07-08 06:10:00,2024-07-09 06:10:00,,SHIPPED,2,2024-06-28 06:10:00,2024-06-28 06:10:00
1000000137,900000061,1,45648,7.46,7677.72,8345.35,8,57275.79,2024-07-08 19:25:00,2024-07-10 19:25:00,,INVOICED,4,2024-07-03 19:25:00,2024-07-03 19:25:00
1000000138,900000062,1,90022,12.19,2474.82,2812.29,12,30168.06,2025-11-28 06:27:00,2025-11-30 06:27:00,,SHIPPED,4,2025-11-23 06:27:00,2025-11-23 06:27:00
1000000139,900000063,1,68724,2.56,353.33,360.54,2,904.52,2025-01-20 05:57:00,2025-01-22 05:57:00,,INVOICED,1,2025-01-11 05:57:00,2025-01-11 05:57:00
1000000140,900000064,1,37195,11.7,7259.72,7259.72,0,84938.72,2024-11-02 10:59:00,2024-11-04 10:59:00,,INVOICED,3,2024-10-29 10:59:00,2024-10-29 10:59:00
