adjustment_id,header_id,line_id,adjustment_type,adjustment_reason,list_price,adjusted_price,adjustment_amount,adjustment_percent,approved_flag,approver_id,approval_time,created_by,created_date,last_update_date
1800000012,900000005,1000000014,DISCOUNT,促销折扣,9259.0,8796.05,1046.27,5,Y,800000038,2024-09-17 14:00:00,800000096,2024-09-16 14:00:00,2024-09-16 14:00:00
1800000013,900000006,1000000016,DISCOUNT,促销折扣,6345.53,5837.89,6985.13,8,Y,800000108,2025-01-14 08:26:00,800000022,2025-01-11 08:26:00,2025-01-11 08:26:00
1800000014,900000007,1000000018,DISCOUNT,促销折扣,846.34,778.63,200.42,8,Y,800000055,2024-04-19 23:17:00,800000118,2024-04-17 23:17:00,2024-04-17 23:17:00
1800000015,900000008,1000000020,DISCOUNT,促销折扣,5878.13,5290.32,2521.7,10,Y,800000094,2025-02-16 14:11:00,800000079,2025-02-14 14:11:00,2025-02-14 14:11:00
1800000016,900000009,1000000023,DISCOUNT,促销折扣,7849.29,7221.35,3811.6,8,Y,800000021,2025-02-10 21:39:00,800000050,2025-02-09 21:39:00,2025-02-09 21:39:00
1800000017,900000009,1000000024,DISCOUNT,促销折扣,4471.16,4247.6,1448.67,5,Y,800000044,2025-02-10 21:39:00,800000050,2025-02-09 21:39:00,2025-02-09 21:39:00
1800000018,900000009,1000000025,DISCOUNT,促销折扣,5847.55,5262.8,2900.36,10,Y,800000038,2025-02-10 21:39:00,800000050,2025-02-09 21:39:00,2025-02-09 21:39:00
1800000019,900000010,1000000026,DISCOUNT,促销折扣,9794.2,9304.49,1586.66,5,Y,800000051,2024-09-10 01:59:00,800000050,2024-09-09 01:59:00,2024-09-09 01:59:00
1800000020,900000010,1000000028,DISCOUNT,促销折扣,2130.64,2088.03,650.23,2,Y,800000111,2024-09-10 01:59:00,800000050,2024-09-09 01:59:00,2024-09-09 01:59:00
1800000021,900000011,1000000029,DISCOUNT,促销折扣,8021.07,7620.02,4074.67,5,Y,800000070,2025-08-06 15:43:00,800000061,2025-08-05 15:43:00,2025-08-05 15:43:00
1800000022,900000012,1000000033,DISCOUNT,人工改价,9071.5,5739.54,11895.1,36.73,N,,,800000119,2025-12-20 05:17:00,2025-12-20 05:17:00
1800000023,900000012,1000000034,DISCOUNT,促销折扣,1280.39,1126.74,998.73,12,Y,800000099,2025-12-22 05:17:00,800000119,2025-12-20 05:17:00,2025-12-20 05:17:00
1800000024,900000012,1000000035,DISCOUNT,促销折扣,2209.95,1988.95,4123.86,10,Y,800000111,2025-12-22 05:17:00,800000119,2025-12-20 05:17:00,2025-12-20 05:17:00
1800000025,900000013,1000000036,DISCOUNT,促销折扣,8106.39,7133.62,9961.16,12,Y,800000055,2024-11-07 00:41:00,800000001,2024-11-07 00:41:00,2024-11-07 00:41:00
1800000026,900000014,1000000037,DISCOUNT,促销折扣,2161.25,1988.35,3184.82,8,Y,800000082,2024-08-04 03:16:00,800000056,2024-08-02 03:16:00,2024-08-02 03:16:00
1800000027,900000014,1000000038,DISCOUNT,促销折扣,4611.28,4150.15,6806.28,10,Y,800000047,2024-08-04 03:16:00,800000056,2024-08-02 03:16:00,2024-08-02 03:16:00
1800000028,900000016,1000000040,DISCOUNT,促销折扣,1013.47,962.8,51.68,5,Y,800000091,2025-10-24 07:48:00,800000078,2025-10-22 07:48:00,2025-10-22 07:48:00
1800000029,900000018,1000000044,DISCOUNT,促销折扣,9185.35,9001.64,1058.17,2,Y,800000042,2024-09-04 03:15:00,800000087,2024-09-04 03:15:00,2024-09-04 03:15:00
1800000030,900000018,1000000045,DISCOUNT,促销折扣,9158.17,8425.52,14066.88,8,Y,800000098,2024-09-04 03:15:00,800000087,2024-09-04 03:15:00,2024-09-04 03:15:00
1800000031,900000019,1000000050,DISCOUNT,促销折扣,2847.75,2619.93,291.61,8,Y,800000085,2024-12-22 01:52:00,800000015,2024-12-20 01:52:00,2024-12-20 01:52:00
1800000032,900000020,1000000051,DISCOUNT,促销折扣,9863.4,9074.33,6730.77,8,Y,800000021,2025-02-09 11:22:00,800000061,2025-02-08 11:22:00,2025-02-08 11:22:00
1800000033,900000020,1000000052,DISCOUNT,促销折扣,3090.5,2843.26,2596.02,8,Y,800000013,2025-02-09 11:22:00,800000061,2025-02-08 11:22:00,2025-02-08 11:22:00
1800000034,900000020,1000000053,DISCOUNT,促销折扣,582.61,570.96,160.3,2,Y,800000063,2025-02-09 11:22:00,800000061,2025-02-08 11:22:00,2025-02-08 11:22:00
1800000035,900000021,1000000055,DISCOUNT,促销折扣,7143.83,6572.32,11093.01,8,Y,800000083,2024-04-13 20:02:00,800000086,2024-04-13 20:02:00,2024-04-13 20:02:00
1800000036,900000022,1000000057,DISCOUNT,促销折扣,929.5,883.02,851.51,5,Y,800000004,2025-11-11 11:08:00,800000083,2025-11-09 11:08:00,2025-11-09 11:08:00
1800000037,900000022,1000000058,DISCOUNT,促销折扣,2523.93,2322.02,3803.98,8,Y,800000019,2025-11-11 11:08:00,800000083,2025-11-09 11:08:00,2025-11-09 11:08:00
1800000038,900000023,1000000059,DISCOUNT,促销折扣,4506.65,4416.52,405.58,2,Y,800000036,2026-03-01 11:09:00,800000021,2026-02-27 11:09:00,2026-02-27 11:09:00
1800000039,900000023,1000000060,DISCOUNT,促销折扣,3519.72,3449.33,492.73,2,Y,800000120,2026-03-01 11:09:00,800000021,2026-02-27 11:09:00,2026-02-27 11:09:00
1800000040,900000023,1000000061,DISCOUNT,促销折扣,6174.59,5557.13,9434.79,10,Y,800000055,2026-03-01 11:09:00,800000021,2026-02-27 11:09:00,2026-02-27 11:09:00
1800000041,900000025,1000000064,DISCOUNT,促销折扣,1026.71,903.5,1362.7,12,Y,800000083,2025-04-14 08:14:00,800000110,2025-04-11 08:14:00,2025-04-11 08:14:00
1800000042,900000025,1000000066,DISCOUNT,促销折扣,7682.78,6760.85,9477.44,12,Y,800000086,2025-04-14 08:14:00,800000110,2025-04-11 08:14:00,2025-04-11 08:14:00
1800000043,900000026,1000000068,DISCOUNT,促销折扣,8999.33,8549.36,1111.43,5,Y,800000092,2024-08-26 01:07:00,800000015,2024-08-26 01:07:00,2024-08-26 01:07:00
1800000044,900000027,1000000071,DISCOUNT,促销折扣,3915.26,3602.04,5233.91,8,Y,800000053,2025-02-28 10:09:00,800000015,2025-02-25 10:09:00,2025-02-25 10:09:00
1800000045,900000029,1000000073,DISCOUNT,促销折扣,7564.1,6807.69,3328.2,10,Y,800000082,2026-03-26 19:10:00,800000027,2026-03-24 19:10:00,2026-03-24 19:10:00
1800000046,900000030,1000000074,DISCOUNT,促销折扣,7678.7,7525.13,2017.91,2,Y,800000059,2024-10-01 05:01:00,800000017,2024-09-28 05:01:00,2024-09-28 05:01:00
1800000047,900000030,1000000076,DISCOUNT,促销折扣,4859.24,4373.32,6885.49,10,Y,800000057,2024-10-01 05:01:00,800000017,2024-09-28 05:01:00,2024-09-28 05:01:00
1800000048,900000031,1000000078,DISCOUNT,促销折扣,7063.86,6216.2,16698.9,12,Y,800000086,2024-04-18 18:52:00,800000075,2024-04-18 18:52:00,2024-04-18 18:52:00
1800000049,900000032,1000000079,DISCOUNT,促销折扣,3551.63,3480.6,252.87,2,Y,800000111,2025-02-18 01:07:00,800000054,2025-02-17 01:07:00,2025-02-17 01:07:00
1800000050,900000033,1000000080,DISCOUNT,促销折扣,3934.65,3737.92,3877.55,5,Y,800000064,2025-12-28 15:36:00,800000115,2025-12-27 15:36:00,2025-12-27 15:36:00
1800000051,900000033,1000000081,DISCOUNT,促销折扣,8191.14,7372.03,11598.6,10,Y,800000040,2025-12-28 15:36:00,800000115,2025-12-27 15:36:00,2025-12-27 15:36:00
1800000052,900000035,1000000084,DISCOUNT,促销折扣,6776.35,6098.72,13362.86,10,Y,800000100,2025-02-20 18:26:00,800000066,2025-02-20 18:26:00,2025-02-20 18:26:00
1800000053,900000035,1000000085,DISCOUNT,促销折扣,7004.33,6654.11,3404.14,5,Y,800000107,2025-02-20 18:26:00,800000066,2025-02-20 18:26:00,2025-02-20 18:26:00
1800000054,900000035,1000000086,DISCOUNT,促销折扣,973.94,896.02,1355.81,8,Y,800000111,2025-02-20 18:26:00,800000066,2025-02-20 18:26:00,2025-02-20 18:26:00
1800000055,900000036,1000000087,DISCOUNT,促销折扣,6434.81,5662.63,12154.11,12,Y,800000055,2024-05-19 02:38:00,800000012,2024-05-19 02:38:00,2024-05-19 02:38:00
1800000056,900000036,1000000089,DISCOUNT,促销折扣,4012.22,3691.24,844.18,8,Y,800000087,2024-05-19 02:38:00,800000012,2024-05-19 02:38:00,2024-05-19 02:38:00
1800000057,900000037,1000000090,DISCOUNT,促销折扣,5559.22,5448.04,807.17,2,Y,800000112,2025-06-09 20:11:00,800000014,2025-06-06 20:11:00,2025-06-06 20:11:00
1800000058,900000037,1000000091,DISCOUNT,促销折扣,8034.18,7070.08,8223.77,12,Y,800000006,2025-06-09 20:11:00,800000014,2025-06-06 20:11:00,2025-06-06 20:11:00
1800000059,900000037,1000000093,DISCOUNT,促销折扣,1891.38,1664.41,3263.83,12,Y,800000007,2025-06-09 20:11:00,800000014,2025-06-06 20:11:00,2025-06-06 20:11:00
1800000060,900000038,1000000094,DISCOUNT,促销折扣,6546.96,5892.26,11908.99,10,Y,800000047,2024-11-05 03:48:00,800000018,2024-11-05 03:48:00,2024-11-05 03:48:00
1800000061,900000038,1000000095,DISCOUNT,促销折扣,9457.39,8984.52,2624.43,5,Y,800000040,2024-11-05 03:48:00,800000018,2024-11-05 03:48:00,2024-11-05 03:48:00
1800000062,900000038,1000000096,DISCOUNT,促销折扣,6667.12,6133.75,4496.31,8,Y,800000070,2024-11-05 03:48:00,800000018,2024-11-05 03:48:00,2024-11-05 03:48:00
1800000063,900000039,1000000097,DISCOUNT,促销折扣,6587.63,5928.87,4169.95,10,Y,800000026,2024-06-09 14:44:00,800000029,2024-06-07 14:44:00,2024-06-07 14:44:00
1800000064,900000040,1000000098,DISCOUNT,促销折扣,4762.9,4524.75,1888.53,5,Y,800000072,2025-05-14 16:51:00,800000111,2025-05-14 16:51:00,2025-05-14 16:51:00
1800000065,900000040,1000000099,DISCOUNT,促销折扣,8308.3,7892.88,2139.41,5,Y,800000089,2025-05-14 16:51:00,800000111,2025-05-14 16:51:00,2025-05-14 16:51:00
1800000066,900000041,1000000100,DISCOUNT,促销折扣,9079.16,8352.83,10916.74,8,Y,800000031,2024-07-21 17:24:00,800000090,2024-07-21 17:24:00,2024-07-21 17:24:00
1800000067,900000041,1000000101,DISCOUNT,促销折扣,382.92,344.63,447.23,10,Y,800000046,2024-07-21 17:24:00,800000090,2024-07-21 17:24:00,2024-07-21 17:24:00
1800000068,900000044,1000000104,DISCOUNT,促销折扣,8473.98,7796.06,11544.98,8,Y,800000033,2025-01-30 09:48:00,800000057,2025-01-29 09:48:00,2025-01-29 09:48:00
1800000069,900000046,1000000106,DISCOUNT,促销折扣,480.94,442.46,426.36,8,Y,800000019,2025-10-05 17:43:00,800000106,2025-10-04 17:43:00,2025-10-04 17:43:00
1800000070,900000046,1000000107,DISCOUNT,促销折扣,8177.51,7359.76,6558.35,10,Y,800000071,2025-10-05 17:43:00,800000106,2025-10-04 17:43:00,2025-10-04 17:43:00
1800000071,900000047,1000000109,DISCOUNT,促销折扣,5141.41,4627.27,8889.48,10,Y,800000063,2025-11-23 11:03:00,800000104,2025-11-21 11:03:00,2025-11-21 11:03:00
1800000072,900000048,1000000110,DISCOUNT,促销折扣,6470.35,5952.72,527.98,8,Y,800000033,2025-12-05 23:38:00,800000073,2025-12-04 23:38:00,2025-12-04 23:38:00
1800000073,900000049,1000000112,DISCOUNT,促销折扣,7263.65,7118.38,1625.57,2,Y,800000107,2025-09-04 15:34:00,800000087,2025-09-01 15:34:00,2025-09-01 15:34:00
1800000074,900000050,1000000114,DISCOUNT,促销折扣,8426.85,8258.31,879.78,2,Y,800000095,2026-03-29 20:45:00,800000047,2026-03-28 20:45:00,2026-03-28 20:45:00
1800000075,900000050,1000000115,DISCOUNT,促销折扣,225.04,213.79,92.59,5,Y,800000006,2026-03-29 20:45:00,800000047,2026-03-28 20:45:00,2026-03-28 20:45:00
1800000076,900000051,1000000116,DISCOUNT,促销折扣,1251.66,1126.49,1752.38,10,Y,800000052,2025-09-24 09:33:00,800000011,2025-09-21 09:33:00,2025-09-21 09:33:00
1800000077,900000052,1000000117,DISCOUNT,促销折扣,2958.03,2662.23,4576.03,10,Y,800000023,2025-06-11 22:50:00,800000028,2025-06-10 22:50:00,2025-06-10 22:50:00
1800000078,900000052,1000000118,DISCOUNT,促销折扣,2127.46,2084.91,442.09,2,Y,800000104,2025-06-11 22:50:00,800000028,2025-06-10 22:50:00,2025-06-10 22:50:00
1800000079,900000053,1000000119,DISCOUNT,促销折扣,6073.18,5951.72,1243.75,2,Y,800000074,2024-09-13 06:11:00,800000001,2024-09-12 06:11:00,2024-09-12 06:11:00
1800000080,900000054,1000000121,DISCOUNT,促销折扣,911.36,802.0,1312.32,12,Y,800000062,2024-07-31 20:18:00,800000062,2024-07-30 20:18:00,2024-07-30 20:18:00
1800000081,900000054,1000000123,DISCOUNT,促销折扣,8495.02,7475.62,13649.77,12,Y,800000084,2024-07-31 20:18:00,800000062,2024-07-30 20:18:00,2024-07-30 20:18:00
1800000082,900000055,1000000127,DISCOUNT,促销折扣,8043.07,7882.21,2975.91,2,Y,800000035,2025-12-31 05:07:00,800000068,2025-12-30 05:07:00,2025-12-30 05:07:00
1800000083,900000056,1000000128,DISCOUNT,促销折扣,2685.09,2550.84,1592.2,5,Y,800000041,2025-09-19 11:09:00,800000016,2025-09-19 11:09:00,2025-09-19 11:09:00
1800000084,900000056,1000000129,DISCOUNT,促销折扣,3208.12,3143.96,349.03,2,Y,800000052,2025-09-19 11:09:00,800000016,2025-09-19 11:09:00,2025-09-19 11:09:00
1800000085,900000057,1000000130,DISCOUNT,促销折扣,9349.62,8227.67,11152.18,12,Y,800000062,2025-02-13 07:56:00,800000113,2025-02-13 07:56:00,2025-02-13 07:56:00
1800000086,900000058,1000000132,DISCOUNT,促销折扣,5572.19,5293.58,4304.52,5,Y,800000104,2025-08-08 22:34:00,800000024,2025-08-07 22:34:00,2025-08-07 22:34:00
1800000087,900000058,1000000133,DISCOUNT,促销折扣,3741.77,3554.68,3161.82,5,Y,800000086,2025-08-08 22:34:00,800000024,2025-08-07 22:34:00,2025-08-07 22:34:00
1800000088,900000060,1000000135,DISCOUNT,促销折扣,7856.07,7463.27,6312.3,5,Y,800000038,2024-06-29 06:10:00,800000078,2024-06-28 06:10:00,2024-06-28 06:10:00
1800000089,900000061,1000000137,DISCOUNT,促销折扣,8345.35,7677.72,4980.52,8,Y,800000108,2024-07-05 19:25:00,800000044,2024-07-03 19:25:00,2024-07-03 19:25:00
1800000090,900000062,1000000138,DISCOUNT,促销折扣,2812.29,2474.82,4113.76,12,Y,800000086,2025-11-24 06:27:00,800000001,2025-11-23 06:27:00,2025-11-23 06:27:00
1800000091,900000063,1000000139,DISCOUNT,促销折扣,360.54,353.33,18.46,2,Y,800000044,2025-01-11 05:57:00,800000109,2025-01-11 05:57:00,2025-01-11 05:57:00
1800000092,900000064,1000000141,DISCOUNT,促销折扣,6432.65,5789.39,8105.08,10,Y,800000098,2024-10-29 10:59:00,800000050,2024-10-29 10:59:00,2024-10-29 10:59:00
1800000093,900000065,1000000142,DISCOUNT,促销折扣,7518.96,7143.01,6267.09,5,Y,800000076,2025-02-06 10:06:00,800000063,2025-02-05 10:06:00,2025-02-05 10:06:00
1800000094,900000066,1000000143,DISCOUNT,促销折扣,2946.47,2887.54,638.21,2,Y,800000042,2025-03-10 14:28:00,800000081,2025-03-10 14:28:00,2025-03-10 14:28:00
1800000095,900000067,1000000144,DISCOUNT,促销折扣,3567.75,3210.97,3674.83,10,Y,800000054,2026-03-31 14:19:00,800000019,2026-03-29 14:19:00,2026-03-29 14:19:00
1800000096,900000067,1000000145,DISCOUNT,促销折扣,9459.01,8513.11,3584.96,10,Y,800000028,2026-03-31 14:19:00,800000019,2026-03-29 14:19:00,2026-03-29 14:19:00
1800000097,900000067,1000000146,DISCOUNT,促销折扣,2655.83,2390.25,3439.26,10,Y,800000087,2026-03-31 14:19:00,800000019,2026-03-29 14:19:00,2026-03-29 14:19:00
1800000098,900000067,1000000147,DISCOUNT,促销折扣,2042.14,1878.77,3153.04,8,Y,800000058,2026-03-31 14:19:00,800000019,2026-03-29 14:19:00,2026-03-29 14:19:00
1800000099,900000068,1000000148,DISCOUNT,促销折扣,3572.25,3393.64,2204.05,5,Y,800000084,2025-10-31 23:05:00,800000054,2025-10-28 23:05:00,2025-10-28 23:05:00
1800000100,900000070,1000000151,DISCOUNT,促销折扣,4174.93,3757.44,6233.13,10,Y,800000095,2024-06-08 10:28:00,800000086,2024-06-05 10:28:00,2024-06-05 10:28:00
1800000101,900000072,1000000153,DISCOUNT,促销折扣,8396.28,7976.47,4819.42,5,Y,800000039,2025-03-13 22:41:00,800000040,2025-03-10 22:41:00,2025-03-10 22:41:00
1800000102,900000073,1000000155,DISCOUNT,促销折扣,9363.08,8614.03,14284.38,8,Y,800000042,2025-07-02 10:11:00,800000069,2025-06-30 10:11:00,2025-06-30 10:11:00
1800000103,900000073,1000000157,DISCOUNT,促销折扣,9714.14,8742.73,17893.37,10,Y,800000059,2025-07-02 10:11:00,800000069,2025-06-30 10:11:00,2025-06-30 10:11:00
1800000104,900000074,1000000158,DISCOUNT,促销折扣,3390.17,3118.96,1556.75,8,Y,800000029,2025-09-14 14:55:00,800000038,2025-09-14 14:55:00,2025-09-14 14:55:00
1800000105,900000074,1000000159,DISCOUNT,促销折扣,682.97,648.82,59.42,5,Y,800000012,2025-09-14 14:55:00,800000038,2025-09-14 14:55:00,2025-09-14 14:55:00
1800000106,900000076,1000000163,DISCOUNT,促销折扣,8070.11,7101.7,3341.01,12,Y,800000038,2024-05-25 09:02:00,800000072,2024-05-23 09:02:00,2024-05-23 09:02:00
1800000107,900000077,1000000164,DISCOUNT,促销折扣,8875.45,8431.68,7588.47,5,Y,800000006,2026-03-02 18:10:00,800000034,2026-03-01 18:10:00,2026-03-01 18:10:00
1800000108,900000078,1000000165,DISCOUNT,促销折扣,5153.46,4638.11,5493.63,10,Y,800000107,2024-06-27 12:33:00,800000029,2024-06-26 12:33:00,2024-06-26 12:33:00
1800000109,900000080,1000000168,DISCOUNT,促销折扣,7615.48,6853.93,13273.82,10,Y,800000076,2025-08-19 19:18:00,800000064,2025-08-16 19:18:00,2025-08-16 19:18:00
1800000110,900000081,1000000169,DISCOUNT,促销折扣,4328.23,4111.82,2330.74,5,Y,800000065,2025-08-21 19:45:00,800000027,2025-08-19 19:45:00,2025-08-19 19:45:00
1800000111,900000082,1000000170,DISCOUNT,促销折扣,6322.23,5563.56,5515.53,12,Y,800000091,2025-09-08 21:30:00,800000115,2025-09-06 21:30:00,2025-09-06 21:30:00
1800000112,900000084,1000000172,DISCOUNT,促销折扣,7617.31,7464.96,1669.76,2,Y,800000071,2025-04-30 05:30:00,800000023,2025-04-29 05:30:00,2025-04-29 05:30:00
1800000113,900000084,1000000173,DISCOUNT,促销折扣,6321.45,6005.38,610.02,5,Y,800000005,2025-04-30 05:30:00,800000023,2025-04-29 05:30:00,2025-04-29 05:30:00
1800000114,900000084,1000000174,DISCOUNT,促销折扣,7956.98,7797.84,989.85,2,Y,800000057,2025-04-30 05:30:00,800000023,2025-04-29 05:30:00,2025-04-29 05:30:00
1800000115,900000084,1000000175,DISCOUNT,促销折扣,3809.81,3428.83,5794.71,10,Y,800000034,2025-04-30 05:30:00,800000023,2025-04-29 05:30:00,2025-04-29 05:30:00
1800000116,900000085,1000000176,DISCOUNT,人工改价,3467.82,2496.83,10146.85,28.0,N,,,800000072,2025-03-30 13:14:00,2025-03-30 13:14:00
1800000117,900000086,1000000177,DISCOUNT,促销折扣,778.36,739.44,316.03,5,Y,800000044,2024-08-31 01:24:00,800000078,2024-08-31 01:24:00,2024-08-31 01:24:00
1800000118,900000086,1000000178,DISCOUNT,促销折扣,1093.07,1038.42,268.33,5,Y,800000067,2024-08-31 01:24:00,800000078,2024-08-31 01:24:00,2024-08-31 01:24:00
1800000119,900000087,1000000179,DISCOUNT,促销折扣,632.3,569.07,1094.51,10,Y,800000047,2025-10-03 19:14:00,800000107,2025-10-03 19:14:00,2025-10-03 19:14:00
1800000120,900000088,1000000181,DISCOUNT,促销折扣,3803.52,3727.45,1341.87,2,Y,800000069,2024-06-08 00:20:00,800000040,2024-06-05 00:20:00,2024-06-05 00:20:00
1800000121,900000089,1000000182,DISCOUNT,促销折扣,2459.53,2336.55,1082.22,5,Y,800000014,2025-02-13 22:51:00,800000081,2025-02-11 22:51:00,2025-02-11 22:51:00
1800000122,900000089,1000000183,DISCOUNT,促销折扣,8087.95,7117.4,5609.78,12,Y,800000063,2025-02-13 22:51:00,800000081,2025-02-11 22:51:00,2025-02-11 22:51:00
1800000123,900000090,1000000184,DISCOUNT,促销折扣,1863.17,1714.12,2132.91,8,Y,800000096,2025-03-05 09:24:00,800000074,2025-03-03 09:24:00,2025-03-03 09:24:00
1800000124,900000092,1000000187,DISCOUNT,促销折扣,7764.38,6987.94,12648.21,10,Y,800000023,2024-05-16 23:18:00,800000118,2024-05-16 23:18:00,2024-05-16 23:18:00
1800000125,900000092,1000000188,DISCOUNT,促销折扣,3492.78,3143.5,6814.45,10,Y,800000019,2024-05-16 23:18:00,800000118,2024-05-16 23:18:00,2024-05-16 23:18:00
1800000126,900000093,1000000189,DISCOUNT,促销折扣,6895.76,6344.1,2449.37,8,Y,800000013,2025-05-10 09:44:00,800000049,2025-05-08 09:44:00,2025-05-08 09:44:00
1800000127,900000093,1000000190,DISCOUNT,促销折扣,6906.57,6354.04,8923.36,8,Y,800000066,2025-05-10 09:44:00,800000049,2025-05-08 09:44:00,2025-05-08 09:44:00
1800000128,900000093,1000000192,DISCOUNT,促销折扣,5971.81,5255.19,2085.36,12,Y,800000111,2025-05-10 09:44:00,800000049,2025-05-08 09:44:00,2025-05-08 09:44:00
1800000129,900000094,1000000193,DISCOUNT,促销折扣,513.79,462.41,538.46,10,Y,800000065,2025-01-23 03:30:00,800000082,2025-01-23 03:30:00,2025-01-23 03:30:00
1800000130,900000096,1000000196,DISCOUNT,促销折扣,8446.12,8277.2,623.31,2,Y,800000106,2026-03-08 06:15:00,800000047,2026-03-05 06:15:00,2026-03-05 06:15:00
1800000131,900000097,1000000199,DISCOUNT,促销折扣,7631.59,7021.06,9994.38,8,Y,800000034,2024-04-16 12:00:00,800000012,2024-04-14 12:00:00,2024-04-14 12:00:00
1800000132,900000097,1000000200,DISCOUNT,促销折扣,5617.79,5056.01,1792.08,10,Y,800000002,2024-04-16 12:00:00,800000012,2024-04-14 12:00:00,2024-04-14 12:00:00
1800000133,900000097,1000000201,DISCOUNT,促销折扣,2321.96,2136.2,1554.81,8,Y,800000108,2024-04-16 12:00:00,800000012,2024-04-14 12:00:00,2024-04-14 12:00:00
1800000134,900000097,1000000202,DISCOUNT,促销折扣,7649.33,7496.34,385.53,2,Y,800000075,2024-04-16 12:00:00,800000012,2024-04-14 12:00:00,2024-04-14 12:00:00
1800000135,900000097,1000000203,DISCOUNT,促销折扣,7509.33,6608.21,14444.95,12,Y,800000100,2024-04-16 12:00:00,800000012,2024-04-14 12:00:00,2024-04-14 12:00:00
1800000136,900000098,1000000204,DISCOUNT,促销折扣,212.94,191.65,321.27,10,Y,800000028,2024-08-16 23:22:00,800000088,2024-08-14 23:22:00,2024-08-14 23:22:00
1800000137,900000099,1000000205,DISCOUNT,促销折扣,8098.18,7126.4,17210.22,12,Y,800000046,2024-09-01 10:51:00,800000029,2024-08-29 10:51:00,2024-08-29 10:51:00
1800000138,900000099,1000000206,DISCOUNT,促销折扣,5583.6,5025.24,1864.92,10,Y,800000070,2024-09-01 10:51:00,800000029,2024-08-29 10:51:00,2024-08-29 10:51:00
1800000139,900000100,1000000207,DISCOUNT,促销折扣,2235.18,2190.48,713.86,2,Y,800000105,2025-09-06 18:46:00,800000088,2025-09-05 18:46:00,2025-09-05 18:46:00
1800000140,900000100,1000000208,DISCOUNT,促销折扣,372.55,335.3,538.63,10,Y,800000052,2025-09-06 18:46:00,800000088,2025-09-05 18:46:00,2025-09-05 18:46:00
1800000141,900000100,1000000209,DISCOUNT,促销折扣,6578.22,6446.66,1661.6,2,Y,800000100,2025-09-06 18:46:00,800000088,2025-09-05 18:46:00,2025-09-05 18:46:00
1800000142,900000101,1000000211,DISCOUNT,促销折扣,1404.01,1235.53,2015.02,12,Y,800000026,2025-05-04 06:35:00,800000119,2025-05-01 06:35:00,2025-05-01 06:35:00
1800000143,900000102,1000000212,DISCOUNT,促销折扣,144.44,132.88,13.06,8,Y,800000040,2025-01-18 23:45:00,800000098,2025-01-17 23:45:00,2025-01-17 23:45:00
1800000144,900000103,1000000213,DISCOUNT,促销折扣,8697.59,8262.71,995.88,5,Y,800000084,2026-01-24 11:43:00,800000080,2026-01-21 11:43:00,2026-01-21 11:43:00
1800000145,900000104,1000000214,DISCOUNT,促销折扣,4984.77,4885.07,1061.81,2,Y,800000055,2025-06-05 00:26:00,800000026,2025-06-04 00:26:00,2025-06-04 00:26:00
1800000146,900000105,1000000215,DISCOUNT,促销折扣,4379.63,3854.07,1592.45,12,Y,800000010,2024-04-12 20:21:00,800000001,2024-04-09 20:21:00,2024-04-09 20:21:00
