link_id,customer_trx_line_id,order_line_id,delivery_detail_id,link_type,match_status,created_date,last_update_date
1400000048,1300000048,1000000053,1100000050,DELIVERY_TO_INVOICE,FULL,2025-02-08 11:22:00,2025-02-08 11:22:00
1400000049,1300000049,1000000054,1100000051,DELIVERY_TO_INVOICE,FULL,2025-02-08 11:22:00,2025-02-08 11:22:00
1400000050,1300000050,1000000055,1100000052,DELIVERY_TO_INVOICE,FULL,2024-04-13 20:02:00,2024-04-13 20:02:00
1400000051,1300000051,1000000056,1100000053,DELIVERY_TO_INVOICE,FULL,2024-04-13 20:02:00,2024-04-13 20:02:00
1400000052,1300000052,1000000057,1100000054,DELIVERY_TO_INVOICE,FULL,2025-11-09 11:08:00,2025-11-09 11:08:00
1400000053,1300000053,1000000058,1100000055,DELIVERY_TO_INVOICE,FULL,2025-11-09 11:08:00,2025-11-09 11:08:00
1400000054,1300000054,1000000059,1100000056,DELIVERY_TO_INVOICE,FULL,2026-02-27 11:09:00,2026-02-27 11:09:00
1400000055,1300000055,1000000060,1100000057,DELIVERY_TO_INVOICE,FULL,2026-02-27 11:09:00,2026-02-27 11:09:00
1400000056,1300000056,1000000061,1100000058,DELIVERY_TO_INVOICE,FULL,2026-02-27 11:09:00,2026-02-27 11:09:00
1400000057,1300000057,1000000063,1100000059,DELIVERY_TO_INVOICE,FULL,2025-04-11 08:14:00,2025-04-11 08:14:00
1400000058,1300000058,1000000064,1100000060,DELIVERY_TO_INVOICE,FULL,2025-04-11 08:14:00,2025-04-11 08:14:00
1400000059,1300000059,1000000065,1100000061,DELIVERY_TO_INVOICE,FULL,2025-04-11 08:14:00,2025-04-11 08:14:00
1400000060,1300000060,1000000066,1100000062,DELIVERY_TO_INVOICE,FULL,2025-04-11 08:14:00,2025-04-11 08:14:00
1400000061,1300000061,1000000067,1100000063,DELIVERY_TO_INVOICE,FULL,2024-08-26 01:07:00,2024-08-26 01:07:00
1400000062,1300000062,1000000068,1100000064,DELIVERY_TO_INVOICE,FULL,2024-08-26 01:07:00,2024-08-26 01:07:00
1400000063,1300000063,1000000069,1100000065,DELIVERY_TO_INVOICE,FULL,2024-08-26 01:07:00,2024-08-26 01:07:00
1400000064,1300000064,1000000070,1100000066,DELIVERY_TO_INVOICE,FULL,2024-08-26 01:07:00,2024-08-26 01:07:00
1400000065,1300000065,1000000071,1100000067,DELIVERY_TO_INVOICE,FULL,2025-02-25 10:09:00,2025-02-25 10:09:00
1400000066,1300000066,1000000072,1100000068,DELIVERY_TO_INVOICE,FULL,2025-01-22 13:32:00,2025-01-22 13:32:00
1400000067,1300000067,1000000073,1100000069,DELIVERY_TO_INVOICE,FULL,2026-03-24 19:10:00,2026-03-24 19:10:00
1400000068,1300000068,1000000074,1100000070,DELIVERY_TO_INVOICE,FULL,2024-09-28 05:01:00,2024-09-28 05:01:00
1400000069,1300000069,1000000075,1100000071,DELIVERY_TO_INVOICE,FULL,2024-09-28 05:01:00,2024-09-28 05:01:00
1400000070,1300000070,1000000076,1100000072,DELIVERY_TO_INVOICE,FULL,2024-09-28 05:01:00,2024-09-28 05:01:00
1400000071,1300000071,1000000077,1100000073,DELIVERY_TO_INVOICE,FULL,2024-09-28 05:01:00,2024-09-28 05:01:00
1400000072,1300000072,1000000078,1100000074,DELIVERY_TO_INVOICE,FULL,2024-04-18 18:52:00,2024-04-18 18:52:00
1400000073,1300000073,1000000079,1100000075,DELIVERY_TO_INVOICE,FULL,2025-02-17 01:07:00,2025-02-17 01:07:00
1400000074,1300000074,1000000080,1100000076,DELIVERY_TO_INVOICE,FULL,2025-12-27 15:36:00,2025-12-27 15:36:00
1400000075,1300000075,1000000081,1100000077,DELIVERY_TO_INVOICE,FULL,2025-12-27 15:36:00,2025-12-27 15:36:00
1400000076,1300000076,1000000082,1100000078,DELIVERY_TO_INVOICE,FULL,2025-12-27 15:36:00,2025-12-27 15:36:00
1400000077,1300000077,1000000083,1100000079,DELIVERY_TO_INVOICE,FULL,2024-07-29 05:45:00,2024-07-29 05:45:00
1400000078,1300000078,1000000084,1100000080,DELIVERY_TO_INVOICE,FULL,2025-02-20 18:26:00,2025-02-20 18:26:00
1400000079,1300000079,1000000085,1100000081,DELIVERY_TO_INVOICE,FULL,2025-02-20 18:26:00,2025-02-20 18:26:00
1400000080,1300000080,1000000086,1100000082,DELIVERY_TO_INVOICE,FULL,2025-02-20 18:26:00,2025-02-20 18:26:00
1400000081,1300000081,1000000087,1100000083,DELIVERY_TO_INVOICE,FULL,2024-05-19 02:38:00,2024-05-19 02:38:00
1400000082,1300000082,1000000088,1100000084,DELIVERY_TO_INVOICE,FULL,2024-05-19 02:38:00,2024-05-19 02:38:00
1400000083,1300000083,1000000091,1100000087,DELIVERY_TO_INVOICE,FULL,2025-06-06 20:11:00,2025-06-06 20:11:00
1400000084,1300000084,1000000092,1100000088,DELIVERY_TO_INVOICE,FULL,2025-06-06 20:11:00,2025-06-06 20:11:00
1400000085,1300000085,1000000097,1100000090,DELIVERY_TO_INVOICE,FULL,2024-06-07 14:44:00,2024-06-07 14:44:00
1400000086,1300000086,1000000099,1100000092,DELIVERY_TO_INVOICE,FULL,2025-05-14 16:51:00,2025-05-14 16:51:00
1400000087,1300000087,1000000100,1100000093,DELIVERY_TO_INVOICE,FULL,2024-07-21 17:24:00,2024-07-21 17:24:00
1400000088,1300000088,1000000101,1100000094,DELIVERY_TO_INVOICE,FULL,2024-07-21 17:24:00,2024-07-21 17:24:00
1400000089,1300000089,1000000102,1100000095,DELIVERY_TO_INVOICE,FULL,2026-01-09 00:14:00,2026-01-09 00:14:00
1400000090,1300000090,1000000103,1100000096,DELIVERY_TO_INVOICE,FULL,2025-04-06 12:42:00,2025-04-06 12:42:00
1400000091,1300000091,1000000104,1100000097,DELIVERY_TO_INVOICE,FULL,2025-01-29 09:48:00,2025-01-29 09:48:00
1400000092,1300000092,1000000105,1100000098,DELIVERY_TO_INVOICE,FULL,2024-08-23 16:55:00,2024-08-23 16:55:00
1400000093,1300000093,1000000106,1100000099,DELIVERY_TO_INVOICE,FULL,2025-10-04 17:43:00,2025-10-04 17:43:00
1400000094,1300000094,1000000107,1100000100,DELIVERY_TO_INVOICE,FULL,2025-10-04 17:43:00,2025-10-04 17:43:00
1400000095,1300000095,1000000108,1100000101,DELIVERY_TO_INVOICE,FULL,2025-10-04 17:43:00,2025-10-04 17:43:00
1400000096,1300000096,1000000109,1100000102,DELIVERY_TO_INVOICE,FULL,2025-11-21 11:03:00,2025-11-21 11:03:00
1400000097,1300000097,1000000110,1100000103,DELIVERY_TO_INVOICE,FULL,2025-12-04 23:38:00,2025-12-04 23:38:00
1400000098,1300000098,1000000112,1100000105,DELIVERY_TO_INVOICE,FULL,2025-09-01 15:34:00,2025-09-01 15:34:00
1400000099,1300000099,1000000113,1100000106,DELIVERY_TO_INVOICE,FULL,2026-03-28 20:45:00,2026-03-28 20:45:00
1400000100,1300000100,1000000114,1100000107,DELIVERY_TO_INVOICE,FULL,2026-03-28 20:45:00,2026-03-28 20:45:00
1400000101,1300000101,1000000115,1100000108,DELIVERY_TO_INVOICE,FULL,2026-03-28 20:45:00,2026-03-28 20:45:00
1400000102,1300000102,1000000116,1100000109,DELIVERY_TO_INVOICE,FULL,2025-09-21 09:33:00,2025-09-21 09:33:00
1400000103,1300000103,1000000117,1100000110,DELIVERY_TO_INVOICE,FULL,2025-06-10 22:50:00,2025-06-10 22:50:00
1400000104,1300000104,1000000118,1100000111,DELIVERY_TO_INVOICE,FULL,2025-06-10 22:50:00,2025-06-10 22:50:00
1400000105,1300000105,1000000120,1100000112,DELIVERY_TO_INVOICE,FULL,2024-07-30 20:18:00,2024-07-30 20:18:00
1400000106,1300000106,1000000121,1100000113,DELIVERY_TO_INVOICE,FULL,2024-07-30 20:18:00,2024-07-30 20:18:00
1400000107,1300000107,1000000122,1100000114,DELIVERY_TO_INVOICE,FULL,2024-07-30 20:18:00,2024-07-30 20:18:00
1400000108,1300000108,1000000123,1100000115,DELIVERY_TO_INVOICE,FULL,2024-07-30 20:18:00,2024-07-30 20:18:00
1400000109,1300000109,1000000124,1100000116,DELIVERY_TO_INVOICE,FULL,2025-12-30 05:07:00,2025-12-30 05:07:00
1400000110,1300000110,1000000125,1100000117,DELIVERY_TO_INVOICE,FULL,2025-12-30 05:07:00,2025-12-30 05:07:00
1400000111,1300000111,1000000126,1100000118,DELIVERY_TO_INVOICE,FULL,2025-12-30 05:07:00,2025-12-30 05:07:00
1400000112,1300000112,1000000127,1100000119,DELIVERY_TO_INVOICE,FULL,2025-12-30 05:07:00,2025-12-30 05:07:00
1400000113,1300000113,1000000128,1100000120,DELIVERY_TO_INVOICE,FULL,2025-09-19 11:09:00,2025-09-19 11:09:00
1400000114,1300000114,1000000129,1100000121,DELIVERY_TO_INVOICE,FULL,2025-09-19 11:09:00,2025-09-19 11:09:00
1400000115,1300000115,1000000130,1100000122,DELIVERY_TO_INVOICE,FULL,2025-02-13 07:56:00,2025-02-13 07:56:00
1400000116,1300000116,1000000132,1100000124,DELIVERY_TO_INVOICE,FULL,2025-08-07 22:34:00,2025-08-07 22:34:00
1400000117,1300000117,1000000133,1100000125,DELIVERY_TO_INVOICE,FULL,2025-08-07 22:34:00,2025-08-07 22:34:00
1400000118,1300000118,1000000134,1100000126,DELIVERY_TO_INVOICE,FULL,2026-01-17 23:19:00,2026-01-17 23:19:00
1400000119,1300000119,1000000135,1100000127,DELIVERY_TO_INVOICE,FULL,2024-06-28 06:10:00,2024-06-28 06:10:00
1400000120,1300000120,1000000136,1100000128,DELIVERY_TO_INVOICE,FULL,2024-06-28 06:10:00,2024-06-28 06:10:00
1400000121,1300000121,1000000137,1100000129,DELIVERY_TO_INVOICE,FULL,2024-07-03 19:25:00,2024-07-03 19:25:00
1400000122,1300000122,1000000138,1100000130,DELIVERY_TO_INVOICE,FULL,2025-11-23 06:27:00,2025-11-23 06:27:00
1400000123,1300000123,1000000142,1100000132,DELIVERY_TO_INVOICE,FULL,2025-02-05 10:06:00,2025-02-05 10:06:00
1400000124,1300000124,1000000143,1100000133,DELIVERY_TO_INVOICE,FULL,2025-03-10 14:28:00,2025-03-10 14:28:00
1400000125,1300000125,1000000144,1100000134,DELIVERY_TO_INVOICE,FULL,2026-03-29 14:19:00,2026-03-29 14:19:00
1400000126,1300000126,1000000145,1100000135,DELIVERY_TO_INVOICE,FULL,2026-03-29 14:19:00,2026-03-29 14:19:00
1400000127,1300000127,1000000146,1100000136,DELIVERY_TO_INVOICE,FULL,2026-03-29 14:19:00,2026-03-29 14:19:00
1400000128,1300000128,1000000147,1100000137,DELIVERY_TO_INVOICE,FULL,2026-03-29 14:19:00,2026-03-29 14:19:00
1400000129,1300000129,1000000148,1100000138,DELIVERY_TO_INVOICE,FULL,2025-10-28 23:05:00,2025-10-28 23:05:00
1400000130,1300000130,1000000149,1100000139,DELIVERY_TO_INVOICE,FULL,2025-10-28 23:05:00,2025-10-28 23:05:00
1400000131,1300000131,1000000150,1100000140,DELIVERY_TO_INVOICE,FULL,2026-01-09 21:57:00,2026-01-09 21:57:00
1400000132,1300000132,1000000152,1100000142,DELIVERY_TO_INVOICE,FULL,2024-07-05 21:43:00,2024-07-05 21:43:00
1400000133,1300000133,1000000153,1100000143,DELIVERY_TO_INVOICE,FULL,2025-03-10 22:41:00,2025-03-10 22:41:00
1400000134,1300000134,1000000154,1100000144,DELIVERY_TO_INVOICE,FULL,2025-03-10 22:41:00,2025-03-10 22:41:00
1400000135,1300000135,1000000155,1100000145,DELIVERY_TO_INVOICE,FULL,2025-06-30 10:11:00,2025-06-30 10:11:00
1400000136,1300000136,1000000156,1100000146,DELIVERY_TO_INVOICE,FULL,2025-06-30 10:11:00,2025-06-30 10:11:00
1400000137,1300000137,1000000157,1100000147,DELIVERY_TO_INVOICE,FULL,2025-06-30 10:11:00,2025-06-30 10:11:00
1400000138,1300000138,1000000158,1100000148,DELIVERY_TO_INVOICE,FULL,2025-09-14 14:55:00,2025-09-14 14:55:00
1400000139,1300000139,1000000159,1100000149,DELIVERY_TO_INVOICE,FULL,2025-09-14 14:55:00,2025-09-14 14:55:00
1400000140,1300000140,1000000160,1100000150,DELIVERY_TO_INVOICE,FULL,2025-09-14 14:55:00,2025-09-14 14:55:00
1400000141,1300000141,1000000162,1100000152,DELIVERY_TO_INVOICE,FULL,2024-04-10 00:27:00,2024-04-10 00:27:00
1400000142,1300000142,1000000163,1100000153,DELIVERY_TO_INVOICE,FULL,2024-05-23 09:02:00,2024-05-23 09:02:00
1400000143,1300000143,1000000164,1100000154,DELIVERY_TO_INVOICE,FULL,2026-03-01 18:10:00,2026-03-01 18:10:00
1400000144,1300000144,1000000166,1100000156,DELIVERY_TO_INVOICE,FULL,2024-06-26 12:33:00,2024-06-26 12:33:00
1400000145,1300000145,1000000167,1100000157,DELIVERY_TO_INVOICE,FULL,2025-07-11 07:23:00,2025-07-11 07:23:00
1400000146,1300000146,1000000168,1100000158,DELIVERY_TO_INVOICE,FULL,2025-08-16 19:18:00,2025-08-16 19:18:00
1400000147,1300000147,1000000169,1100000159,DELIVERY_TO_INVOICE,FULL,2025-08-19 19:45:00,2025-08-19 19:45:00
1400000148,1300000148,1000000170,1100000160,DELIVERY_TO_INVOICE,FULL,2025-09-06 21:30:00,2025-09-06 21:30:00
1400000149,1300000149,1000000171,1100000161,DELIVERY_TO_INVOICE,FULL,2025-06-29 04:34:00,2025-06-29 04:34:00
1400000150,1300000150,1000000173,1100000163,DELIVERY_TO_INVOICE,FULL,2025-04-29 05:30:00,2025-04-29 05:30:00
1400000151,1300000151,1000000175,1100000165,DELIVERY_TO_INVOICE,FULL,2025-04-29 05:30:00,2025-04-29 05:30:00
1400000152,1300000152,1000000176,1100000166,DELIVERY_TO_INVOICE,FULL,2025-03-30 13:14:00,2025-03-30 13:14:00
1400000153,1300000153,1000000177,1100000167,DELIVERY_TO_INVOICE,FULL,2024-08-31 01:24:00,2024-08-31 01:24:00
1400000154,1300000154,1000000178,1100000168,DELIVERY_TO_INVOICE,FULL,2024-08-31 01:24:00,2024-08-31 01:24:00
1400000155,1300000155,1000000180,1100000170,DELIVERY_TO_INVOICE,FULL,2025-10-03 19:14:00,2025-10-03 19:14:00
1400000156,1300000156,1000000181,1100000171,DELIVERY_TO_INVOICE,FULL,2024-06-05 00:20:00,2024-06-05 00:20:00
1400000157,1300000157,1000000182,1100000172,DELIVERY_TO_INVOICE,FULL,2025-02-11 22:51:00,2025-02-11 22:51:00
1400000158,1300000158,1000000183,1100000173,DELIVERY_TO_INVOICE,FULL,2025-02-11 22:51:00,2025-02-11 22:51:00
1400000159,1300000159,1000000184,1100000174,DELIVERY_TO_INVOICE,FULL,2025-03-03 09:24:00,2025-03-03 09:24:00
1400000160,1300000160,1000000185,1100000175,DELIVERY_TO_INVOICE,FULL,2025-07-28 12:04:00,2025-07-28 12:04:00
1400000161,1300000161,1000000186,1100000176,DELIVERY_TO_INVOICE,FULL,2025-07-28 12:04:00,2025-07-28 12:04:00
1400000162,1300000162,1000000187,1100000177,DELIVERY_TO_INVOICE,FULL,2024-05-16 23:18:00,2024-05-16 23:18:00
1400000163,1300000163,1000000188,1100000178,DELIVERY_TO_INVOICE,FULL,2024-05-16 23:18:00,2024-05-16 23:18:00
1400000164,1300000164,1000000189,1100000179,DELIVERY_TO_INVOICE,FULL,2025-05-08 09:44:00,2025-05-08 09:44:00
1400000165,1300000165,1000000190,1100000180,DELIVERY_TO_INVOICE,FULL,2025-05-08 09:44:00,2025-05-08 09:44:00
1400000166,1300000166,1000000192,1100000182,DELIVERY_TO_INVOICE,FULL,2025-05-08 09:44:00,2025-05-08 09:44:00
1400000167,1300000167,1000000193,1100000183,DELIVERY_TO_INVOICE,FULL,2025-01-23 03:30:00,2025-01-23 03:30:00
1400000168,1300000168,1000000194,1100000184,DELIVERY_TO_INVOICE,FULL,2025-02-13 22:40:00,2025-02-13 22:40:00
1400000169,1300000169,1000000195,1100000185,DELIVERY_TO_INVOICE,FULL,2025-02-13 22:40:00,2025-02-13 22:40:00
1400000170,1300000170,1000000196,1100000186,DELIVERY_TO_INVOICE,FULL,2026-03-05 06:15:00,2026-03-05 06:15:00
1400000171,1300000171,1000000197,1100000187,DELIVERY_TO_INVOICE,FULL,2026-03-05 06:15:00,2026-03-05 06:15:00
1400000172,1300000172,1000000198,1100000188,DELIVERY_TO_INVOICE,FULL,2026-03-05 06:15:00,2026-03-05 06:15:00
1400000173,1300000173,1000000199,1100000189,DELIVERY_TO_INVOICE,FULL,2024-04-14 12:00:00,2024-04-14 12:00:00
1400000174,1300000174,1000000201,1100000191,DELIVERY_TO_INVOICE,FULL,2024-04-14 12:00:00,2024-04-14 12:00:00
1400000175,1300000175,1000000202,1100000192,DELIVERY_TO_INVOICE,FULL,2024-04-14 12:00:00,2024-04-14 12:00:00
1400000176,1300000176,1000000203,1100000193,DELIVERY_TO_INVOICE,FULL,2024-04-14 12:00:00,2024-04-14 12:00:00
1400000177,1300000177,1000000204,1100000194,DELIVERY_TO_INVOICE,FULL,2024-08-14 23:22:00,2024-08-14 23:22:00
1400000178,1300000178,1000000207,1100000195,DELIVERY_TO_INVOICE,FULL,2025-09-05 18:46:00,2025-09-05 18:46:00
1400000179,1300000179,1000000208,1100000196,DELIVERY_TO_INVOICE,FULL,2025-09-05 18:46:00,2025-09-05 18:46:00
1400000180,1300000180,1000000209,1100000197,DELIVERY_TO_INVOICE,FULL,2025-09-05 18:46:00,2025-09-05 18:46:00
1400000181,1300000181,1000000210,1100000198,DELIVERY_TO_INVOICE,FULL,2025-09-05 18:46:00,2025-09-05 18:46:00
1400000182,1300000182,1000000211,1100000199,DELIVERY_TO_INVOICE,FULL,2025-05-01 06:35:00,2025-05-01 06:35:00
1400000183,1300000183,1000000212,1100000200,DELIVERY_TO_INVOICE,FULL,2025-01-17 23:45:00,2025-01-17 23:45:00
1400000184,1300000184,1000000213,1100000201,DELIVERY_TO_INVOICE,FULL,2026-01-21 11:43:00,2026-01-21 11:43:00
1400000185,1300000185,1000000214,1100000202,DELIVERY_TO_INVOICE,FULL,2025-06-04 00:26:00,2025-06-04 00:26:00
1400000186,1300000186,1000000215,1100000203,DELIVERY_TO_INVOICE,FULL,2024-04-09 20:21:00,2024-04-09 20:21:00
1400000187,1300000187,1000000216,1100000204,DELIVERY_TO_INVOICE,FULL,2024-11-27 05:39:00,2024-11-27 05:39:00
1400000188,1300000188,1000000217,1100000205,DELIVERY_TO_INVOICE,FULL,2024-11-27 05:39:00,2024-11-27 05:39:00
1400000189,1300000189,1000000218,1100000206,DELIVERY_TO_INVOICE,FULL,2024-11-27 05:39:00,2024-11-27 05:39:00
1400000190,1300000190,1000000219,1100000207,DELIVERY_TO_INVOICE,FULL,2024-11-27 05:39:00,2024-11-27 05:39:00
1400000191,1300000191,1000000220,1100000208,DELIVERY_TO_INVOICE,FULL,2026-02-07 03:59:00,2026-02-07 03:59:00
1400000192,1300000192,1000000222,1100000209,DELIVERY_TO_INVOICE,FULL,2024-08-22 23:04:00,2024-08-22 23:04:00
1400000193,1300000193,1000000223,1100000210,DELIVERY_TO_INVOICE,FULL,2025-10-11 10:11:00,2025-10-11 10:11:00
1400000194,1300000194,1000000224,1100000211,DELIVERY_TO_INVOICE,FULL,2025-05-09 15:18:00,2025-05-09 15:18:00
1400000195,1300000195,1000000226,1100000213,DELIVERY_TO_INVOICE,FULL,2025-05-09 15:18:00,2025-05-09 15:18:00
1400000196,1300000196,1000000232,1100000215,DELIVERY_TO_INVOICE,FULL,2024-12-04 20:39:00,2024-12-04 20:39:00
1400000197,1300000197,1000000233,1100000216,DELIVERY_TO_INVOICE,FULL,2024-12-04 20:39:00,2024-12-04 20:39:00
1400000198,1300000198,1000000234,1100000217,DELIVERY_TO_INVOICE,FULL,2024-12-04 20:39:00,2024-12-04 20:39:00
1400000199,1300000199,1000000236,1100000219,DELIVERY_TO_INVOICE,FULL,2025-02-23 02:53:00,2025-02-23 02:53:00
1400000200,1300000200,1000000237,1100000220,DELIVERY_TO_INVOICE,FULL,2025-08-14 00:14:00,2025-08-14 00:14:00
1400000201,1300000201,1000000239,1100000221,DELIVERY_TO_INVOICE,FULL,2024-08-05 19:59:00,2024-08-05 19:59:00
1400000202,1300000202,1000000245,1100000222,DELIVERY_TO_INVOICE,FULL,2024-06-09 10:40:00,2024-06-09 10:40:00
1400000203,1300000203,1000000246,1100000223,DELIVERY_TO_INVOICE,FULL,2024-06-09 10:40:00,2024-06-09 10:40:00
1400000204,1300000204,1000000247,1100000224,DELIVERY_TO_INVOICE,FULL,2024-06-09 10:40:00,2024-06-09 10:40:00
1400000205,1300000205,1000000248,1100000225,DELIVERY_TO_INVOICE,FULL,2025-06-15 14:41:00,2025-06-15 14:41:00
1400000206,1300000206,1000000249,1100000226,DELIVERY_TO_INVOICE,FULL,2025-11-26 15:10:00,2025-11-26 15:10:00
1400000207,1300000207,1000000251,1100000228,DELIVERY_TO_INVOICE,FULL,2025-11-26 15:10:00,2025-11-26 15:10:00
1400000208,1300000208,1000000252,1100000229,DELIVERY_TO_INVOICE,FULL,2025-01-30 23:24:00,2025-01-30 23:24:00
1400000209,1300000209,1000000254,1100000231,DELIVERY_TO_INVOICE,FULL,2025-03-01 23:46:00,2025-03-01 23:46:00
1400000210,1300000210,1000000257,1100000234,DELIVERY_TO_INVOICE,FULL,2025-08-15 03:30:00,2025-08-15 03:30:00
