receivable_application_id,cash_receipt_id,applied_customer_trx_id,amount_applied,apply_date,application_type,status,created_date,last_update_date
1700000118,1600000118,1200000118,23834.17,2026-03-16 23:19:00,CASH,APPLIED,2026-01-17 23:19:00,2026-01-17 23:19:00
1700000119,1600000119,1200000119,32008.61,2024-08-29 06:10:00,CASH,APPLIED,2024-06-28 06:10:00,2024-06-28 06:10:00
1700000120,1600000120,1200000120,5057.98,2024-10-18 06:10:00,CASH,APPLIED,2024-06-28 06:10:00,2024-06-28 06:10:00
1700000121,1600000121,1200000121,30853.34,2024-08-29 19:25:00,CASH,APPLIED,2024-07-03 19:25:00,2024-07-03 19:25:00
1700000122,1600000122,1200000122,4499.28,2026-02-25 06:27:00,CASH,APPLIED,2025-11-23 06:27:00,2025-11-23 06:27:00
1700000123,1600000123,1200000123,15586.16,2025-04-17 10:06:00,CASH,APPLIED,2025-02-05 10:06:00,2025-02-05 10:06:00
1700000124,1600000124,1200000124,28974.74,2025-07-01 14:28:00,CASH,APPLIED,2025-03-10 14:28:00,2025-03-10 14:28:00
1700000125,1600000125,1200000125,20580.59,2026-08-10 14:19:00,CASH,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1700000126,1600000126,1200000126,24118.81,2026-06-23 14:19:00,CASH,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1700000127,1600000127,1200000127,34977.73,2026-05-30 14:19:00,CASH,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1700000128,1600000128,1200000128,40974.09,2026-06-11 14:19:00,CASH,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1700000129,1600000129,1200000129,24588.31,2025-12-18 23:05:00,CASH,APPLIED,2025-10-28 23:05:00,2025-10-28 23:05:00
1700000130,1600000130,1200000130,10621.36,2026-01-03 23:05:00,CASH,APPLIED,2025-10-28 23:05:00,2025-10-28 23:05:00
1700000131,1600000131,1200000131,65945.16,2026-02-09 21:57:00,CASH,APPLIED,2026-01-09 21:57:00,2026-01-09 21:57:00
1700000132,1600000132,1200000132,97207.45,2024-11-07 21:43:00,CASH,APPLIED,2024-07-05 21:43:00,2024-07-05 21:43:00
1700000133,1600000133,1200000133,103473.96,2025-07-19 22:41:00,CASH,APPLIED,2025-03-10 22:41:00,2025-03-10 22:41:00
1700000134,1600000134,1200000134,163345.58,2025-05-08 22:41:00,CASH,APPLIED,2025-03-10 22:41:00,2025-03-10 22:41:00
1700000135,1600000135,1200000135,47365.99,2025-07-20 10:11:00,CASH,APPLIED,2025-06-30 10:11:00,2025-06-30 10:11:00
1700000136,1600000136,1200000136,53299.07,2025-08-04 10:11:00,CASH,APPLIED,2025-06-30 10:11:00,2025-06-30 10:11:00
1700000137,1600000137,1200000137,181976.43,2025-09-12 10:11:00,CASH,APPLIED,2025-06-30 10:11:00,2025-06-30 10:11:00
1700000138,1600000138,1200000138,20230.2,2025-12-07 14:55:00,CASH,APPLIED,2025-09-14 14:55:00,2025-09-14 14:55:00
1700000139,1600000139,1200000139,1275.71,2025-11-12 14:55:00,CASH,APPLIED,2025-09-14 14:55:00,2025-09-14 14:55:00
1700000140,1600000140,1200000140,13806.38,2025-10-13 14:55:00,CASH,APPLIED,2025-09-14 14:55:00,2025-09-14 14:55:00
1700000141,1600000141,1200000141,42643.06,2024-04-26 00:27:00,CASH,APPLIED,2024-04-10 00:27:00,2024-04-10 00:27:00
1700000142,1600000142,1200000142,27685.98,2024-08-01 09:02:00,CASH,APPLIED,2024-05-23 09:02:00,2024-05-23 09:02:00
1700000143,1600000143,1200000143,162925.35,2026-03-22 18:10:00,CASH,APPLIED,2026-03-01 18:10:00,2026-03-01 18:10:00
1700000144,1600000144,1200000144,13344.97,2024-07-15 12:33:00,CASH,APPLIED,2024-06-26 12:33:00,2024-06-26 12:33:00
1700000145,1600000145,1200000145,15944.87,2025-11-04 07:23:00,CASH,APPLIED,2025-07-11 07:23:00,2025-07-11 07:23:00
1700000146,1600000146,1200000146,12019.47,2025-12-08 19:18:00,CASH,APPLIED,2025-08-16 19:18:00,2025-08-16 19:18:00
1700000147,1600000147,1200000147,50041.26,2025-09-18 19:45:00,CASH,APPLIED,2025-08-19 19:45:00,2025-08-19 19:45:00
1700000148,1600000148,1200000148,15679.77,2025-11-18 21:30:00,CASH,APPLIED,2025-09-06 21:30:00,2025-09-06 21:30:00
1700000149,1600000149,1200000149,42819.48,2025-08-04 04:34:00,CASH,APPLIED,2025-06-29 04:34:00,2025-06-29 04:34:00
1700000150,1600000150,1200000150,11220.7,2025-06-26 05:30:00,CASH,APPLIED,2025-04-29 05:30:00,2025-04-29 05:30:00
1700000151,1600000151,1200000151,33710.01,2025-05-16 05:30:00,CASH,APPLIED,2025-04-29 05:30:00,2025-04-29 05:30:00
1700000152,1600000152,1200000152,4507.41,2025-04-19 13:14:00,CASH,APPLIED,2025-03-30 13:14:00,2025-03-30 13:14:00
1700000153,1600000153,1200000153,3898.0,2024-10-23 01:24:00,CASH,APPLIED,2024-08-31 01:24:00,2024-08-31 01:24:00
1700000154,1600000154,1200000154,5761.46,2025-01-08 01:24:00,CASH,APPLIED,2024-08-31 01:24:00,2024-08-31 01:24:00
1700000155,1600000155,1200000155,65490.36,2025-10-27 19:14:00,CASH,APPLIED,2025-10-03 19:14:00,2025-10-03 19:14:00
1700000156,1600000156,1200000156,42654.68,2024-08-20 00:20:00,CASH,APPLIED,2024-06-05 00:20:00,2024-06-05 00:20:00
1700000157,1600000157,1200000157,14984.93,2025-05-23 22:51:00,CASH,APPLIED,2025-02-11 22:51:00,2025-02-11 22:51:00
1700000158,1600000158,1200000158,25381.47,2025-03-04 22:51:00,CASH,APPLIED,2025-02-11 22:51:00,2025-02-11 22:51:00
1700000159,1600000159,1200000159,27717.84,2025-04-10 09:24:00,CASH,APPLIED,2025-03-03 09:24:00,2025-03-03 09:24:00
1700000160,1600000160,1200000160,3711.53,2025-09-23 12:04:00,CASH,APPLIED,2025-07-28 12:04:00,2025-07-28 12:04:00
1700000161,1600000161,1200000161,18826.58,2025-11-09 12:04:00,CASH,APPLIED,2025-07-28 12:04:00,2025-07-28 12:04:00
1700000162,1600000162,1200000162,128631.9,2024-08-17 23:18:00,CASH,APPLIED,2024-05-16 23:18:00,2024-05-16 23:18:00
1700000163,1600000163,1200000163,11849.99,2024-09-14 23:18:00,CASH,APPLIED,2024-05-16 23:18:00,2024-05-16 23:18:00
1700000164,1600000164,1200000164,31829.61,2025-07-06 09:44:00,CASH,APPLIED,2025-05-08 09:44:00,2025-05-08 09:44:00
1700000165,1600000165,1200000165,5694.62,2025-07-09 09:44:00,CASH,APPLIED,2025-05-08 09:44:00,2025-05-08 09:44:00
1700000166,1600000166,1200000166,17280.64,2025-08-10 09:44:00,CASH,APPLIED,2025-05-08 09:44:00,2025-05-08 09:44:00
1700000167,1600000167,1200000167,2625.54,2025-02-15 03:30:00,CASH,APPLIED,2025-01-23 03:30:00,2025-01-23 03:30:00
1700000168,1600000168,1200000168,122656.61,2025-04-09 22:40:00,CASH,APPLIED,2025-02-13 22:40:00,2025-02-13 22:40:00
1700000169,1600000169,1200000169,10490.4,2025-03-21 22:40:00,CASH,APPLIED,2025-02-13 22:40:00,2025-02-13 22:40:00
1700000170,1600000170,1200000170,28901.5,2026-06-03 06:15:00,CASH,APPLIED,2026-03-05 06:15:00,2026-03-05 06:15:00
1700000171,1600000171,1200000171,6393.52,2026-05-17 06:15:00,CASH,APPLIED,2026-03-05 06:15:00,2026-03-05 06:15:00
1700000172,1600000172,1200000172,6442.37,2026-04-23 06:15:00,CASH,APPLIED,2026-03-05 06:15:00,2026-03-05 06:15:00
1700000173,1600000173,1200000173,53604.98,2024-06-16 12:00:00,CASH,APPLIED,2024-04-14 12:00:00,2024-04-14 12:00:00
1700000174,1600000174,1200000174,10663.86,2024-05-25 12:00:00,CASH,APPLIED,2024-04-14 12:00:00,2024-04-14 12:00:00
1700000175,1600000175,1200000175,18720.61,2024-06-30 12:00:00,CASH,APPLIED,2024-04-14 12:00:00,2024-04-14 12:00:00
1700000176,1600000176,1200000176,119700.46,2024-07-24 12:00:00,CASH,APPLIED,2024-04-14 12:00:00,2024-04-14 12:00:00
1700000177,1600000177,1200000177,1563.56,2024-12-06 23:22:00,CASH,APPLIED,2024-08-14 23:22:00,2024-08-14 23:22:00
1700000178,1600000178,1200000178,23457.73,2025-09-30 18:46:00,CASH,APPLIED,2025-09-05 18:46:00,2025-09-05 18:46:00
1700000179,1600000179,1200000179,2320.43,2025-09-25 18:46:00,CASH,APPLIED,2025-09-05 18:46:00,2025-09-05 18:46:00
1700000180,1600000180,1200000180,30013.54,2025-11-10 18:46:00,CASH,APPLIED,2025-09-05 18:46:00,2025-09-05 18:46:00
1700000181,1600000181,1200000181,6355.54,2026-01-07 18:46:00,CASH,APPLIED,2025-09-05 18:46:00,2025-09-05 18:46:00
1700000182,1600000182,1200000182,5011.39,2025-06-29 06:35:00,CASH,APPLIED,2025-05-01 06:35:00,2025-05-01 06:35:00
1700000183,1600000183,1200000183,78.02,2025-03-09 23:45:00,CASH,APPLIED,2025-01-17 23:45:00,2025-01-17 23:45:00
1700000184,1600000184,1200000184,21381.42,2026-04-10 11:43:00,CASH,APPLIED,2026-01-21 11:43:00,2026-01-21 11:43:00
1700000185,1600000185,1200000185,58789.38,2025-09-06 00:26:00,CASH,APPLIED,2025-06-04 00:26:00,2025-06-04 00:26:00
1700000186,1600000186,1200000186,1361.81,2024-07-06 20:21:00,CASH,APPLIED,2024-04-09 20:21:00,2024-04-09 20:21:00
1700000187,1600000187,1200000187,40702.7,2025-03-08 05:39:00,CASH,APPLIED,2024-11-27 05:39:00,2024-11-27 05:39:00
1700000188,1600000188,1200000188,20438.75,2025-02-14 05:39:00,CASH,APPLIED,2024-11-27 05:39:00,2024-11-27 05:39:00
1700000189,1600000189,1200000189,65752.79,2025-02-23 05:39:00,CASH,APPLIED,2024-11-27 05:39:00,2024-11-27 05:39:00
1700000190,1600000190,1200000190,87249.18,2025-02-14 05:39:00,CASH,APPLIED,2024-11-27 05:39:00,2024-11-27 05:39:00
1700000191,1600000191,1200000191,12521.84,2026-05-31 03:59:00,CASH,APPLIED,2026-02-07 03:59:00,2026-02-07 03:59:00
1700000192,1600000192,1200000192,110339.87,2024-11-27 23:04:00,CASH,APPLIED,2024-08-22 23:04:00,2024-08-22 23:04:00
1700000193,1600000193,1200000193,9451.52,2026-02-21 10:11:00,CASH,APPLIED,2025-10-11 10:11:00,2025-10-11 10:11:00
1700000194,1600000194,1200000194,11804.68,2025-06-19 15:18:00,CASH,APPLIED,2025-05-09 15:18:00,2025-05-09 15:18:00
1700000195,1600000195,1200000195,64221.74,2025-09-10 15:18:00,CASH,APPLIED,2025-05-09 15:18:00,2025-05-09 15:18:00
1700000196,1600000196,1200000196,90480.74,2025-02-18 20:39:00,CASH,APPLIED,2024-12-04 20:39:00,2024-12-04 20:39:00
1700000197,1600000197,1200000197,1206.6,2024-12-22 20:39:00,CASH,APPLIED,2024-12-04 20:39:00,2024-12-04 20:39:00
1700000198,1600000198,1200000198,54614.52,2025-01-28 20:39:00,CASH,APPLIED,2024-12-04 20:39:00,2024-12-04 20:39:00
1700000199,1600000199,1200000199,50962.8,2025-04-17 02:53:00,CASH,APPLIED,2025-02-23 02:53:00,2025-02-23 02:53:00
1700000200,1600000200,1200000200,123516.24,2025-09-03 00:14:00,CASH,APPLIED,2025-08-14 00:14:00,2025-08-14 00:14:00
1700000201,1600000201,1200000201,5403.21,2024-08-22 19:59:00,CASH,APPLIED,2024-08-05 19:59:00,2024-08-05 19:59:00
