customer_trx_id,trx_number,trx_date,sold_to_customer_id,cust_trx_type,trx_amount,tax_amount,status
1200000083,INV20250625000083,2025-06-25 20:11:00,300000728,INVOICE,68147.79,7840.01,CLOSED
1200000084,INV20250622000084,2025-06-22 20:11:00,300000728,INVOICE,15320.47,1762.53,OPEN
1200000085,INV20240623000085,2024-06-23 14:44:00,300000371,INVOICE,42408.62,4878.87,CLOSED
1200000086,INV20250522000086,2025-05-22 16:51:00,300000531,INVOICE,45932.61,5284.28,OPEN
1200000087,INV20240811000087,2024-08-11 17:24:00,300000940,INVOICE,141863.62,16320.59,OPEN
1200000088,INV20240810000088,2024-08-10 17:24:00,300000940,INVOICE,3886.53,447.12,OPEN
1200000089,INV20260116000089,2026-01-16 00:14:00,300000193,INVOICE,38083.11,4381.24,CLOSED
1200000090,INV20250421000090,2025-04-21 12:42:00,300000694,INVOICE,176867.49,20347.59,CLOSED
1200000091,INV20250210000091,2025-02-10 09:48:00,300000111,INVOICE,150026.60,17259.70,OPEN
1200000092,INV20240911000092,2024-09-11 16:55:00,300000435,INVOICE,126064.89,14503.04,CLOSED
1200000093,INV20251013000093,2025-10-13 17:43:00,300000971,INVOICE,5539.78,637.32,OPEN
1200000094,INV20251026000094,2025-10-26 17:43:00,300000971,INVOICE,66698.57,7673.29,OPEN
1200000095,INV20251018000095,2025-10-18 17:43:00,300000971,INVOICE,35561.73,4091.17,OPEN
1200000096,INV20251126000096,2025-11-26 11:03:00,300000620,INVOICE,90406.22,10400.72,CLOSED
1200000097,INV20251211000097,2025-12-11 23:38:00,300000496,INVOICE,6861.10,789.33,OPEN
1200000098,INV20250909000098,2025-09-09 15:34:00,300000808,INVOICE,90009.78,10355.11,CLOSED
1200000099,INV20260407000099,2026-04-07 20:45:00,300000153,INVOICE,98461.37,11327.41,OPEN
1200000100,INV20260414000100,2026-04-14 20:45:00,300000153,INVOICE,39209.33,4510.81,OPEN
1200000101,INV20260412000101,2026-04-12 20:45:00,300000153,INVOICE,1988.22,228.73,CLOSED
1200000102,INV20251006000102,2025-10-06 09:33:00,300000615,INVOICE,17821.07,2050.21,OPEN
1200000103,INV20250617000103,2025-06-17 22:50:00,300000490,INVOICE,46538.71,5354.01,CLOSED
1200000104,INV20250625000104,2025-06-25 22:50:00,300000490,INVOICE,24478.30,2816.09,CLOSED
1200000105,INV20240805000105,2024-08-05 20:18:00,300000799,INVOICE,40167.18,4621.00,OPEN
1200000106,INV20240808000106,2024-08-08 20:18:00,300000799,INVOICE,10875.12,1251.12,OPEN
1200000107,INV20240817000107,2024-08-17 20:18:00,300000799,INVOICE,7618.43,876.46,OPEN
1200000108,INV20240812000108,2024-08-12 20:18:00,300000799,INVOICE,113111.36,13012.81,CLOSED
1200000109,INV20260119000109,2026-01-19 05:07:00,300000073,INVOICE,133686.65,15379.88,CLOSED
1200000110,INV20260115000110,2026-01-15 05:07:00,300000073,INVOICE,113320.15,13036.83,OPEN
1200000111,INV20260115000111,2026-01-15 05:07:00,300000073,INVOICE,35525.75,4087.03,CLOSED
1200000112,INV20260113000112,2026-01-13 05:07:00,300000073,INVOICE,164777.61,18956.72,CLOSED
1200000113,INV20251009000113,2025-10-09 11:09:00,300000187,INVOICE,34185.84,3932.88,CLOSED
1200000114,INV20251006000114,2025-10-06 11:09:00,300000187,INVOICE,17266.00,1986.35,OPEN
1200000115,INV20250307000115,2025-03-07 07:56:00,300000429,INVOICE,92414.84,10631.80,CLOSED
1200000116,INV20250822000116,2025-08-22 22:34:00,300000811,INVOICE,92417.97,10632.16,OPEN
1200000117,INV20250822000117,2025-08-22 22:34:00,300000811,INVOICE,67883.72,7809.63,OPEN
1200000118,INV20260211000118,2026-02-11 23:19:00,300000842,INVOICE,29206.52,3360.04,OPEN
1200000119,INV20240711000119,2024-07-11 06:10:00,300000067,INVOICE,135526.27,15591.52,OPEN
1200000120,INV20240716000120,2024-07-16 06:10:00,300000067,INVOICE,5057.98,581.89,OPEN
1200000121,INV20240717000121,2024-07-17 19:25:00,300000393,INVOICE,64721.64,7445.85,OPEN
1200000122,INV20251204000122,2025-12-04 06:27:00,300000469,INVOICE,34089.91,3921.85,OPEN
1200000123,INV20250213000123,2025-02-13 10:06:00,300000801,INVOICE,134553.60,15479.62,OPEN
1200000124,INV20250319000124,2025-03-19 14:28:00,300000177,INVOICE,28974.74,3333.38,CLOSED
1200000125,INV20260411000125,2026-04-11 14:19:00,300000214,INVOICE,37372.48,4299.49,CLOSED
1200000126,INV20260420000126,2026-04-20 14:19:00,300000214,INVOICE,36459.10,4194.41,CLOSED
1200000127,INV20260414000127,2026-04-14 14:19:00,300000214,INVOICE,34977.73,4023.99,CLOSED
1200000128,INV20260411000128,2026-04-11 14:19:00,300000214,INVOICE,40974.09,4713.83,CLOSED
1200000129,INV20251116000129,2025-11-16 23:05:00,300000272,INVOICE,47321.60,5444.08,CLOSED
1200000130,INV20251104000130,2025-11-04 23:05:00,300000272,INVOICE,12252.64,1409.60,OPEN
1200000131,INV20260128000131,2026-01-28 21:57:00,300000585,INVOICE,127441.39,14661.40,CLOSED
1200000132,INV20240717000132,2024-07-17 21:43:00,300000658,INVOICE,97207.45,11183.16,CLOSED
1200000133,INV20250322000133,2025-03-22 22:41:00,300000398,INVOICE,103473.96,11904.08,CLOSED
1200000134,INV20250323000134,2025-03-23 22:41:00,300000398,INVOICE,163345.58,18791.97,OPEN
1200000135,INV20250714000135,2025-07-14 10:11:00,300000201,INVOICE,185624.59,21355.04,OPEN
1200000136,INV20250714000136,2025-07-14 10:11:00,300000201,INVOICE,53299.07,6131.75,OPEN
1200000137,INV20250708000137,2025-07-08 10:11:00,300000201,INVOICE,181976.43,20935.34,OPEN
1200000138,INV20250926000138,2025-09-26 14:55:00,300000484,INVOICE,20230.20,2327.37,CLOSED
1200000139,INV20251003000139,2025-10-03 14:55:00,300000484,INVOICE,1275.71,146.76,OPEN
1200000140,INV20251005000140,2025-10-05 14:55:00,300000484,INVOICE,16918.65,1946.39,CLOSED
1200000141,INV20240422000141,2024-04-22 00:27:00,300000910,INVOICE,56265.54,6473.03,OPEN
1200000142,INV20240613000142,2024-06-13 09:02:00,300000661,INVOICE,27685.98,3185.11,CLOSED
1200000143,INV20260309000143,2026-03-09 18:10:00,300000566,INVOICE,162925.35,18743.62,CLOSED
1200000144,INV20240712000144,2024-07-12 12:33:00,300000338,INVOICE,13344.97,1535.26,OPEN
1200000145,INV20250722000145,2025-07-22 07:23:00,300000125,INVOICE,49158.59,5655.41,CLOSED
1200000146,INV20250901000146,2025-09-01 19:18:00,300000747,INVOICE,134994.32,15530.32,OPEN
1200000147,INV20250907000147,2025-09-07 19:45:00,300000540,INVOICE,50041.26,5756.96,CLOSED
1200000148,INV20250924000148,2025-09-24 21:30:00,300000652,INVOICE,45705.20,5258.12,OPEN
1200000149,INV20250710000149,2025-07-10 04:34:00,300000230,INVOICE,78770.53,9062.10,OPEN
1200000150,INV20250514000150,2025-05-14 05:30:00,300000088,INVOICE,13097.13,1506.75,OPEN
1200000151,INV20250510000151,2025-05-10 05:30:00,300000088,INVOICE,58932.32,6779.82,OPEN
1200000152,INV20250408000152,2025-04-08 13:14:00,300000088,INVOICE,29483.81,3391.94,OPEN
1200000153,INV20240914000153,2024-09-14 01:24:00,300000916,INVOICE,6784.80,780.55,OPEN
1200000154,INV20240919000154,2024-09-19 01:24:00,300000916,INVOICE,5761.46,662.82,CLOSED
1200000155,INV20251013000155,2025-10-13 19:14:00,300000578,INVOICE,65490.36,7534.29,CLOSED
1200000156,INV20240616000156,2024-06-16 00:20:00,300000277,INVOICE,74300.01,8547.79,CLOSED
1200000157,INV20250220000157,2025-02-20 22:51:00,300000419,INVOICE,23234.65,2673.01,OPEN
1200000158,INV20250218000158,2025-02-18 22:51:00,300000419,INVOICE,29355.72,3377.21,OPEN
1200000159,INV20250315000159,2025-03-15 09:24:00,300000037,INVOICE,27717.84,3188.78,OPEN
1200000160,INV20250813000160,2025-08-13 12:04:00,300000499,INVOICE,53476.96,6152.22,CLOSED
1200000161,INV20250810000161,2025-08-10 12:04:00,300000499,INVOICE,21396.57,2461.55,CLOSED
1200000162,INV20240528000162,2024-05-28 23:18:00,300000997,INVOICE,128631.90,14798.36,OPEN
1200000163,INV20240526000163,2024-05-26 23:18:00,300000997,INVOICE,69302.55,7972.86,OPEN
1200000164,INV20250525000164,2025-05-25 09:44:00,300000777,INVOICE,31829.61,3661.81,OPEN
1200000165,INV20250519000165,2025-05-19 09:44:00,300000777,INVOICE,52055.47,5988.68,OPEN
1200000166,INV20250524000166,2025-05-24 09:44:00,300000777,INVOICE,17280.64,1988.04,CLOSED
1200000167,INV20250201000167,2025-02-01 03:30:00,300000495,INVOICE,5476.05,629.99,CLOSED
1200000168,INV20250225000168,2025-02-25 22:40:00,300000086,INVOICE,165224.44,19008.12,OPEN
1200000169,INV20250306000169,2025-03-06 22:40:00,300000086,INVOICE,13562.88,1560.33,CLOSED
1200000170,INV20260321000170,2026-03-21 06:15:00,300000753,INVOICE,28901.50,3324.95,OPEN
1200000171,INV20260319000171,2026-03-19 06:15:00,300000753,INVOICE,51598.32,5936.09,CLOSED
1200000172,INV20260315000172,2026-03-15 06:15:00,300000753,INVOICE,67056.69,7714.49,CLOSED
1200000173,INV20240502000173,2024-05-02 12:00:00,300000260,INVOICE,129876.27,14941.52,OPEN
1200000174,INV20240509000174,2024-05-09 12:00:00,300000260,INVOICE,20204.39,2324.40,CLOSED
1200000175,INV20240501000175,2024-05-01 12:00:00,300000260,INVOICE,18720.61,2153.70,CLOSED
1200000176,INV20240427000176,2024-04-27 12:00:00,300000260,INVOICE,119700.46,13770.85,CLOSED
1200000177,INV20240831000177,2024-08-31 23:22:00,300000209,INVOICE,3267.96,375.96,CLOSED
1200000178,INV20250916000178,2025-09-16 18:46:00,300000295,INVOICE,39529.63,4547.66,CLOSED
1200000179,INV20250924000179,2025-09-24 18:46:00,300000295,INVOICE,5478.74,630.30,CLOSED
1200000180,INV20250913000180,2025-09-13 18:46:00,300000295,INVOICE,92006.09,10584.77,CLOSED
1200000181,INV20250913000181,2025-09-13 18:46:00,300000295,INVOICE,6355.54,731.17,CLOSED
1200000182,INV20250509000182,2025-05-09 06:35:00,300000993,INVOICE,16697.94,1921.00,OPEN
1200000183,INV20250129000183,2025-01-29 23:45:00,300000118,INVOICE,169.67,19.52,OPEN
1200000184,INV20260131000184,2026-01-31 11:43:00,300000279,INVOICE,21381.42,2459.81,CLOSED
1200000185,INV20250613000185,2025-06-13 00:26:00,300000350,INVOICE,58789.38,6763.38,OPEN
1200000186,INV20240423000186,2024-04-23 20:21:00,300000513,INVOICE,8971.50,1032.12,CLOSED
1200000187,INV20241207000187,2024-12-07 05:39:00,300000203,INVOICE,127669.78,14687.67,OPEN
1200000188,INV20241216000188,2024-12-16 05:39:00,300000203,INVOICE,60179.88,6923.35,CLOSED
1200000189,INV20241218000189,2024-12-18 05:39:00,300000203,INVOICE,65752.79,7564.48,CLOSED
1200000190,INV20241215000190,2024-12-15 05:39:00,300000203,INVOICE,110838.34,12751.31,OPEN
1200000191,INV20260213000191,2026-02-13 03:59:00,300000429,INVOICE,19018.21,2187.94,OPEN
1200000192,INV20240911000192,2024-09-11 23:04:00,300000432,INVOICE,163291.50,18785.75,OPEN
1200000193,INV20251105000193,2025-11-05 10:11:00,300000173,INVOICE,20546.84,2363.80,OPEN
1200000194,INV20250520000194,2025-05-20 15:18:00,300000333,INVOICE,11804.68,1358.06,OPEN
1200000195,INV20250515000195,2025-05-15 15:18:00,300000333,INVOICE,64221.74,7388.34,CLOSED
1200000196,INV20241222000196,2024-12-22 20:39:00,300000632,INVOICE,173342.80,19942.09,CLOSED
1200000197,INV20241211000197,2024-12-11 20:39:00,300000632,INVOICE,1206.60,138.81,OPEN
1200000198,INV20241223000198,2024-12-23 20:39:00,300000632,INVOICE,76535.05,8804.92,OPEN
1200000199,INV20250311000199,2025-03-11 02:53:00,300000918,INVOICE,87344.99,10048.54,OPEN
1200000200,INV20250825000200,2025-08-25 00:14:00,300000529,INVOICE,123516.24,14209.83,CLOSED
1200000201,INV20240820000201,2024-08-20 19:59:00,300000215,INVOICE,18376.25,2114.08,CLOSED
1200000202,INV20240617000202,2024-06-17 10:40:00,300000985,INVOICE,92360.35,10625.53,OPEN
1200000203,INV20240615000203,2024-06-15 10:40:00,300000985,INVOICE,19601.38,2255.03,CLOSED
1200000204,INV20240622000204,2024-06-22 10:40:00,300000985,INVOICE,33342.35,3835.85,CLOSED
1200000205,INV20250628000205,2025-06-28 14:41:00,300000830,INVOICE,20791.54,2391.95,OPEN
1200000206,INV20251130000206,2025-11-30 15:10:00,300000832,INVOICE,38590.13,4439.57,OPEN
1200000207,INV20251215000207,2025-12-15 15:10:00,300000832,INVOICE,147253.76,16940.70,OPEN
1200000208,INV20250210000208,2025-02-10 23:24:00,300000370,INVOICE,9046.95,1040.80,CLOSED
1200000209,INV20250319000209,2025-03-19 23:46:00,300000854,INVOICE,4592.82,528.38,CLOSED
1200000210,INV20250902000210,2025-09-02 03:30:00,300000498,INVOICE,151261.74,17401.79,OPEN
1200000211,INV20250901000211,2025-09-01 03:30:00,300000498,INVOICE,21769.29,2504.43,CLOSED
1200000212,INV20250830000212,2025-08-30 03:30:00,300000498,INVOICE,54746.82,6298.31,CLOSED
1200000213,INV20250906000213,2025-09-06 03:30:00,300000498,INVOICE,16259.65,1870.58,CLOSED
1200000214,INV20241207000214,2024-12-07 02:09:00,300000158,INVOICE,157172.04,18081.74,CLOSED
1200000215,INV20241208000215,2024-12-08 02:09:00,300000158,INVOICE,4557.54,524.32,CLOSED
1200000216,INV20240623000216,2024-06-23 13:37:00,300000644,INVOICE,42657.59,4907.51,CLOSED
1200000217,INV20240623000217,2024-06-23 13:37:00,300000644,INVOICE,72450.63,8335.03,OPEN
1200000218,INV20240628000218,2024-06-28 13:37:00,300000644,INVOICE,40110.31,4614.46,CLOSED
1200000219,INV20250715000219,2025-07-15 02:44:00,300000063,INVOICE,63356.06,7288.75,OPEN
1200000220,INV20250723000220,2025-07-23 02:44:00,300000063,INVOICE,28914.27,3326.42,OPEN
1200000221,INV20250725000221,2025-07-25 15:41:00,300000780,INVOICE,58783.70,6762.73,CLOSED
1200000222,INV20250729000222,2025-07-29 15:41:00,300000780,INVOICE,58750.07,6758.86,OPEN
1200000223,INV20250730000223,2025-07-30 15:41:00,300000780,INVOICE,52554.58,6046.10,CLOSED
1200000224,INV20241108000224,2024-11-08 01:51:00,300000761,INVOICE,19454.19,2238.09,OPEN
1200000225,INV20240719000225,2024-07-19 09:06:00,300000066,INVOICE,39983.73,4599.90,CLOSED
1200000226,INV20241019000226,2024-10-19 15:15:00,300000706,INVOICE,3262.52,375.33,CLOSED
1200000227,INV20240902000227,2024-09-02 19:06:00,300000446,INVOICE,33708.51,3877.97,CLOSED
1200000228,INV20240828000228,2024-08-28 19:06:00,300000446,INVOICE,52872.09,6082.63,OPEN
1200000229,INV20260326000229,2026-03-26 03:21:00,300000326,INVOICE,23015.64,2647.82,CLOSED
1200000230,INV20260320000230,2026-03-20 03:21:00,300000326,INVOICE,112692.02,12964.57,CLOSED
1200000231,INV20251009000231,2025-10-09 09:32:00,300000446,INVOICE,44716.61,5144.39,OPEN
1200000232,INV20240429000232,2024-04-29 13:16:00,300000981,INVOICE,9131.78,1050.56,OPEN
1200000233,INV20240423000233,2024-04-23 13:16:00,300000981,INVOICE,137588.94,15828.82,CLOSED
1200000234,INV20240428000234,2024-04-28 13:16:00,300000981,INVOICE,38835.99,4467.86,OPEN
1200000235,INV20260101000235,2026-01-01 00:53:00,300000400,INVOICE,90718.85,10436.68,OPEN
1200000236,INV20260104000236,2026-01-04 00:53:00,300000400,INVOICE,189825.51,21838.33,CLOSED
1200000237,INV20260107000237,2026-01-07 00:53:00,300000400,INVOICE,39972.08,4598.56,CLOSED
1200000238,INV20250414000238,2025-04-14 05:54:00,300000463,INVOICE,37118.13,4270.23,OPEN
1200000239,INV20250415000239,2025-04-15 05:54:00,300000463,INVOICE,16810.30,1933.93,OPEN
1200000240,INV20250410000240,2025-04-10 05:54:00,300000463,INVOICE,52370.17,6024.89,OPEN
1200000241,INV20250416000241,2025-04-16 05:54:00,300000463,INVOICE,134171.56,15435.67,CLOSED
1200000242,INV20240502000242,2024-05-02 22:48:00,300000609,INVOICE,10809.08,1243.52,OPEN
1200000243,INV20250408000243,2025-04-08 05:43:00,300000956,INVOICE,19578.91,2252.44,OPEN
1200000244,INV20240430000244,2024-04-30 12:45:00,300000571,INVOICE,59147.75,6804.61,OPEN
1200000245,INV20260211000245,2026-02-11 15:17:00,300000616,INVOICE,38635.74,4444.82,OPEN
1200000246,INV20260125000246,2026-01-25 06:19:00,300000187,INVOICE,44909.48,5166.58,OPEN
1200000247,INV20241227000247,2024-12-27 09:13:00,300000669,INVOICE,36122.20,4155.65,CLOSED
1200000248,INV20241221000248,2024-12-21 09:13:00,300000669,INVOICE,15472.90,1780.07,CLOSED
1200000249,INV20250103000249,2025-01-03 06:31:00,300000223,INVOICE,20014.59,2302.56,CLOSED
1200000250,INV20250113000250,2025-01-13 06:31:00,300000223,INVOICE,196352.09,22589.18,CLOSED
1200000251,INV20260126000251,2026-01-26 01:07:00,300000207,INVOICE,166341.86,19136.67,CLOSED
1200000252,INV20240825000252,2024-08-25 04:55:00,300000087,INVOICE,26888.54,3093.37,CLOSED
1200000253,INV20250108000253,2025-01-08 01:51:00,300000389,INVOICE,10841.59,1247.26,OPEN
1200000254,INV20250418000254,2025-04-18 08:11:00,300000328,INVOICE,116132.91,13360.42,OPEN
1200000255,INV20250429000255,2025-04-29 08:11:00,300000328,INVOICE,43028.35,4950.16,CLOSED
1200000256,INV20250425000256,2025-04-25 08:11:00,300000328,INVOICE,3626.84,417.25,CLOSED
1200000257,INV20241003000257,2024-10-03 18:08:00,300000304,INVOICE,24748.48,2847.17,OPEN
1200000258,INV20241014000258,2024-10-14 18:08:00,300000304,INVOICE,45790.29,5267.91,CLOSED
1200000259,INV20240928000259,2024-09-28 18:08:00,300000304,INVOICE,178964.03,20588.78,OPEN
1200000260,INV20260420000260,2026-04-20 01:39:00,300000426,INVOICE,216960.46,24960.05,OPEN
1200000261,INV20260411000261,2026-04-11 01:39:00,300000426,INVOICE,28107.30,3233.58,CLOSED
1200000262,INV20250120000262,2025-01-20 03:01:00,300000134,INVOICE,63145.93,7264.58,OPEN
1200000263,INV20241013000263,2024-10-13 11:33:00,300000722,INVOICE,53847.18,6194.81,OPEN
1200000264,INV20241003000264,2024-10-03 11:33:00,300000722,INVOICE,67355.10,7748.82,OPEN
1200000265,INV20241008000265,2024-10-08 11:33:00,300000722,INVOICE,89311.36,10274.76,CLOSED
1200000266,INV20241011000266,2024-10-11 11:33:00,300000722,INVOICE,168029.52,19330.83,OPEN
1200000267,INV20250411000267,2025-04-11 01:23:00,300000544,INVOICE,63140.19,7263.92,OPEN
1200000268,INV20250630000268,2025-06-30 07:18:00,300000988,INVOICE,11799.15,1357.42,CLOSED
1200000269,INV20250630000269,2025-06-30 07:18:00,300000988,INVOICE,38000.89,4371.78,OPEN
1200000270,INV20241117000270,2024-11-17 08:55:00,300000969,INVOICE,59178.99,6808.20,CLOSED
