customer_trx_line_id,customer_trx_id,line_number,line_type,inventory_item_id,quantity_invoiced,unit_selling_price,extended_amount,tax_amount
1300000167,1200000167,1,LINE,49295,10.48,462.41,4846.06,629.99
1300000168,1200000168,1,LINE,12027,18.32,7981.24,146216.32,19008.12
1300000169,1200000169,1,LINE,16957,3.50,3429.30,12002.55,1560.33
1300000170,1200000170,1,LINE,40250,3.09,8277.20,25576.55,3324.95
1300000171,1200000171,1,LINE,68803,6.66,6856.19,45662.23,5936.09
1300000172,1200000172,1,LINE,43255,17.82,3330.09,59342.20,7714.49
1300000173,1200000173,1,LINE,60486,16.37,7021.06,114934.75,14941.52
1300000174,1200000174,1,LINE,93233,8.37,2136.20,17879.99,2324.40
1300000175,1200000175,1,LINE,33205,2.21,7496.34,16566.91,2153.70
1300000176,1200000176,1,LINE,54601,16.03,6608.21,105929.61,13770.85
1300000177,1200000177,1,LINE,63441,15.09,191.65,2892.00,375.96
1300000178,1200000178,1,LINE,12956,15.97,2190.48,34981.97,4547.66
1300000179,1200000179,1,LINE,39696,14.46,335.30,4848.44,630.30
1300000180,1200000180,1,LINE,61352,12.63,6446.66,81421.32,10584.77
1300000181,1200000181,1,LINE,73228,1.80,3124.65,5624.37,731.17
1300000182,1200000182,1,LINE,78078,11.96,1235.53,14776.94,1921.00
1300000183,1200000183,1,LINE,79084,1.13,132.88,150.15,19.52
1300000184,1200000184,1,LINE,71140,2.29,8262.71,18921.61,2459.81
1300000185,1200000185,1,LINE,80111,10.65,4885.07,52026.00,6763.38
1300000186,1200000186,1,LINE,26924,2.06,3854.07,7939.38,1032.12
1300000187,1200000187,1,LINE,66276,19.33,5844.91,112982.11,14687.67
1300000188,1200000188,1,LINE,71164,12.48,4267.35,53256.53,6923.35
1300000189,1200000189,1,LINE,83569,18.79,3096.77,58188.31,7564.48
1300000190,1200000190,1,LINE,88812,16.71,5869.96,98087.03,12751.31
1300000191,1200000191,1,LINE,47746,4.76,3535.77,16830.27,2187.94
1300000192,1200000192,1,LINE,50130,18.45,7832.29,144505.75,18785.75
1300000193,1200000193,1,LINE,83763,5.49,3312.03,18183.04,2363.80
1300000194,1200000194,1,LINE,18017,2.92,3577.61,10446.62,1358.06
1300000195,1200000195,1,LINE,98063,13.99,4062.43,56833.40,7388.34
1300000196,1200000196,1,LINE,77493,19.04,8056.76,153400.71,19942.09
1300000197,1200000197,1,LINE,19756,4.35,245.47,1067.79,138.81
1300000198,1200000198,1,LINE,11213,7.93,8541.00,67730.13,8804.92
1300000199,1200000199,1,LINE,80294,12.93,5978.07,77296.45,10048.54
1300000200,1200000200,1,LINE,47231,12.47,8765.55,109306.41,14209.83
1300000201,1200000201,1,LINE,72497,4.91,3312.05,16262.17,2114.08
1300000202,1200000202,1,LINE,29041,12.76,6405.55,81734.82,10625.53
1300000203,1200000203,1,LINE,26697,5.77,3006.30,17346.35,2255.03
1300000204,1200000204,1,LINE,71354,3.46,8527.89,29506.50,3835.85
1300000205,1200000205,1,LINE,19240,3.46,5317.80,18399.59,2391.95
1300000206,1200000206,1,LINE,75714,8.77,3894.02,34150.56,4439.57
1300000207,1200000207,1,LINE,83426,19.17,6797.76,130313.06,16940.70
1300000208,1200000208,1,LINE,12854,8.34,959.97,8006.15,1040.80
1300000209,1200000209,1,LINE,41645,5.44,747.14,4064.44,528.38
1300000210,1200000210,1,LINE,19684,16.37,8177.15,133859.95,17401.79
1300000211,1200000211,1,LINE,90751,3.03,6358.04,19264.86,2504.43
1300000212,1200000212,1,LINE,87583,18.52,2616.01,48448.51,6298.31
1300000213,1200000213,1,LINE,54884,6.31,2280.36,14389.07,1870.58
1300000214,1200000214,1,LINE,73124,14.32,9713.01,139090.30,18081.74
1300000215,1200000215,1,LINE,94028,9.37,430.44,4033.22,524.32
1300000216,1200000216,1,LINE,80910,14.63,2580.32,37750.08,4907.51
1300000217,1200000217,1,LINE,89211,8.55,7498.90,64115.60,8335.03
1300000218,1200000218,1,LINE,16279,5.68,6249.27,35495.85,4614.46
1300000219,1200000219,1,LINE,64917,9.86,5686.34,56067.31,7288.75
1300000220,1200000220,1,LINE,37960,2.59,9879.48,25587.85,3326.42
1300000221,1200000221,1,LINE,98449,11.68,4453.85,52020.97,6762.73
1300000222,1200000222,1,LINE,16832,13.17,3947.70,51991.21,6758.86
1300000223,1200000223,1,LINE,40851,8.00,5813.56,46508.48,6046.10
1300000224,1200000224,1,LINE,99515,3.65,4716.74,17216.10,2238.09
1300000225,1200000225,1,LINE,66345,5.81,6090.16,35383.83,4599.90
1300000226,1200000226,1,LINE,26908,14.11,204.62,2887.19,375.33
1300000227,1200000227,1,LINE,71767,14.48,2060.12,29830.54,3877.97
1300000228,1200000228,1,LINE,18424,5.73,8165.70,46789.46,6082.63
1300000229,1200000229,1,LINE,53439,2.88,7072.16,20367.82,2647.82
1300000230,1200000230,1,LINE,75957,14.26,6993.51,99727.45,12964.57
1300000231,1200000231,1,LINE,57021,7.38,5362.09,39572.22,5144.39
1300000232,1200000232,1,LINE,52097,2.64,3061.07,8081.22,1050.56
1300000233,1200000233,1,LINE,87648,12.39,9827.29,121760.12,15828.82
1300000234,1200000234,1,LINE,67953,5.25,6546.31,34368.13,4467.86
1300000235,1200000235,1,LINE,53038,13.14,5815.43,80282.17,10436.68
1300000236,1200000236,1,LINE,80910,18.77,8949.77,167987.18,21838.33
1300000237,1200000237,1,LINE,95453,4.63,7640.07,35373.52,4598.56
1300000238,1200000238,1,LINE,93470,5.74,5722.63,32847.90,4270.23
1300000239,1200000239,1,LINE,76503,2.03,7328.26,14876.37,1933.93
1300000240,1200000240,1,LINE,50557,13.77,3365.67,46345.28,6024.89
1300000241,1200000241,1,LINE,95479,19.83,5987.69,118735.89,15435.67
1300000242,1200000242,1,LINE,56784,2.42,3952.71,9565.56,1243.52
1300000243,1200000243,1,LINE,11870,3.05,5680.81,17326.47,2252.44
1300000244,1200000244,1,LINE,37819,16.41,3189.71,52343.14,6804.61
1300000245,1200000245,1,LINE,12276,15.09,2265.80,34190.92,4444.82
1300000246,1200000246,1,LINE,59535,5.39,7373.45,39742.90,5166.58
1300000247,1200000247,1,LINE,81762,6.44,4963.75,31966.55,4155.65
1300000248,1200000248,1,LINE,85618,8.60,1592.19,13692.83,1780.07
1300000249,1200000249,1,LINE,71355,4.17,4247.49,17712.03,2302.56
1300000250,1200000250,1,LINE,81533,17.48,9940.67,173762.91,22589.18
1300000251,1200000251,1,LINE,78641,17.53,8397.33,147205.19,19136.67
1300000252,1200000252,1,LINE,23470,18.69,1273.15,23795.17,3093.37
1300000253,1200000253,1,LINE,23911,9.53,1006.75,9594.33,1247.26
1300000254,1200000254,1,LINE,76733,13.49,7618.42,102772.49,13360.42
1300000255,1200000255,1,LINE,62529,6.18,6161.52,38078.19,4950.16
1300000256,1200000256,1,LINE,53345,6.38,503.07,3209.59,417.25
1300000257,1200000257,1,LINE,43473,14.65,1494.97,21901.31,2847.17
1300000258,1200000258,1,LINE,32872,14.85,2728.78,40522.38,5267.91
1300000259,1200000259,1,LINE,72185,18.77,8437.68,158375.25,20588.78
1300000260,1200000260,1,LINE,77624,19.83,9682.32,192000.41,24960.05
1300000261,1200000261,1,LINE,41772,3.11,7997.98,24873.72,3233.58
1300000262,1200000262,1,LINE,95026,9.36,5970.23,55881.35,7264.58
1300000263,1200000263,1,LINE,79810,12.66,3764.01,47652.37,6194.81
1300000264,1200000264,1,LINE,38864,17.79,3350.55,59606.28,7748.82
1300000265,1200000265,1,LINE,30885,16.48,4795.91,79036.60,10274.76
1300000266,1200000266,1,LINE,72984,17.48,8506.79,148698.69,19330.83
1300000267,1200000267,1,LINE,12968,7.47,7480.09,55876.27,7263.92
1300000268,1200000268,1,LINE,31369,5.34,1955.38,10441.73,1357.42
1300000269,1200000269,1,LINE,96407,11.34,2965.53,33629.11,4371.78
1300000270,1200000270,1,LINE,80888,9.06,5780.44,52370.79,6808.20
1300000271,1200000271,1,LINE,62913,7.95,1991.22,15830.20,2057.93
1300000272,1200000272,1,LINE,39393,9.42,2827.70,26636.93,3462.80
1300000273,1200000273,1,LINE,57497,5.98,2104.56,12585.27,1636.09
1300000274,1200000274,1,LINE,51547,11.48,483.97,5555.98,722.28
1300000275,1200000275,1,LINE,27864,7.63,6748.12,51488.16,6693.46
1300000276,1200000276,1,LINE,36731,3.92,3094.62,12130.91,1577.02
1300000277,1200000277,1,LINE,97910,3.05,5799.58,17688.72,2299.53
1300000278,1200000278,1,LINE,14687,18.14,1013.19,18379.27,2389.31
1300000279,1200000279,1,LINE,42638,16.45,390.74,6427.67,835.60
1300000280,1200000280,1,LINE,17920,9.35,8484.16,79326.90,10312.50
1300000281,1200000281,1,LINE,88275,8.58,4670.40,40072.03,5209.36
1300000282,1200000282,1,LINE,70452,8.55,6085.50,52031.03,6764.03
1300000283,1200000283,1,LINE,12227,14.50,1994.28,28917.06,3759.22
1300000284,1200000284,1,LINE,24777,6.12,7371.60,45114.19,5864.84
1300000285,1200000285,1,LINE,62197,12.98,3544.70,46010.21,5981.33
1300000286,1200000286,1,LINE,88770,15.97,376.08,6006.00,780.78
1300000287,1200000287,1,LINE,71810,19.61,1606.66,31506.60,4095.86
1300000288,1200000288,1,LINE,92361,17.27,7560.81,130575.19,16974.77
1300000289,1200000289,1,LINE,65046,4.74,1732.99,8214.37,1067.87
1300000290,1200000290,1,LINE,87845,10.25,5287.31,54194.93,7045.34
1300000291,1200000291,1,LINE,10265,16.88,7626.54,128736.00,16735.68
1300000292,1200000292,1,LINE,62602,11.96,1123.51,13437.18,1746.83
1300000293,1200000293,1,LINE,85571,8.25,6531.39,53883.97,7004.92
1300000294,1200000294,1,LINE,94749,3.82,4273.53,16324.88,2122.23
1300000295,1200000295,1,LINE,14795,2.15,5716.79,12291.10,1597.84
1300000296,1200000296,1,LINE,27462,4.50,7956.59,35804.65,4654.60
1300000297,1200000297,1,LINE,70946,5.31,880.22,4673.97,607.62
1300000298,1200000298,1,LINE,92952,10.09,1204.74,12155.83,1580.26
1300000299,1200000299,1,LINE,26225,9.47,2689.38,25468.43,3310.90
1300000300,1200000300,1,LINE,20812,16.40,2075.15,34032.46,4424.22
1300000301,1200000301,1,LINE,67657,13.27,8919.43,118360.84,15386.91
1300000302,1200000302,1,LINE,84890,12.26,7387.02,90564.87,11773.43
1300000303,1200000303,1,LINE,11531,10.61,7998.89,84868.22,11032.87
1300000304,1200000304,1,LINE,69997,9.28,7903.63,73345.69,9534.94
1300000305,1200000305,1,LINE,47486,15.22,2902.17,44171.03,5742.23
1300000306,1200000306,1,LINE,17629,9.27,6126.25,56790.34,7382.74
1300000307,1200000307,1,LINE,13002,12.02,430.51,5174.73,672.71
1300000308,1200000308,1,LINE,40645,9.27,5499.57,50981.01,6627.53
1300000309,1200000309,1,LINE,44606,11.04,7409.93,81805.63,10634.73
1300000310,1200000310,1,LINE,63175,6.04,2254.67,13618.21,1770.37
1300000311,1200000311,1,LINE,40819,2.78,1209.77,3363.16,437.21
1300000312,1200000312,1,LINE,22142,2.30,7884.50,18134.35,2357.47
1300000313,1200000313,1,LINE,84475,1.25,7501.97,9377.46,1219.07
1300000314,1200000314,1,LINE,11503,9.23,6636.62,61256.00,7963.28
1300000315,1200000315,1,LINE,74275,2.13,3628.90,7729.56,1004.84
1300000316,1200000316,1,LINE,96259,12.70,7524.07,95555.69,12422.24
1300000317,1200000317,1,LINE,24121,12.50,8478.36,105979.50,13777.34
1300000318,1200000318,1,LINE,95702,5.98,3963.03,23698.92,3080.86
1300000319,1200000319,1,LINE,52077,7.46,3133.40,23375.16,3038.77
1300000320,1200000320,1,LINE,97016,8.06,3860.06,31112.08,4044.57
1300000321,1200000321,1,LINE,85845,3.84,7283.45,27968.45,3635.90
1300000322,1200000322,1,LINE,93974,18.41,8724.11,160610.87,20879.41
1300000323,1200000323,1,LINE,37945,8.19,4342.85,35567.94,4623.83
1300000324,1200000324,1,LINE,97179,11.37,4601.77,52322.12,6801.88
1300000325,1200000325,1,LINE,25962,8.70,2511.37,21848.92,2840.36
1300000326,1200000326,1,LINE,88315,8.37,2703.60,22629.13,2941.79
1300000327,1200000327,1,LINE,19060,6.81,6752.12,45981.94,5977.65
1300000328,1200000328,1,LINE,70271,17.68,4770.96,84350.57,10965.57
1300000329,1200000329,1,LINE,60462,17.31,2316.86,40104.85,5213.63
1300000330,1200000330,1,LINE,68888,19.96,6882.27,137370.11,17858.11
1300000331,1200000331,1,LINE,78269,5.33,9485.71,50558.83,6572.65
1300000332,1200000332,1,LINE,19601,12.01,8523.42,102366.27,13307.62
1300000333,1200000333,1,LINE,86550,8.24,6026.80,49660.83,6455.91
1300000334,1200000334,1,LINE,50049,1.86,1856.25,3452.62,448.84
1300000335,1200000335,1,LINE,76635,16.90,3776.15,63816.93,8296.20
1300000336,1200000336,1,LINE,54960,11.18,5799.98,64843.78,8429.69
1300000337,1200000337,1,LINE,41275,13.03,9727.22,126745.68,16476.94
1300000338,1200000338,1,LINE,13082,10.68,8354.09,89221.68,11598.82
1300000339,1200000339,1,LINE,46267,2.64,3717.10,9813.14,1275.71
1300000340,1200000340,1,LINE,94897,9.21,1995.66,18380.03,2389.40
1300000341,1200000341,1,LINE,38627,14.14,8980.43,126983.28,16507.83
1300000342,1200000342,1,LINE,52130,17.40,315.11,5482.91,712.78
1300000343,1200000343,1,LINE,13005,17.38,3321.94,57735.32,7505.59
1300000344,1200000344,1,LINE,92309,7.35,6964.89,51191.94,6654.95
1300000345,1200000345,1,LINE,17570,17.49,8788.65,153713.49,19982.75
1300000346,1200000346,1,LINE,36201,6.61,6094.07,40281.80,5236.63
1300000347,1200000347,1,LINE,54863,1.64,5796.64,9506.49,1235.84
1300000348,1200000348,1,LINE,95062,5.36,7834.26,41991.63,5458.91
1300000349,1200000349,1,LINE,12795,15.92,5498.83,87541.37,11380.38
1300000350,1200000350,1,LINE,10421,17.94,8382.60,150383.84,19549.90
1300000351,1200000351,1,LINE,57492,12.15,8693.93,105631.25,13732.06
1300000352,1200000352,1,LINE,15376,13.28,6887.06,91460.16,11889.82
1300000353,1200000353,1,LINE,44314,0.87,4663.52,4057.26,527.44
1300000354,1200000354,1,LINE,82667,8.37,6241.79,52243.78,6791.69
1300000355,1200000355,1,LINE,64533,17.61,8490.91,149524.93,19438.24
1300000356,1200000356,1,LINE,35883,6.04,7224.32,43634.89,5672.54
1300000357,1200000357,1,LINE,57780,2.96,9073.38,26857.20,3491.44
1300000358,1200000358,1,LINE,67034,11.56,7290.11,84273.67,10955.58
1300000359,1200000359,1,LINE,58307,17.78,9048.12,160875.57,20913.82
1300000360,1200000360,1,LINE,36818,15.49,2049.35,31744.43,4126.78
1300000361,1200000361,1,LINE,77174,15.21,2802.39,42624.35,5541.17
1300000362,1200000362,1,LINE,46450,4.53,1750.36,7929.13,1030.79
1300000363,1200000363,1,LINE,53290,16.49,2070.50,34142.54,4438.53
1300000364,1200000364,1,LINE,59657,4.54,1450.94,6587.27,856.35
1300000365,1200000365,1,LINE,64827,1.21,5039.68,6098.01,792.74
1300000366,1200000366,1,LINE,97161,16.21,1305.18,21156.97,2750.41
