assignment_id,delivery_id,delivery_detail_id,assigned_date
144,70,145,2025-11-05 10:00:00
145,71,146,2025-05-26 10:00:00
146,71,147,2025-05-26 10:00:00
147,72,148,2025-01-05 10:00:00
148,72,149,2025-01-05 10:00:00
149,72,150,2025-01-05 10:00:00
150,73,151,2025-04-04 10:00:00
151,73,152,2025-04-04 10:00:00
152,74,153,2025-08-10 10:00:00
153,74,154,2025-08-10 10:00:00
154,75,155,2025-01-07 10:00:00
155,76,156,2025-01-24 10:00:00
156,76,157,2025-01-24 10:00:00
157,76,158,2025-01-24 10:00:00
158,77,159,2025-11-20 10:00:00
159,77,160,2025-11-20 10:00:00
160,77,161,2025-11-20 10:00:00
161,78,162,2025-05-22 10:00:00
162,79,163,2025-01-25 10:00:00
163,79,164,2025-01-25 10:00:00
164,79,165,2025-01-25 10:00:00
165,80,166,2025-01-09 10:00:00
166,80,167,2025-01-09 10:00:00
167,81,168,2025-10-25 10:00:00
168,81,169,2025-10-25 10:00:00
169,82,170,2025-08-05 10:00:00
170,82,171,2025-08-05 10:00:00
171,83,172,2025-09-10 10:00:00
172,83,173,2025-09-10 10:00:00
173,83,174,2025-09-10 10:00:00
174,84,175,2025-08-14 10:00:00
175,85,176,2025-12-22 10:00:00
176,86,177,2025-02-13 10:00:00
177,86,178,2025-02-13 10:00:00
178,86,179,2025-02-13 10:00:00
179,87,180,2025-03-04 10:00:00
180,88,181,2025-06-08 10:00:00
181,88,182,2025-06-08 10:00:00
182,88,183,2025-06-08 10:00:00
183,89,184,2025-04-14 10:00:00
184,89,185,2025-04-14 10:00:00
185,90,186,2025-06-10 10:00:00
186,90,187,2025-06-10 10:00:00
187,90,188,2025-06-10 10:00:00
188,91,189,2025-09-25 10:00:00
189,91,190,2025-09-25 10:00:00
190,92,191,2025-06-08 10:00:00
191,92,192,2025-06-08 10:00:00
192,92,193,2025-06-08 10:00:00
193,93,194,2025-11-15 10:00:00
194,93,195,2025-11-15 10:00:00
195,93,196,2025-11-15 10:00:00
196,94,197,2025-10-12 10:00:00
197,94,198,2025-10-12 10:00:00
198,94,199,2025-10-12 10:00:00
199,95,200,2025-11-02 10:00:00
200,95,201,2025-11-02 10:00:00
201,95,202,2025-11-02 10:00:00
202,96,203,2025-10-10 10:00:00
203,96,204,2025-10-10 10:00:00
204,97,205,2025-06-15 10:00:00
205,97,206,2025-06-15 10:00:00
206,98,207,2025-03-14 10:00:00
207,98,208,2025-03-14 10:00:00
208,98,209,2025-03-14 10:00:00
209,99,210,2025-10-22 10:00:00
210,99,211,2025-10-22 10:00:00
211,100,212,2025-02-25 10:00:00
212,100,213,2025-02-25 10:00:00
213,100,214,2025-02-25 10:00:00
214,101,215,2025-02-19 10:00:00
215,101,216,2025-02-19 10:00:00
216,101,217,2025-02-19 10:00:00
217,102,218,2025-11-19 10:00:00
218,103,219,2025-12-10 10:00:00
219,103,220,2025-12-10 10:00:00
220,104,221,2025-04-24 10:00:00
221,104,222,2025-04-24 10:00:00
222,105,223,2025-02-04 10:00:00
223,105,224,2025-02-04 10:00:00
224,105,225,2025-02-04 10:00:00
225,106,226,2025-04-12 10:00:00
226,106,227,2025-04-12 10:00:00
227,106,228,2025-04-12 10:00:00
228,107,229,2025-12-20 10:00:00
229,107,230,2025-12-20 10:00:00
230,108,231,2025-12-11 10:00:00
231,109,232,2025-09-08 10:00:00
232,109,233,2025-09-08 10:00:00
233,110,234,2025-11-25 10:00:00
234,110,235,2025-11-25 10:00:00
235,111,236,2025-08-23 10:00:00
236,111,237,2025-08-23 10:00:00
237,111,238,2025-08-23 10:00:00
238,112,239,2025-10-12 10:00:00
239,113,240,2025-09-12 10:00:00
240,113,241,2025-09-12 10:00:00
241,114,242,2025-11-16 10:00:00
242,115,243,2025-10-09 10:00:00
243,116,244,2025-06-22 10:00:00
244,116,245,2025-06-22 10:00:00
245,117,246,2025-09-26 10:00:00
246,118,247,2025-05-11 10:00:00
247,118,248,2025-05-11 10:00:00
248,118,249,2025-05-11 10:00:00
249,119,250,2025-04-15 10:00:00
250,119,251,2025-04-15 10:00:00
251,119,252,2025-04-15 10:00:00
252,120,253,2025-02-21 10:00:00
253,120,254,2025-02-21 10:00:00
254,121,255,2025-08-17 10:00:00
255,121,256,2025-08-17 10:00:00
256,121,257,2025-08-17 10:00:00
257,122,258,2025-12-10 10:00:00
258,122,259,2025-12-10 10:00:00
259,122,260,2025-12-10 10:00:00
260,123,261,2025-04-23 10:00:00
261,124,262,2025-06-03 10:00:00
262,124,263,2025-06-03 10:00:00
263,125,264,2025-12-05 10:00:00
264,125,265,2025-12-05 10:00:00
265,126,266,2025-12-18 10:00:00
266,127,267,2025-09-03 10:00:00
267,127,268,2025-09-03 10:00:00
268,128,269,2025-11-17 10:00:00
269,129,270,2025-11-12 10:00:00
270,130,271,2025-08-07 10:00:00
271,130,272,2025-08-07 10:00:00
272,130,273,2025-08-07 10:00:00
273,131,274,2025-09-15 10:00:00
274,132,275,2025-11-20 10:00:00
275,133,276,2025-01-15 10:00:00
276,134,277,2025-01-02 10:00:00
277,134,278,2025-01-02 10:00:00
278,134,279,2025-01-02 10:00:00
279,135,280,2025-05-09 10:00:00
280,136,281,2025-01-09 10:00:00
281,136,282,2025-01-09 10:00:00
282,137,283,2025-10-21 10:00:00
283,137,284,2025-10-21 10:00:00
284,137,285,2025-10-21 10:00:00
285,138,286,2025-11-18 10:00:00
286,138,287,2025-11-18 10:00:00
287,139,288,2025-03-04 10:00:00
288,139,289,2025-03-04 10:00:00
289,140,290,2025-08-06 10:00:00
290,140,291,2025-08-06 10:00:00
291,141,292,2025-12-08 10:00:00
292,142,293,2025-12-07 10:00:00
293,142,294,2025-12-07 10:00:00
294,142,295,2025-12-07 10:00:00
295,143,296,2025-06-06 10:00:00
296,144,297,2025-09-15 10:00:00
297,144,298,2025-09-15 10:00:00
298,145,299,2025-02-26 10:00:00
299,146,300,2025-04-19 10:00:00
300,147,301,2025-01-12 10:00:00
301,148,302,2025-03-07 10:00:00
302,148,303,2025-03-07 10:00:00
303,148,304,2025-03-07 10:00:00
304,149,305,2025-05-19 10:00:00
305,150,306,2025-03-02 10:00:00
306,151,307,2025-01-26 10:00:00
307,152,308,2025-02-13 10:00:00
308,152,309,2025-02-13 10:00:00
309,152,310,2025-02-13 10:00:00
310,153,311,2025-01-10 10:00:00
311,154,312,2025-11-06 10:00:00
312,154,313,2025-11-06 10:00:00
313,154,314,2025-11-06 10:00:00
314,155,315,2025-05-06 10:00:00
315,155,316,2025-05-06 10:00:00
316,156,317,2025-06-03 10:00:00
317,156,318,2025-06-03 10:00:00
318,156,319,2025-06-03 10:00:00
319,157,320,2025-10-26 10:00:00
320,157,321,2025-10-26 10:00:00
321,157,322,2025-10-26 10:00:00
322,158,323,2025-07-15 10:00:00
323,158,324,2025-07-15 10:00:00
324,159,325,2025-02-24 10:00:00
325,159,326,2025-02-24 10:00:00
326,160,327,2025-06-21 10:00:00
327,160,328,2025-06-21 10:00:00
328,160,329,2025-06-21 10:00:00
329,161,330,2025-04-16 10:00:00
330,162,331,2025-05-03 10:00:00
331,163,332,2025-12-11 10:00:00
332,163,333,2025-12-11 10:00:00
333,163,334,2025-12-11 10:00:00
334,164,335,2025-04-06 10:00:00
335,164,336,2025-04-06 10:00:00
336,165,337,2025-07-02 10:00:00
337,166,338,2025-09-15 10:00:00
338,166,339,2025-09-15 10:00:00
339,166,340,2025-09-15 10:00:00
340,167,341,2025-10-05 10:00:00
341,167,342,2025-10-05 10:00:00
342,168,343,2025-12-15 10:00:00
343,168,344,2025-12-15 10:00:00
344,169,345,2025-02-20 10:00:00
345,170,346,2025-05-19 10:00:00
346,171,347,2025-05-19 10:00:00
347,171,348,2025-05-19 10:00:00
348,171,349,2025-05-19 10:00:00
349,172,350,2025-08-06 10:00:00
350,173,351,2025-04-11 10:00:00
351,173,352,2025-04-11 10:00:00
352,173,353,2025-04-11 10:00:00
353,174,354,2025-03-20 10:00:00
354,175,355,2025-09-09 10:00:00
355,175,356,2025-09-09 10:00:00
356,176,357,2025-06-02 10:00:00
357,176,358,2025-06-02 10:00:00
358,177,359,2025-02-22 10:00:00
359,177,360,2025-02-22 10:00:00
360,177,361,2025-02-22 10:00:00
361,178,362,2025-12-09 10:00:00
362,179,363,2025-06-08 10:00:00
363,180,364,2025-10-18 10:00:00
364,180,365,2025-10-18 10:00:00
365,181,366,2025-07-02 10:00:00
366,182,367,2025-05-12 10:00:00
367,182,368,2025-05-12 10:00:00
368,182,369,2025-05-12 10:00:00
369,183,370,2025-03-07 10:00:00
370,183,371,2025-03-07 10:00:00
371,183,372,2025-03-07 10:00:00
372,184,373,2025-07-04 10:00:00
373,184,374,2025-07-04 10:00:00
374,185,375,2025-04-10 10:00:00
375,185,376,2025-04-10 10:00:00
376,186,377,2025-03-23 10:00:00
377,187,378,2025-06-10 10:00:00
378,187,379,2025-06-10 10:00:00
379,187,380,2025-06-10 10:00:00
380,188,381,2025-08-03 10:00:00
381,188,382,2025-08-03 10:00:00
382,188,383,2025-08-03 10:00:00
383,189,384,2025-11-06 10:00:00
384,189,385,2025-11-06 10:00:00
385,189,386,2025-11-06 10:00:00
386,190,387,2025-02-10 10:00:00
387,191,388,2025-01-13 10:00:00
388,191,389,2025-01-13 10:00:00
389,192,390,2025-05-17 10:00:00
390,192,391,2025-05-17 10:00:00
391,193,392,2025-07-26 10:00:00
392,194,393,2025-01-22 10:00:00
393,194,394,2025-01-22 10:00:00
394,194,395,2025-01-22 10:00:00
395,195,396,2025-01-14 10:00:00
396,195,397,2025-01-14 10:00:00
397,196,398,2025-02-09 10:00:00
398,197,399,2025-01-26 10:00:00
399,198,400,2025-04-03 10:00:00
400,198,401,2025-04-03 10:00:00
401,199,402,2025-04-15 10:00:00
402,199,403,2025-04-15 10:00:00
403,200,404,2025-04-05 10:00:00
404,201,405,2025-12-24 10:00:00
