customer_trx_id,trx_number,trx_date,sold_to_customer_id,bill_to_customer_id,batch_source_id,cust_trx_type_id,org_id,currency_code,trx_amount,status
120,INV000120,2025-11-16 10:00:00,300076,300076,1,1,1,CNY,3143.41,OPEN
121,INV000121,2025-09-26 10:00:00,300011,300011,1,1,4,CNY,1551.22,OPEN
122,INV000122,2025-09-26 10:00:00,300011,300011,1,1,1,CNY,1419.33,OPEN
123,INV000123,2025-09-26 10:00:00,300011,300011,1,1,3,CNY,20567.25,OPEN
124,INV000124,2025-03-12 10:00:00,300029,300029,1,1,4,CNY,4469.85,OPEN
125,INV000125,2025-03-12 10:00:00,300029,300029,1,1,4,CNY,5104.35,OPEN
126,INV000126,2025-06-28 10:00:00,300069,300069,1,1,5,CNY,696.96,OPEN
127,INV000127,2025-06-28 10:00:00,300069,300069,1,1,1,CNY,16988.2,OPEN
128,INV000128,2025-05-21 10:00:00,300014,300014,1,1,2,CNY,358.06,OPEN
129,INV000129,2025-05-21 10:00:00,300014,300014,1,1,5,CNY,1018.2,OPEN
130,INV000130,2025-05-21 10:00:00,300014,300014,1,1,4,CNY,11399.58,OPEN
131,INV000131,2025-10-21 10:00:00,300058,300058,1,1,2,CNY,14143.83,OPEN
132,INV000132,2025-10-21 10:00:00,300058,300058,1,1,4,CNY,16181.98,OPEN
133,INV000133,2025-10-21 10:00:00,300058,300058,1,1,2,CNY,20156.85,OPEN
134,INV000134,2025-02-05 10:00:00,300081,300081,1,1,1,CNY,22890.24,OPEN
135,INV000135,2025-02-05 10:00:00,300081,300081,1,1,4,CNY,1690.9,OPEN
136,INV000136,2025-02-05 10:00:00,300081,300081,1,1,3,CNY,658.32,OPEN
137,INV000137,2025-02-12 10:00:00,300003,300003,1,1,4,CNY,5559.64,OPEN
138,INV000138,2025-01-13 10:00:00,300059,300059,1,1,4,CNY,13650.25,OPEN
139,INV000139,2025-06-22 10:00:00,300028,300028,1,1,4,CNY,11395.44,OPEN
140,INV000140,2025-06-22 10:00:00,300028,300028,1,1,2,CNY,22820.85,OPEN
141,INV000141,2025-06-22 10:00:00,300028,300028,1,1,2,CNY,18718.09,OPEN
142,INV000142,2025-11-08 10:00:00,300016,300016,1,1,4,CNY,20149.68,OPEN
143,INV000143,2025-11-08 10:00:00,300016,300016,1,1,1,CNY,24188.45,OPEN
144,INV000144,2025-11-08 10:00:00,300016,300016,1,1,2,CNY,23955.05,OPEN
145,INV000145,2025-05-29 10:00:00,300070,300070,1,1,4,CNY,1541.77,OPEN
146,INV000146,2025-05-29 10:00:00,300070,300070,1,1,1,CNY,12562.76,OPEN
147,INV000147,2025-01-08 10:00:00,300015,300015,1,1,1,CNY,17403.06,OPEN
148,INV000148,2025-01-08 10:00:00,300015,300015,1,1,1,CNY,10398.42,OPEN
149,INV000149,2025-01-08 10:00:00,300015,300015,1,1,4,CNY,2503.12,OPEN
150,INV000150,2025-04-07 10:00:00,300064,300064,1,1,1,CNY,4309.2,OPEN
151,INV000151,2025-04-07 10:00:00,300064,300064,1,1,5,CNY,14389.2,OPEN
152,INV000152,2025-08-13 10:00:00,300029,300029,1,1,5,CNY,1453.02,OPEN
153,INV000153,2025-08-13 10:00:00,300029,300029,1,1,5,CNY,5603.16,OPEN
154,INV000154,2025-01-10 10:00:00,300028,300028,1,1,3,CNY,523.06,OPEN
155,INV000155,2025-01-27 10:00:00,300078,300078,1,1,2,CNY,987.48,OPEN
156,INV000156,2025-01-27 10:00:00,300078,300078,1,1,2,CNY,13765.79,OPEN
157,INV000157,2025-01-27 10:00:00,300078,300078,1,1,5,CNY,879.25,OPEN
158,INV000158,2025-11-23 10:00:00,300025,300025,1,1,2,CNY,8497.23,OPEN
159,INV000159,2025-11-23 10:00:00,300025,300025,1,1,1,CNY,30224.52,OPEN
160,INV000160,2025-11-23 10:00:00,300025,300025,1,1,5,CNY,2206.67,OPEN
161,INV000161,2025-05-25 10:00:00,300015,300015,1,1,4,CNY,1121.2,OPEN
162,INV000162,2025-01-28 10:00:00,300038,300038,1,1,2,CNY,3541.71,OPEN
163,INV000163,2025-01-28 10:00:00,300038,300038,1,1,4,CNY,15505.63,OPEN
164,INV000164,2025-01-28 10:00:00,300038,300038,1,1,4,CNY,2238.75,OPEN
165,INV000165,2025-01-12 10:00:00,300025,300025,1,1,4,CNY,9702.88,OPEN
166,INV000166,2025-01-12 10:00:00,300025,300025,1,1,3,CNY,6606.71,OPEN
167,INV000167,2025-10-28 10:00:00,300051,300051,1,1,4,CNY,10713.15,OPEN
168,INV000168,2025-10-28 10:00:00,300051,300051,1,1,1,CNY,7070.13,OPEN
169,INV000169,2025-08-08 10:00:00,300022,300022,1,1,3,CNY,2304.74,OPEN
170,INV000170,2025-08-08 10:00:00,300022,300022,1,1,1,CNY,17427.42,OPEN
171,INV000171,2025-09-13 10:00:00,300015,300015,1,1,3,CNY,16211.37,OPEN
172,INV000172,2025-09-13 10:00:00,300015,300015,1,1,1,CNY,3906.3,OPEN
173,INV000173,2025-09-13 10:00:00,300015,300015,1,1,4,CNY,10684.3,OPEN
174,INV000174,2025-08-17 10:00:00,300042,300042,1,1,4,CNY,1146.13,OPEN
175,INV000175,2025-12-25 10:00:00,300020,300020,1,1,4,CNY,34650.58,OPEN
176,INV000176,2025-02-16 10:00:00,300032,300032,1,1,2,CNY,12306.68,OPEN
177,INV000177,2025-02-16 10:00:00,300032,300032,1,1,5,CNY,2877.0,OPEN
178,INV000178,2025-02-16 10:00:00,300032,300032,1,1,3,CNY,17840.21,OPEN
179,INV000179,2025-03-07 10:00:00,300085,300085,1,1,4,CNY,182.37,OPEN
180,INV000180,2025-06-11 10:00:00,300049,300049,1,1,2,CNY,9945.75,OPEN
181,INV000181,2025-06-11 10:00:00,300049,300049,1,1,5,CNY,18927.11,OPEN
182,INV000182,2025-06-11 10:00:00,300049,300049,1,1,1,CNY,1722.36,OPEN
183,INV000183,2025-04-17 10:00:00,300027,300027,1,1,1,CNY,11930.37,OPEN
184,INV000184,2025-04-17 10:00:00,300027,300027,1,1,4,CNY,18085.74,OPEN
185,INV000185,2025-06-13 10:00:00,300012,300012,1,1,2,CNY,3808.17,OPEN
186,INV000186,2025-06-13 10:00:00,300012,300012,1,1,1,CNY,2225.75,OPEN
187,INV000187,2025-06-13 10:00:00,300012,300012,1,1,3,CNY,5690.15,OPEN
188,INV000188,2025-09-28 10:00:00,300054,300054,1,1,3,CNY,12558.78,OPEN
189,INV000189,2025-09-28 10:00:00,300054,300054,1,1,3,CNY,16701.21,OPEN
190,INV000190,2025-06-11 10:00:00,300016,300016,1,1,1,CNY,1509.82,OPEN
191,INV000191,2025-06-11 10:00:00,300016,300016,1,1,4,CNY,3286.33,OPEN
192,INV000192,2025-06-11 10:00:00,300016,300016,1,1,2,CNY,7758.8,OPEN
193,INV000193,2025-11-18 10:00:00,300004,300004,1,1,1,CNY,17470.22,OPEN
194,INV000194,2025-11-18 10:00:00,300004,300004,1,1,1,CNY,33905.69,OPEN
195,INV000195,2025-11-18 10:00:00,300004,300004,1,1,1,CNY,3175.12,OPEN
196,INV000196,2025-10-15 10:00:00,300024,300024,1,1,5,CNY,11856.72,OPEN
197,INV000197,2025-10-15 10:00:00,300024,300024,1,1,1,CNY,2596.76,OPEN
198,INV000198,2025-10-15 10:00:00,300024,300024,1,1,4,CNY,8385.89,OPEN
199,INV000199,2025-11-05 10:00:00,300092,300092,1,1,5,CNY,18346.23,OPEN
200,INV000200,2025-11-05 10:00:00,300092,300092,1,1,4,CNY,1246.92,OPEN
201,INV000201,2025-11-05 10:00:00,300092,300092,1,1,5,CNY,18202.75,OPEN
202,INV000202,2025-10-13 10:00:00,300041,300041,1,1,3,CNY,17758.77,OPEN
203,INV000203,2025-10-13 10:00:00,300041,300041,1,1,3,CNY,3274.47,OPEN
204,INV000204,2025-06-18 10:00:00,300037,300037,1,1,4,CNY,20829.96,OPEN
205,INV000205,2025-06-18 10:00:00,300037,300037,1,1,5,CNY,2318.42,OPEN
206,INV000206,2025-03-17 10:00:00,300009,300009,1,1,3,CNY,514.06,OPEN
207,INV000207,2025-03-17 10:00:00,300009,300009,1,1,4,CNY,4043.4,OPEN
208,INV000208,2025-03-17 10:00:00,300009,300009,1,1,2,CNY,2615.32,OPEN
209,INV000209,2025-10-25 10:00:00,300034,300034,1,1,3,CNY,1611.9,OPEN
210,INV000210,2025-10-25 10:00:00,300034,300034,1,1,2,CNY,3428.4,OPEN
211,INV000211,2025-02-28 10:00:00,300028,300028,1,1,4,CNY,13364.89,OPEN
212,INV000212,2025-02-28 10:00:00,300028,300028,1,1,2,CNY,21097.96,OPEN
213,INV000213,2025-02-28 10:00:00,300028,300028,1,1,3,CNY,25818.4,OPEN
214,INV000214,2025-02-22 10:00:00,300040,300040,1,1,5,CNY,5211.6,OPEN
215,INV000215,2025-02-22 10:00:00,300040,300040,1,1,4,CNY,21421.76,OPEN
216,INV000216,2025-02-22 10:00:00,300040,300040,1,1,1,CNY,26200.9,OPEN
217,INV000217,2025-11-22 10:00:00,300067,300067,1,1,4,CNY,21218.71,OPEN
218,INV000218,2025-12-13 10:00:00,300019,300019,1,1,3,CNY,10179.57,OPEN
219,INV000219,2025-12-13 10:00:00,300019,300019,1,1,5,CNY,1366.31,OPEN
220,INV000220,2025-04-27 10:00:00,300018,300018,1,1,3,CNY,2874.64,OPEN
221,INV000221,2025-04-27 10:00:00,300018,300018,1,1,4,CNY,5145.3,OPEN
222,INV000222,2025-02-07 10:00:00,300025,300025,1,1,1,CNY,11031.96,OPEN
223,INV000223,2025-02-07 10:00:00,300025,300025,1,1,4,CNY,11018.86,OPEN
224,INV000224,2025-02-07 10:00:00,300025,300025,1,1,1,CNY,1214.36,OPEN
225,INV000225,2025-04-15 10:00:00,300040,300040,1,1,2,CNY,10009.6,OPEN
226,INV000226,2025-04-15 10:00:00,300040,300040,1,1,4,CNY,20504.61,OPEN
227,INV000227,2025-04-15 10:00:00,300040,300040,1,1,1,CNY,890.1,OPEN
228,INV000228,2025-12-23 10:00:00,300036,300036,1,1,3,CNY,11157.24,OPEN
229,INV000229,2025-12-23 10:00:00,300036,300036,1,1,5,CNY,13419.63,OPEN
230,INV000230,2025-12-14 10:00:00,300043,300043,1,1,5,CNY,10665.81,OPEN
231,INV000231,2025-09-11 10:00:00,300080,300080,1,1,4,CNY,14525.96,OPEN
232,INV000232,2025-09-11 10:00:00,300080,300080,1,1,5,CNY,13612.39,OPEN
233,INV000233,2025-11-28 10:00:00,300031,300031,1,1,3,CNY,3110.75,OPEN
234,INV000234,2025-11-28 10:00:00,300031,300031,1,1,5,CNY,31278.64,OPEN
235,INV000235,2025-08-26 10:00:00,300002,300002,1,1,2,CNY,2660.86,OPEN
236,INV000236,2025-08-26 10:00:00,300002,300002,1,1,3,CNY,3556.26,OPEN
237,INV000237,2025-08-26 10:00:00,300002,300002,1,1,2,CNY,6576.3,OPEN
238,INV000238,2025-10-15 10:00:00,300047,300047,1,1,2,CNY,5209.19,OPEN
239,INV000239,2025-09-15 10:00:00,300078,300078,1,1,1,CNY,2406.67,OPEN
240,INV000240,2025-09-15 10:00:00,300078,300078,1,1,4,CNY,20813.58,OPEN
241,INV000241,2025-11-19 10:00:00,300022,300022,1,1,1,CNY,15580.53,OPEN
242,INV000242,2025-10-12 10:00:00,300005,300005,1,1,3,CNY,1327.27,OPEN
243,INV000243,2025-06-25 10:00:00,300063,300063,1,1,2,CNY,342.68,OPEN
244,INV000244,2025-06-25 10:00:00,300063,300063,1,1,5,CNY,9305.26,OPEN
245,INV000245,2025-09-29 10:00:00,300023,300023,1,1,3,CNY,3384.7,OPEN
246,INV000246,2025-05-14 10:00:00,300026,300026,1,1,2,CNY,16528.29,OPEN
247,INV000247,2025-05-14 10:00:00,300026,300026,1,1,5,CNY,6210.43,OPEN
248,INV000248,2025-05-14 10:00:00,300026,300026,1,1,4,CNY,2913.03,OPEN
249,INV000249,2025-04-18 10:00:00,300037,300037,1,1,4,CNY,598.26,OPEN
250,INV000250,2025-04-18 10:00:00,300037,300037,1,1,2,CNY,6578.25,OPEN
251,INV000251,2025-04-18 10:00:00,300037,300037,1,1,5,CNY,18933.6,OPEN
252,INV000252,2025-02-24 10:00:00,300014,300014,1,1,4,CNY,10522.44,OPEN
253,INV000253,2025-02-24 10:00:00,300014,300014,1,1,2,CNY,1246.92,OPEN
254,INV000254,2025-08-20 10:00:00,300089,300089,1,1,5,CNY,15441.19,OPEN
255,INV000255,2025-08-20 10:00:00,300089,300089,1,1,5,CNY,1289.38,OPEN
256,INV000256,2025-08-20 10:00:00,300089,300089,1,1,1,CNY,3584.57,OPEN
257,INV000257,2025-12-13 10:00:00,300062,300062,1,1,2,CNY,1655.0,OPEN
258,INV000258,2025-12-13 10:00:00,300062,300062,1,1,1,CNY,22967.95,OPEN
259,INV000259,2025-12-13 10:00:00,300062,300062,1,1,2,CNY,16679.62,OPEN
260,INV000260,2025-04-26 10:00:00,300095,300095,1,1,5,CNY,1256.86,OPEN
261,INV000261,2025-06-06 10:00:00,300041,300041,1,1,3,CNY,19597.27,OPEN
262,INV000262,2025-06-06 10:00:00,300041,300041,1,1,5,CNY,23138.95,OPEN
263,INV000263,2025-12-08 10:00:00,300005,300005,1,1,5,CNY,16909.65,OPEN
264,INV000264,2025-12-08 10:00:00,300005,300005,1,1,5,CNY,641.0,OPEN
265,INV000265,2025-12-21 10:00:00,300072,300072,1,1,4,CNY,6321.68,OPEN
266,INV000266,2025-09-06 10:00:00,300072,300072,1,1,2,CNY,12093.64,OPEN
267,INV000267,2025-09-06 10:00:00,300072,300072,1,1,2,CNY,6471.73,OPEN
268,INV000268,2025-11-20 10:00:00,300058,300058,1,1,3,CNY,15257.56,OPEN
269,INV000269,2025-11-15 10:00:00,300076,300076,1,1,4,CNY,594.76,OPEN
270,INV000270,2025-08-10 10:00:00,300052,300052,1,1,3,CNY,7544.33,OPEN
271,INV000271,2025-08-10 10:00:00,300052,300052,1,1,3,CNY,6392.82,OPEN
272,INV000272,2025-08-10 10:00:00,300052,300052,1,1,1,CNY,32980.77,OPEN
273,INV000273,2025-09-18 10:00:00,300096,300096,1,1,4,CNY,14997.15,OPEN
274,INV000274,2025-11-23 10:00:00,300078,300078,1,1,4,CNY,24038.28,OPEN
275,INV000275,2025-01-18 10:00:00,300020,300020,1,1,5,CNY,7968.85,OPEN
276,INV000276,2025-01-05 10:00:00,300068,300068,1,1,5,CNY,7736.31,OPEN
277,INV000277,2025-01-05 10:00:00,300068,300068,1,1,3,CNY,10260.61,OPEN
278,INV000278,2025-01-05 10:00:00,300068,300068,1,1,3,CNY,494.47,OPEN
279,INV000279,2025-05-12 10:00:00,300025,300025,1,1,3,CNY,20504.2,OPEN
280,INV000280,2025-01-12 10:00:00,300100,300100,1,1,2,CNY,595.61,OPEN
281,INV000281,2025-01-12 10:00:00,300100,300100,1,1,4,CNY,9353.24,OPEN
282,INV000282,2025-10-24 10:00:00,300027,300027,1,1,1,CNY,8001.83,OPEN
283,INV000283,2025-10-24 10:00:00,300027,300027,1,1,5,CNY,1845.48,OPEN
284,INV000284,2025-10-24 10:00:00,300027,300027,1,1,1,CNY,13307.94,OPEN
285,INV000285,2025-11-21 10:00:00,300055,300055,1,1,2,CNY,20384.7,OPEN
286,INV000286,2025-11-21 10:00:00,300055,300055,1,1,2,CNY,13659.83,OPEN
287,INV000287,2025-03-07 10:00:00,300095,300095,1,1,2,CNY,696.11,OPEN
288,INV000288,2025-03-07 10:00:00,300095,300095,1,1,3,CNY,309.38,OPEN
289,INV000289,2025-08-09 10:00:00,300057,300057,1,1,3,CNY,498.64,OPEN
290,INV000290,2025-08-09 10:00:00,300057,300057,1,1,3,CNY,26672.76,OPEN
291,INV000291,2025-12-11 10:00:00,300053,300053,1,1,5,CNY,14820.9,OPEN
292,INV000292,2025-12-10 10:00:00,300025,300025,1,1,2,CNY,10921.27,OPEN
293,INV000293,2025-12-10 10:00:00,300025,300025,1,1,3,CNY,17457.64,OPEN
294,INV000294,2025-12-10 10:00:00,300025,300025,1,1,5,CNY,13555.62,OPEN
295,INV000295,2025-06-09 10:00:00,300100,300100,1,1,5,CNY,8778.26,OPEN
296,INV000296,2025-09-18 10:00:00,300011,300011,1,1,3,CNY,19985.46,OPEN
297,INV000297,2025-09-18 10:00:00,300011,300011,1,1,1,CNY,31182.1,OPEN
298,INV000298,2025-03-01 10:00:00,300019,300019,1,1,1,CNY,12971.38,OPEN
299,INV000299,2025-04-22 10:00:00,300006,300006,1,1,5,CNY,13060.18,OPEN
300,INV000300,2025-01-15 10:00:00,300004,300004,1,1,4,CNY,11010.37,OPEN
301,INV000301,2025-03-10 10:00:00,300087,300087,1,1,5,CNY,25115.58,OPEN
