payment_schedule_id,customer_trx_id,due_date,amount_due_original,amount_due_remaining,amount_applied,status,overdue_days
111,111,2025-07-06,2034.6599999999999,2034.6599999999999,0,OPEN,90
112,112,2026-01-04,26931.95,0,26931.95,CLOSED,0
113,113,2026-01-04,698.92,0,698.92,CLOSED,0
114,114,2025-05-24,762.77,0,762.77,CLOSED,0
115,115,2025-05-24,1792.8,1792.8,0,OPEN,120
116,116,2025-02-21,22108.359999999997,0,22108.359999999997,CLOSED,0
117,117,2025-09-07,18551.35,18551.35,0,OPEN,120
118,118,2025-09-07,18662.58,0,18662.58,CLOSED,0
119,119,2025-12-12,16497.760000000002,0,16497.760000000002,CLOSED,0
120,120,2025-12-12,3552.0499999999997,3552.0499999999997,0,OPEN,120
121,121,2025-10-22,1752.88,0,1752.88,CLOSED,0
122,122,2025-10-22,1603.84,1603.84,0,OPEN,120
123,123,2025-10-22,23240.989999999998,0,23240.989999999998,CLOSED,0
124,124,2025-04-07,5050.93,5050.93,0,OPEN,45
125,125,2025-04-07,5767.92,5767.92,0,OPEN,15
126,126,2025-07-24,787.5600000000001,0,787.5600000000001,CLOSED,0
127,127,2025-07-24,19196.670000000002,0,19196.670000000002,CLOSED,0
128,128,2025-06-16,404.61,404.61,0,OPEN,90
129,129,2025-06-16,1150.5700000000002,1150.5700000000002,0,OPEN,90
130,130,2025-06-16,12881.53,12881.53,0,OPEN,45
131,131,2025-11-16,15982.53,0,15982.53,CLOSED,0
132,132,2025-11-16,18285.64,18285.64,0,OPEN,90
133,133,2025-11-16,22777.239999999998,22777.239999999998,0,OPEN,90
134,134,2025-03-03,25865.97,0,25865.97,CLOSED,0
135,135,2025-03-03,1910.72,1910.72,0,OPEN,120
136,136,2025-03-03,743.9000000000001,743.9000000000001,0,OPEN,90
137,137,2025-03-10,6282.39,6282.39,0,OPEN,120
138,138,2025-02-08,15424.78,15424.78,0,OPEN,120
139,139,2025-07-18,12876.85,0,12876.85,CLOSED,0
140,140,2025-07-18,25787.559999999998,0,25787.559999999998,CLOSED,0
141,141,2025-07-18,21151.44,0,21151.44,CLOSED,0
142,142,2025-12-04,22769.14,22769.14,0,OPEN,45
143,143,2025-12-04,27332.95,27332.95,0,OPEN,120
144,144,2025-12-04,27069.21,0,27069.21,CLOSED,0
145,145,2025-06-24,1742.2,0,1742.2,CLOSED,0
146,146,2025-06-24,14195.92,14195.92,0,OPEN,45
147,147,2025-02-03,19665.460000000003,19665.460000000003,0,OPEN,45
148,148,2025-02-03,11750.21,0,11750.21,CLOSED,0
149,149,2025-02-03,2828.5299999999997,0,2828.5299999999997,CLOSED,0
150,150,2025-05-03,4869.4,4869.4,0,OPEN,90
151,151,2025-05-03,16259.800000000001,16259.800000000001,0,OPEN,45
152,152,2025-09-08,1641.9099999999999,1641.9099999999999,0,OPEN,120
153,153,2025-09-08,6331.57,6331.57,0,OPEN,90
154,154,2025-02-05,591.06,591.06,0,OPEN,90
155,155,2025-02-22,1115.85,1115.85,0,OPEN,90
156,156,2025-02-22,15555.34,15555.34,0,OPEN,90
157,157,2025-02-22,993.55,993.55,0,OPEN,45
158,158,2025-12-19,9601.869999999999,9601.869999999999,0,OPEN,90
159,159,2025-12-19,34153.71,34153.71,0,OPEN,120
160,160,2025-12-19,2493.54,2493.54,0,OPEN,90
161,161,2025-06-20,1266.96,1266.96,0,OPEN,90
162,162,2025-02-23,4002.13,4002.13,0,OPEN,120
163,163,2025-02-23,17521.36,17521.36,0,OPEN,90
164,164,2025-02-23,2529.79,2529.79,0,OPEN,120
165,165,2025-02-07,10964.25,0,10964.25,CLOSED,0
166,166,2025-02-07,7465.58,7465.58,0,OPEN,45
167,167,2025-11-23,12105.86,12105.86,0,OPEN,90
168,168,2025-11-23,7989.25,7989.25,0,OPEN,15
169,169,2025-09-03,2604.3599999999997,2604.3599999999997,0,OPEN,120
170,170,2025-09-03,19692.98,0,19692.98,CLOSED,0
171,171,2025-10-09,18318.850000000002,18318.850000000002,0,OPEN,120
172,172,2025-10-09,4414.12,4414.12,0,OPEN,120
173,173,2025-10-09,12073.259999999998,12073.259999999998,0,OPEN,90
174,174,2025-09-12,1295.13,1295.13,0,OPEN,120
175,175,2026-01-20,39155.16,39155.16,0,OPEN,15
176,176,2025-03-14,13906.55,0,13906.55,CLOSED,0
177,177,2025-03-14,3251.01,3251.01,0,OPEN,120
178,178,2025-03-14,20159.44,20159.44,0,OPEN,120
179,179,2025-04-02,206.08,206.08,0,OPEN,120
180,180,2025-07-07,11238.7,11238.7,0,OPEN,15
181,181,2025-07-07,21387.63,21387.63,0,OPEN,45
182,182,2025-07-07,1946.27,0,1946.27,CLOSED,0
183,183,2025-05-13,13481.320000000002,0,13481.320000000002,CLOSED,0
184,184,2025-05-13,20436.890000000003,0,20436.890000000003,CLOSED,0
185,185,2025-07-09,4303.2300000000005,0,4303.2300000000005,CLOSED,0
186,186,2025-07-09,2515.1,2515.1,0,OPEN,45
187,187,2025-07-09,6429.87,6429.87,0,OPEN,45
188,188,2025-10-24,14191.42,14191.42,0,OPEN,90
189,189,2025-10-24,18872.37,18872.37,0,OPEN,120
190,190,2025-07-07,1706.1,1706.1,0,OPEN,15
191,191,2025-07-07,3713.55,3713.55,0,OPEN,15
192,192,2025-07-07,8767.44,0,8767.44,CLOSED,0
193,193,2025-12-14,19741.350000000002,19741.350000000002,0,OPEN,90
194,194,2025-12-14,38313.43,38313.43,0,OPEN,15
195,195,2025-12-14,3587.89,0,3587.89,CLOSED,0
196,196,2025-11-10,13398.09,13398.09,0,OPEN,120
197,197,2025-11-10,2934.34,0,2934.34,CLOSED,0
198,198,2025-11-10,9476.06,9476.06,0,OPEN,120
199,199,2025-12-01,20731.239999999998,20731.239999999998,0,OPEN,45
200,200,2025-12-01,1409.02,1409.02,0,OPEN,90
201,201,2025-12-01,20569.11,0,20569.11,CLOSED,0
202,202,2025-11-08,20067.41,20067.41,0,OPEN,45
203,203,2025-11-08,3700.1499999999996,0,3700.1499999999996,CLOSED,0
204,204,2025-07-14,23537.85,23537.85,0,OPEN,15
205,205,2025-07-14,2619.81,2619.81,0,OPEN,15
206,206,2025-04-12,580.89,0,580.89,CLOSED,0
207,207,2025-04-12,4569.04,4569.04,0,OPEN,45
208,208,2025-04-12,2955.3100000000004,0,2955.3100000000004,CLOSED,0
209,209,2025-11-20,1821.45,1821.45,0,OPEN,120
210,210,2025-11-20,3874.09,3874.09,0,OPEN,45
211,211,2025-03-26,15102.33,15102.33,0,OPEN,45
212,212,2025-03-26,23840.69,0,23840.69,CLOSED,0
213,213,2025-03-26,29174.79,29174.79,0,OPEN,15
214,214,2025-03-20,5889.110000000001,5889.110000000001,0,OPEN,15
215,215,2025-03-20,24206.589999999997,0,24206.589999999997,CLOSED,0
216,216,2025-03-20,29607.02,0,29607.02,CLOSED,0
217,217,2025-12-18,23977.14,0,23977.14,CLOSED,0
218,218,2026-01-08,11502.91,11502.91,0,OPEN,90
219,219,2026-01-08,1543.9299999999998,1543.9299999999998,0,OPEN,45
220,220,2025-05-23,3248.3399999999997,3248.3399999999997,0,OPEN,120
221,221,2025-05-23,5814.1900000000005,5814.1900000000005,0,OPEN,45
222,222,2025-03-05,12466.109999999999,12466.109999999999,0,OPEN,120
223,223,2025-03-05,12451.310000000001,12451.310000000001,0,OPEN,45
224,224,2025-03-05,1372.23,1372.23,0,OPEN,120
225,225,2025-05-11,11310.85,11310.85,0,OPEN,15
226,226,2025-05-11,23170.21,23170.21,0,OPEN,45
227,227,2025-05-11,1005.8100000000001,0,1005.8100000000001,CLOSED,0
228,228,2026-01-18,12607.68,12607.68,0,OPEN,15
229,229,2026-01-18,15164.179999999998,15164.179999999998,0,OPEN,120
230,230,2026-01-09,12052.369999999999,12052.369999999999,0,OPEN,120
231,231,2025-10-07,16414.329999999998,16414.329999999998,0,OPEN,90
232,232,2025-10-07,15382.0,0,15382.0,CLOSED,0
233,233,2025-12-24,3515.15,3515.15,0,OPEN,45
234,234,2025-12-24,35344.86,35344.86,0,OPEN,15
235,235,2025-09-21,3006.77,0,3006.77,CLOSED,0
236,236,2025-09-21,4018.57,0,4018.57,CLOSED,0
237,237,2025-09-21,7431.22,7431.22,0,OPEN,90
238,238,2025-11-10,5886.379999999999,0,5886.379999999999,CLOSED,0
239,239,2025-10-11,2719.54,2719.54,0,OPEN,90
240,240,2025-10-11,23519.350000000002,0,23519.350000000002,CLOSED,0
241,241,2025-12-15,17606.0,17606.0,0,OPEN,120
242,242,2025-11-07,1499.82,0,1499.82,CLOSED,0
243,243,2025-07-21,387.23,0,387.23,CLOSED,0
244,244,2025-07-21,10514.94,10514.94,0,OPEN,90
245,245,2025-10-25,3824.71,0,3824.71,CLOSED,0
246,246,2025-06-09,18676.97,0,18676.97,CLOSED,0
247,247,2025-06-09,7017.79,7017.79,0,OPEN,90
248,248,2025-06-09,3291.7200000000003,3291.7200000000003,0,OPEN,90
249,249,2025-05-14,676.03,0,676.03,CLOSED,0
250,250,2025-05-14,7433.42,0,7433.42,CLOSED,0
251,251,2025-05-14,21394.969999999998,21394.969999999998,0,OPEN,15
252,252,2025-03-22,11890.36,11890.36,0,OPEN,15
253,253,2025-03-22,1409.02,0,1409.02,CLOSED,0
254,254,2025-09-15,17448.54,17448.54,0,OPEN,120
255,255,2025-09-15,1457.0,1457.0,0,OPEN,15
256,256,2025-09-15,4050.5600000000004,4050.5600000000004,0,OPEN,45
257,257,2026-01-08,1870.15,0,1870.15,CLOSED,0
258,258,2026-01-08,25953.78,25953.78,0,OPEN,120
259,259,2026-01-08,18847.969999999998,0,18847.969999999998,CLOSED,0
260,260,2025-05-22,1420.25,0,1420.25,CLOSED,0
261,261,2025-07-02,22144.920000000002,0,22144.920000000002,CLOSED,0
262,262,2025-07-02,26147.010000000002,0,26147.010000000002,CLOSED,0
263,263,2026-01-03,19107.9,0,19107.9,CLOSED,0
264,264,2026-01-03,724.33,0,724.33,CLOSED,0
265,265,2026-01-16,7143.5,7143.5,0,OPEN,120
266,266,2025-10-02,13665.81,13665.81,0,OPEN,45
267,267,2025-10-02,7313.049999999999,0,7313.049999999999,CLOSED,0
268,268,2025-12-16,17241.04,17241.04,0,OPEN,120
269,269,2025-12-11,672.0799999999999,672.0799999999999,0,OPEN,45
270,270,2025-09-05,8525.09,8525.09,0,OPEN,120
271,271,2025-09-05,7223.889999999999,0,7223.889999999999,CLOSED,0
272,272,2025-09-05,37268.27,37268.27,0,OPEN,15
273,273,2025-10-14,16946.78,0,16946.78,CLOSED,0
274,274,2025-12-19,27163.26,27163.26,0,OPEN,15
275,275,2025-02-13,9004.800000000001,0,9004.800000000001,CLOSED,0
276,276,2025-01-31,8742.03,8742.03,0,OPEN,45
277,277,2025-01-31,11594.490000000002,11594.490000000002,0,OPEN,45
278,278,2025-01-31,558.75,558.75,0,OPEN,120
279,279,2025-06-07,23169.75,23169.75,0,OPEN,120
280,280,2025-02-07,673.04,0,673.04,CLOSED,0
281,281,2025-02-07,10569.16,10569.16,0,OPEN,120
282,282,2025-11-19,9042.07,0,9042.07,CLOSED,0
283,283,2025-11-19,2085.39,0,2085.39,CLOSED,0
284,284,2025-11-19,15037.970000000001,15037.970000000001,0,OPEN,90
285,285,2025-12-17,23034.71,0,23034.71,CLOSED,0
286,286,2025-12-17,15435.61,0,15435.61,CLOSED,0
287,287,2025-04-02,786.6,786.6,0,OPEN,120
288,288,2025-04-02,349.6,349.6,0,OPEN,120
289,289,2025-09-04,563.46,563.46,0,OPEN,120
290,290,2025-09-04,30140.219999999998,30140.219999999998,0,OPEN,15
291,291,2026-01-06,16747.62,0,16747.62,CLOSED,0
292,292,2026-01-05,12341.04,12341.04,0,OPEN,45
293,293,2026-01-05,19727.129999999997,0,19727.129999999997,CLOSED,0
294,294,2026-01-05,15317.85,15317.85,0,OPEN,90
295,295,2025-07-05,9919.43,9919.43,0,OPEN,90
296,296,2025-10-14,22583.57,22583.57,0,OPEN,45
297,297,2025-10-14,35235.77,35235.77,0,OPEN,15
298,298,2025-03-27,14657.66,14657.66,0,OPEN,15
299,299,2025-05-18,14758.0,14758.0,0,OPEN,120
300,300,2025-02-10,12441.720000000001,12441.720000000001,0,OPEN,120
301,301,2025-04-05,28380.61,0,28380.61,CLOSED,0
302,302,2025-04-05,6613.33,6613.33,0,OPEN,90
303,303,2025-04-05,2103.2599999999998,0,2103.2599999999998,CLOSED,0
304,304,2025-06-17,1968.6,1968.6,0,OPEN,15
305,305,2025-03-31,25870.8,0,25870.8,CLOSED,0
306,306,2025-02-24,10715.25,10715.25,0,OPEN,45
307,307,2025-03-14,18115.8,18115.8,0,OPEN,45
308,308,2025-03-14,4701.72,4701.72,0,OPEN,90
309,309,2025-03-14,12660.44,0,12660.44,CLOSED,0
310,310,2025-02-08,13792.92,0,13792.92,CLOSED,0
311,311,2025-12-05,674.9399999999999,0,674.9399999999999,CLOSED,0
312,312,2025-12-05,7439.57,7439.57,0,OPEN,120
313,313,2025-12-05,13812.27,13812.27,0,OPEN,15
314,314,2025-06-04,10065.87,10065.87,0,OPEN,90
315,315,2025-06-04,1109.47,0,1109.47,CLOSED,0
316,316,2025-07-02,3912.44,3912.44,0,OPEN,15
317,317,2025-07-02,10502.92,10502.92,0,OPEN,120
318,318,2025-07-02,21780.350000000002,21780.350000000002,0,OPEN,45
319,319,2025-11-24,22047.539999999997,22047.539999999997,0,OPEN,90
320,320,2025-11-24,1444.55,1444.55,0,OPEN,90
321,321,2025-11-24,6983.82,6983.82,0,OPEN,120
322,322,2025-08-13,6027.87,6027.87,0,OPEN,120
323,323,2025-08-13,21069.43,21069.43,0,OPEN,45
324,324,2025-03-25,4572.15,4572.15,0,OPEN,45
325,325,2025-03-25,30673.33,30673.33,0,OPEN,90
326,326,2025-07-20,3128.0899999999997,3128.0899999999997,0,OPEN,120
327,327,2025-07-20,2134.04,2134.04,0,OPEN,90
328,328,2025-07-20,15857.970000000001,15857.970000000001,0,OPEN,45
329,329,2025-05-15,5401.66,5401.66,0,OPEN,15
330,330,2025-06-01,14859.26,0,14859.26,CLOSED,0
331,331,2026-01-09,6375.0599999999995,6375.0599999999995,0,OPEN,15
332,332,2026-01-09,13554.3,0,13554.3,CLOSED,0
333,333,2026-01-09,1543.9299999999998,1543.9299999999998,0,OPEN,15
334,334,2025-05-05,18455.399999999998,0,18455.399999999998,CLOSED,0
335,335,2025-05-05,986.35,986.35,0,OPEN,45
336,336,2025-07-31,3114.02,3114.02,0,OPEN,120
337,337,2025-10-14,18319.11,18319.11,0,OPEN,120
338,338,2025-10-14,6691.24,6691.24,0,OPEN,15
339,339,2025-10-14,10772.78,10772.78,0,OPEN,15
340,340,2025-11-03,13043.900000000001,0,13043.900000000001,CLOSED,0
341,341,2025-11-03,849.86,849.86,0,OPEN,45
342,342,2026-01-13,14608.2,14608.2,0,OPEN,15
343,343,2026-01-13,18744.96,0,18744.96,CLOSED,0
344,344,2025-03-21,6236.490000000001,0,6236.490000000001,CLOSED,0
345,345,2025-06-17,24180.95,24180.95,0,OPEN,45
346,346,2025-06-17,2151.3599999999997,2151.3599999999997,0,OPEN,120
347,347,2025-06-17,22776.56,22776.56,0,OPEN,45
348,348,2025-06-17,25342.010000000002,25342.010000000002,0,OPEN,90
349,349,2025-09-04,20822.25,20822.25,0,OPEN,45
350,350,2025-05-10,3989.02,3989.02,0,OPEN,15
351,351,2025-05-10,10991.34,10991.34,0,OPEN,120
352,352,2025-05-10,20947.06,20947.06,0,OPEN,45
353,353,2025-04-18,1147.38,1147.38,0,OPEN,90
354,354,2025-10-08,6694.3,6694.3,0,OPEN,45
355,355,2025-10-08,12043.71,12043.71,0,OPEN,120
356,356,2025-07-01,2919.3900000000003,0,2919.3900000000003,CLOSED,0
357,357,2025-07-01,16754.11,16754.11,0,OPEN,15
358,358,2025-03-23,291.6,0,291.6,CLOSED,0
359,359,2025-03-23,11388.38,11388.38,0,OPEN,120
360,360,2025-03-23,3499.29,3499.29,0,OPEN,90
361,361,2026-01-07,913.81,913.81,0,OPEN,45
362,362,2025-07-07,2297.38,0,2297.38,CLOSED,0
363,363,2025-11-16,14343.519999999999,14343.519999999999,0,OPEN,120
364,364,2025-11-16,14839.35,14839.35,0,OPEN,90
365,365,2025-07-31,6634.9400000000005,6634.9400000000005,0,OPEN,90
366,366,2025-06-10,5290.66,5290.66,0,OPEN,45
367,367,2025-06-10,1401.65,1401.65,0,OPEN,90
368,368,2025-06-10,273.64,273.64,0,OPEN,45
369,369,2025-04-05,17188.55,17188.55,0,OPEN,45
370,370,2025-04-05,1727.0700000000002,1727.0700000000002,0,OPEN,90
371,371,2025-04-05,6578.049999999999,6578.049999999999,0,OPEN,90
372,372,2025-08-02,4718.09,4718.09,0,OPEN,45
373,373,2025-08-02,2641.5,0,2641.5,CLOSED,0
374,374,2025-05-09,2827.08,2827.08,0,OPEN,15
375,375,2025-05-09,12239.35,12239.35,0,OPEN,15
376,376,2025-04-21,15924.81,15924.81,0,OPEN,45
377,377,2025-07-09,9562.34,9562.34,0,OPEN,90
378,378,2025-07-09,9955.31,0,9955.31,CLOSED,0
379,379,2025-07-09,8921.77,8921.77,0,OPEN,15
380,380,2025-09-01,13963.170000000002,0,13963.170000000002,CLOSED,0
381,381,2025-09-01,1390.74,0,1390.74,CLOSED,0
382,382,2025-09-01,1589.5100000000002,1589.5100000000002,0,OPEN,120
383,383,2025-12-05,7423.76,7423.76,0,OPEN,15
384,384,2025-12-05,12702.3,0,12702.3,CLOSED,0
385,385,2025-12-05,11226.99,11226.99,0,OPEN,45
386,386,2025-03-11,19883.54,0,19883.54,CLOSED,0
387,387,2025-02-11,1547.32,1547.32,0,OPEN,45
388,388,2025-02-11,12788.710000000001,0,12788.710000000001,CLOSED,0
389,389,2025-06-15,41825.06,41825.06,0,OPEN,120
390,390,2025-06-15,2159.77,0,2159.77,CLOSED,0
391,391,2025-08-24,4628.7300000000005,0,4628.7300000000005,CLOSED,0
392,392,2025-02-20,11826.18,11826.18,0,OPEN,120
393,393,2025-02-20,25458.8,25458.8,0,OPEN,45
394,394,2025-02-20,5146.040000000001,0,5146.040000000001,CLOSED,0
395,395,2025-02-12,8784.26,8784.26,0,OPEN,45
396,396,2025-02-12,1613.52,0,1613.52,CLOSED,0
397,397,2025-03-10,12904.22,12904.22,0,OPEN,120
398,398,2025-02-24,25542.54,25542.54,0,OPEN,45
399,399,2025-05-02,9375.52,9375.52,0,OPEN,120
400,400,2025-05-02,625.5,625.5,0,OPEN,45
401,401,2025-05-14,16522.23,16522.23,0,OPEN,120
402,402,2025-05-14,1528.52,0,1528.52,CLOSED,0
403,403,2025-05-04,22822.920000000002,22822.920000000002,0,OPEN,45
404,404,2026-01-22,9807.439999999999,0,9807.439999999999,CLOSED,0
