je_line_id,je_header_id,line_num,code_combination_id,entered_dr,entered_cr,accounted_dr,accounted_cr,description
65,23,65,2,23786.95,0,23786.95,0,应收账款
66,23,66,3,0,21050.4,0,21050.4,主营业务收入
67,23,67,4,0,2736.55,0,2736.55,销项税额
68,24,68,2,3107.88,0,3107.88,0,应收账款
69,24,69,3,0,2750.34,0,2750.34,主营业务收入
70,24,70,4,0,357.54,0,357.54,销项税额
71,25,71,2,15094.609999999999,0,15094.609999999999,0,应收账款
72,25,72,3,0,13358.06,0,13358.06,主营业务收入
73,25,73,4,0,1736.55,0,1736.55,销项税额
74,26,74,2,7040.610000000001,0,7040.610000000001,0,应收账款
75,26,75,3,0,6230.63,0,6230.63,主营业务收入
76,26,76,4,0,809.98,0,809.98,销项税额
77,27,77,2,23741.3,0,23741.3,0,应收账款
78,27,78,3,0,21010.0,0,21010.0,主营业务收入
79,27,79,4,0,2731.3,0,2731.3,销项税额
80,28,80,2,1238.17,0,1238.17,0,应收账款
81,28,81,3,0,1095.73,0,1095.73,主营业务收入
82,28,82,4,0,142.44,0,142.44,销项税额
83,29,83,2,9894.05,0,9894.05,0,应收账款
84,29,84,3,0,8755.8,0,8755.8,主营业务收入
85,29,85,4,0,1138.25,0,1138.25,销项税额
86,30,86,2,1325.81,0,1325.81,0,应收账款
87,30,87,3,0,1173.28,0,1173.28,主营业务收入
88,30,88,4,0,152.53,0,152.53,销项税额
89,31,89,2,1109.46,0,1109.46,0,应收账款
90,31,90,3,0,981.82,0,981.82,主营业务收入
91,31,91,4,0,127.64,0,127.64,销项税额
92,32,92,2,9041.34,0,9041.34,0,应收账款
93,32,93,3,0,8001.19,0,8001.19,主营业务收入
94,32,94,4,0,1040.15,0,1040.15,销项税额
95,33,95,2,7063.68,0,7063.68,0,应收账款
96,33,96,3,0,6251.04,0,6251.04,主营业务收入
97,33,97,4,0,812.64,0,812.64,销项税额
98,34,98,2,4633.95,0,4633.95,0,应收账款
99,34,99,3,0,4100.84,0,4100.84,主营业务收入
100,34,100,4,0,533.11,0,533.11,销项税额
101,35,101,2,2163.7,0,2163.7,0,应收账款
102,35,102,3,0,1914.78,0,1914.78,主营业务收入
103,35,103,4,0,248.92,0,248.92,销项税额
104,36,104,2,7854.97,0,7854.97,0,应收账款
105,36,105,3,0,6951.3,0,6951.3,主营业务收入
106,36,106,4,0,903.67,0,903.67,销项税额
107,37,107,2,1171.72,0,1171.72,0,应收账款
108,37,108,3,0,1036.92,0,1036.92,主营业务收入
109,37,109,4,0,134.8,0,134.8,销项税额
110,38,110,2,5384.57,0,5384.57,0,应收账款
111,38,111,3,0,4765.11,0,4765.11,主营业务收入
112,38,112,4,0,619.46,0,619.46,销项税额
113,39,113,2,3222.06,0,3222.06,0,应收账款
114,39,114,3,0,2851.38,0,2851.38,主营业务收入
115,39,115,4,0,370.68,0,370.68,销项税额
116,40,116,2,4360.65,0,4360.65,0,应收账款
117,40,117,3,0,3858.98,0,3858.98,主营业务收入
118,40,118,4,0,501.67,0,501.67,销项税额
119,41,119,2,25432.199999999997,0,25432.199999999997,0,应收账款
120,41,120,3,0,22506.37,0,22506.37,主营业务收入
121,41,121,4,0,2925.83,0,2925.83,销项税额
122,42,122,2,17241.52,0,17241.52,0,应收账款
123,42,123,3,0,15257.98,0,15257.98,主营业务收入
124,42,124,4,0,1983.54,0,1983.54,销项税额
125,43,125,2,29918.7,0,29918.7,0,应收账款
126,43,126,3,0,26476.73,0,26476.73,主营业务收入
127,43,127,4,0,3441.97,0,3441.97,销项税额
128,44,128,2,5049.04,0,5049.04,0,应收账款
129,44,129,3,0,4468.18,0,4468.18,主营业务收入
130,44,130,4,0,580.86,0,580.86,销项税额
131,45,131,2,14838.31,0,14838.31,0,应收账款
132,45,132,3,0,13131.25,0,13131.25,主营业务收入
133,45,133,4,0,1707.06,0,1707.06,销项税额
134,46,134,2,3347.56,0,3347.56,0,应收账款
135,46,135,3,0,2962.44,0,2962.44,主营业务收入
136,46,136,4,0,385.12,0,385.12,销项税额
137,47,137,2,1674.8400000000001,0,1674.8400000000001,0,应收账款
138,47,138,3,0,1482.16,0,1482.16,主营业务收入
139,47,139,4,0,192.68,0,192.68,销项税额
140,48,140,2,17453.97,0,17453.97,0,应收账款
141,48,141,3,0,15445.99,0,15445.99,主营业务收入
142,48,142,4,0,2007.98,0,2007.98,销项税额
143,49,143,2,22364.87,0,22364.87,0,应收账款
144,49,144,3,0,19791.92,0,19791.92,主营业务收入
145,49,145,4,0,2572.95,0,2572.95,销项税额
146,50,146,2,5421.67,0,5421.67,0,应收账款
147,50,147,3,0,4797.94,0,4797.94,主营业务收入
148,50,148,4,0,623.73,0,623.73,销项税额
149,51,149,2,13586.85,0,13586.85,0,应收账款
150,51,150,3,0,12023.76,0,12023.76,主营业务收入
151,51,151,4,0,1563.09,0,1563.09,销项税额
152,52,152,2,3145.13,0,3145.13,0,应收账款
153,52,153,3,0,2783.3,0,2783.3,主营业务收入
154,52,154,4,0,361.83,0,361.83,销项税额
155,53,155,2,14839.35,0,14839.35,0,应收账款
156,53,156,3,0,13132.17,0,13132.17,主营业务收入
157,53,157,4,0,1707.18,0,1707.18,销项税额
158,54,158,2,3442.24,0,3442.24,0,应收账款
159,54,159,3,0,3046.23,0,3046.23,主营业务收入
160,54,160,4,0,396.01,0,396.01,销项税额
161,55,161,2,3703.83,0,3703.83,0,应收账款
162,55,162,3,0,3277.73,0,3277.73,主营业务收入
163,55,163,4,0,426.1,0,426.1,销项税额
164,56,164,2,4728.51,0,4728.51,0,应收账款
165,56,165,3,0,4184.52,0,4184.52,主营业务收入
166,56,166,4,0,543.99,0,543.99,销项税额
167,57,167,2,4032.99,0,4032.99,0,应收账款
168,57,168,3,0,3569.02,0,3569.02,主营业务收入
169,57,169,4,0,463.97,0,463.97,销项税额
170,58,170,2,9460.95,0,9460.95,0,应收账款
171,58,171,3,0,8372.52,0,8372.52,主营业务收入
172,58,172,4,0,1088.43,0,1088.43,销项税额
173,59,173,2,19900.53,0,19900.53,0,应收账款
174,59,174,3,0,17611.09,0,17611.09,主营业务收入
175,59,175,4,0,2289.44,0,2289.44,销项税额
176,60,176,2,8523.91,0,8523.91,0,应收账款
177,60,177,3,0,7543.28,0,7543.28,主营业务收入
178,60,178,4,0,980.63,0,980.63,销项税额
179,61,179,2,6683.54,0,6683.54,0,应收账款
180,61,180,3,0,5914.64,0,5914.64,主营业务收入
181,61,181,4,0,768.9,0,768.9,销项税额
182,62,182,2,6782.2,0,6782.2,0,应收账款
183,62,183,3,0,6001.95,0,6001.95,主营业务收入
184,62,184,4,0,780.25,0,780.25,销项税额
185,63,185,2,13843.34,0,13843.34,0,应收账款
186,63,186,3,0,12250.74,0,12250.74,主营业务收入
187,63,187,4,0,1592.6,0,1592.6,销项税额
188,64,188,2,1002.0699999999999,0,1002.0699999999999,0,应收账款
189,64,189,3,0,886.79,0,886.79,主营业务收入
190,64,190,4,0,115.28,0,115.28,销项税额
191,65,191,2,1999.76,0,1999.76,0,应收账款
192,65,192,3,0,1769.7,0,1769.7,主营业务收入
193,65,193,4,0,230.06,0,230.06,销项税额
194,66,194,2,8601.89,0,8601.89,0,应收账款
195,66,195,3,0,7612.29,0,7612.29,主营业务收入
196,66,196,4,0,989.6,0,989.6,销项税额
197,67,197,2,6979.42,0,6979.42,0,应收账款
198,67,198,3,0,6176.48,0,6176.48,主营业务收入
199,67,199,4,0,802.94,0,802.94,销项税额
200,68,200,2,3170.29,0,3170.29,0,应收账款
201,68,201,3,0,2805.57,0,2805.57,主营业务收入
202,68,202,4,0,364.72,0,364.72,销项税额
203,69,203,2,7739.88,0,7739.88,0,应收账款
204,69,204,3,0,6849.45,0,6849.45,主营业务收入
205,69,205,4,0,890.43,0,890.43,销项税额
206,70,206,2,10189.75,0,10189.75,0,应收账款
207,70,207,3,0,9017.48,0,9017.48,主营业务收入
208,70,208,4,0,1172.27,0,1172.27,销项税额
209,71,209,2,12502.849999999999,0,12502.849999999999,0,应收账款
210,71,210,3,0,11064.47,0,11064.47,主营业务收入
211,71,211,4,0,1438.38,0,1438.38,销项税额
212,72,212,2,3259.45,0,3259.45,0,应收账款
213,72,213,3,0,2884.47,0,2884.47,主营业务收入
214,72,214,4,0,374.98,0,374.98,销项税额
215,73,215,2,22401.63,0,22401.63,0,应收账款
216,73,216,3,0,19824.45,0,19824.45,主营业务收入
217,73,217,4,0,2577.18,0,2577.18,销项税额
218,74,218,2,15167.009999999998,0,15167.009999999998,0,应收账款
219,74,219,3,0,13422.13,0,13422.13,主营业务收入
220,74,220,4,0,1744.88,0,1744.88,销项税额
221,75,221,2,19789.33,0,19789.33,0,应收账款
222,75,222,3,0,17512.68,0,17512.68,主营业务收入
223,75,223,4,0,2276.65,0,2276.65,销项税额
224,76,224,2,5098.150000000001,0,5098.150000000001,0,应收账款
225,76,225,3,0,4511.64,0,4511.64,主营业务收入
226,76,226,4,0,586.51,0,586.51,销项税额
227,77,227,2,2670.02,0,2670.02,0,应收账款
228,77,228,3,0,2362.85,0,2362.85,主营业务收入
229,77,229,4,0,307.17,0,307.17,销项税额
230,78,230,2,10639.13,0,10639.13,0,应收账款
231,78,231,3,0,9415.16,0,9415.16,主营业务收入
232,78,232,4,0,1223.97,0,1223.97,销项税额
233,79,233,2,3209.8,0,3209.8,0,应收账款
234,79,234,3,0,2840.53,0,2840.53,主营业务收入
235,79,235,4,0,369.27,0,369.27,销项税额
236,80,236,2,1067.03,0,1067.03,0,应收账款
237,80,237,3,0,944.27,0,944.27,主营业务收入
238,80,238,4,0,122.76,0,122.76,销项税额
239,81,239,2,8313.18,0,8313.18,0,应收账款
240,81,240,3,0,7356.8,0,7356.8,主营业务收入
241,81,241,4,0,956.38,0,956.38,销项税额
242,82,242,2,8903.61,0,8903.61,0,应收账款
243,82,243,3,0,7879.3,0,7879.3,主营业务收入
244,82,244,4,0,1024.31,0,1024.31,销项税额
245,83,245,2,12444.289999999999,0,12444.289999999999,0,应收账款
246,83,246,3,0,11012.65,0,11012.65,主营业务收入
247,83,247,4,0,1431.64,0,1431.64,销项税额
248,84,248,2,15555.38,0,15555.38,0,应收账款
249,84,249,3,0,13765.82,0,13765.82,主营业务收入
250,84,250,4,0,1789.56,0,1789.56,销项税额
251,85,251,2,411.13,0,411.13,0,应收账款
252,85,252,3,0,363.83,0,363.83,主营业务收入
253,85,253,4,0,47.3,0,47.3,销项税额
254,86,254,2,26171.93,0,26171.93,0,应收账款
255,86,255,3,0,23161.0,0,23161.0,主营业务收入
256,86,256,4,0,3010.93,0,3010.93,销项税额
257,87,257,2,16599.07,0,16599.07,0,应收账款
258,87,258,3,0,14689.44,0,14689.44,主营业务收入
259,87,259,4,0,1909.63,0,1909.63,销项税额
260,88,260,2,5220.8099999999995,0,5220.8099999999995,0,应收账款
261,88,261,3,0,4620.19,0,4620.19,主营业务收入
262,88,262,4,0,600.62,0,600.62,销项税额
263,89,263,2,10826.09,0,10826.09,0,应收账款
264,89,264,3,0,9580.61,0,9580.61,主营业务收入
265,89,265,4,0,1245.48,0,1245.48,销项税额
266,90,266,2,5303.65,0,5303.65,0,应收账款
267,90,267,3,0,4693.5,0,4693.5,主营业务收入
268,90,268,4,0,610.15,0,610.15,销项税额
269,91,269,2,1370.71,0,1370.71,0,应收账款
270,91,270,3,0,1213.02,0,1213.02,主营业务收入
271,91,271,4,0,157.69,0,157.69,销项税额
272,92,272,2,30328.359999999997,0,30328.359999999997,0,应收账款
273,92,273,3,0,26839.26,0,26839.26,主营业务收入
274,92,274,4,0,3489.1,0,3489.1,销项税额
275,93,275,2,12614.6,0,12614.6,0,应收账款
276,93,276,3,0,11163.36,0,11163.36,主营业务收入
277,93,277,4,0,1451.24,0,1451.24,销项税额
278,94,278,2,23914.69,0,23914.69,0,应收账款
279,94,279,3,0,21163.44,0,21163.44,主营业务收入
280,94,280,4,0,2751.25,0,2751.25,销项税额
281,95,281,2,15140.369999999999,0,15140.369999999999,0,应收账款
282,95,282,3,0,13398.56,0,13398.56,主营业务收入
283,95,283,4,0,1741.81,0,1741.81,销项税额
284,96,284,2,3323.65,0,3323.65,0,应收账款
285,96,285,3,0,2941.28,0,2941.28,主营业务收入
286,96,286,4,0,382.37,0,382.37,销项税额
287,97,287,2,37963.8,0,37963.8,0,应收账款
288,97,288,3,0,33596.28,0,33596.28,主营业务收入
289,97,289,4,0,4367.52,0,4367.52,销项税额
290,98,290,2,3747.94,0,3747.94,0,应收账款
291,98,291,3,0,3316.76,0,3316.76,主营业务收入
292,98,292,4,0,431.18,0,431.18,销项税额
293,99,293,2,3937.0099999999998,0,3937.0099999999998,0,应收账款
294,99,294,3,0,3484.08,0,3484.08,主营业务收入
295,99,295,4,0,452.93,0,452.93,销项税额
296,100,296,2,616.7,0,616.7,0,应收账款
297,100,297,3,0,545.75,0,545.75,主营业务收入
298,100,298,4,0,70.95,0,70.95,销项税额
299,101,299,2,8328.76,0,8328.76,0,应收账款
300,101,300,3,0,7370.58,0,7370.58,主营业务收入
301,101,301,4,0,958.18,0,958.18,销项税额
302,102,302,2,2712.88,0,2712.88,0,应收账款
303,102,303,3,0,2400.78,0,2400.78,主营业务收入
304,102,304,4,0,312.1,0,312.1,销项税额
305,103,305,2,1295.13,0,1295.13,0,应收账款
306,103,306,3,0,1146.13,0,1146.13,主营业务收入
307,103,307,4,0,149.0,0,149.0,销项税额
308,104,308,2,7942.780000000001,0,7942.780000000001,0,应收账款
309,104,309,3,0,7029.01,0,7029.01,主营业务收入
310,104,310,4,0,913.77,0,913.77,销项税额
311,105,311,2,27569.57,0,27569.57,0,应收账款
312,105,312,3,0,24397.85,0,24397.85,主营业务收入
313,105,313,4,0,3171.72,0,3171.72,销项税额
314,106,314,2,497.18,0,497.18,0,应收账款
315,106,315,3,0,439.98,0,439.98,主营业务收入
316,106,316,4,0,57.2,0,57.2,销项税额
317,107,317,2,11907.25,0,11907.25,0,应收账款
318,107,318,3,0,10537.39,0,10537.39,主营业务收入
319,107,319,4,0,1369.86,0,1369.86,销项税额
320,108,320,2,6056.16,0,6056.16,0,应收账款
321,108,321,3,0,5359.43,0,5359.43,主营业务收入
322,108,322,4,0,696.73,0,696.73,销项税额
323,109,323,2,3918.41,0,3918.41,0,应收账款
324,109,324,3,0,3467.62,0,3467.62,主营业务收入
325,109,325,4,0,450.79,0,450.79,销项税额
326,110,326,2,11277.21,0,11277.21,0,应收账款
327,110,327,3,0,9979.83,0,9979.83,主营业务收入
328,110,328,4,0,1297.38,0,1297.38,销项税额
329,111,329,2,4010.62,0,4010.62,0,应收账款
330,111,330,3,0,3549.22,0,3549.22,主营业务收入
331,111,331,4,0,461.4,0,461.4,销项税额
332,112,332,2,2034.6599999999999,0,2034.6599999999999,0,应收账款
333,112,333,3,0,1800.58,0,1800.58,主营业务收入
334,112,334,4,0,234.08,0,234.08,销项税额
335,113,335,2,26931.95,0,26931.95,0,应收账款
336,113,336,3,0,23833.58,0,23833.58,主营业务收入
337,113,337,4,0,3098.37,0,3098.37,销项税额
338,114,338,2,698.92,0,698.92,0,应收账款
339,114,339,3,0,618.51,0,618.51,主营业务收入
340,114,340,4,0,80.41,0,80.41,销项税额
341,115,341,2,762.77,0,762.77,0,应收账款
342,115,342,3,0,675.02,0,675.02,主营业务收入
343,115,343,4,0,87.75,0,87.75,销项税额
344,116,344,2,1792.8,0,1792.8,0,应收账款
345,116,345,3,0,1586.55,0,1586.55,主营业务收入
346,116,346,4,0,206.25,0,206.25,销项税额
347,117,347,2,22108.359999999997,0,22108.359999999997,0,应收账款
348,117,348,3,0,19564.92,0,19564.92,主营业务收入
349,117,349,4,0,2543.44,0,2543.44,销项税额
350,118,350,2,18551.35,0,18551.35,0,应收账款
351,118,351,3,0,16417.12,0,16417.12,主营业务收入
352,118,352,4,0,2134.23,0,2134.23,销项税额
353,119,353,2,18662.58,0,18662.58,0,应收账款
354,119,354,3,0,16515.56,0,16515.56,主营业务收入
355,119,355,4,0,2147.02,0,2147.02,销项税额
356,120,356,2,16497.760000000002,0,16497.760000000002,0,应收账款
357,120,357,3,0,14599.79,0,14599.79,主营业务收入
358,120,358,4,0,1897.97,0,1897.97,销项税额
359,121,359,2,3552.0499999999997,0,3552.0499999999997,0,应收账款
360,121,360,3,0,3143.41,0,3143.41,主营业务收入
361,121,361,4,0,408.64,0,408.64,销项税额
362,122,362,2,1752.88,0,1752.88,0,应收账款
363,122,363,3,0,1551.22,0,1551.22,主营业务收入
364,122,364,4,0,201.66,0,201.66,销项税额
365,123,365,2,1603.84,0,1603.84,0,应收账款
366,123,366,3,0,1419.33,0,1419.33,主营业务收入
367,123,367,4,0,184.51,0,184.51,销项税额
368,124,368,2,23240.989999999998,0,23240.989999999998,0,应收账款
369,124,369,3,0,20567.25,0,20567.25,主营业务收入
370,124,370,4,0,2673.74,0,2673.74,销项税额
371,125,371,2,5050.93,0,5050.93,0,应收账款
372,125,372,3,0,4469.85,0,4469.85,主营业务收入
373,125,373,4,0,581.08,0,581.08,销项税额
374,126,374,2,5767.92,0,5767.92,0,应收账款
375,126,375,3,0,5104.35,0,5104.35,主营业务收入
376,126,376,4,0,663.57,0,663.57,销项税额
377,127,377,2,787.5600000000001,0,787.5600000000001,0,应收账款
378,127,378,3,0,696.96,0,696.96,主营业务收入
379,127,379,4,0,90.6,0,90.6,销项税额
380,128,380,2,19196.670000000002,0,19196.670000000002,0,应收账款
381,128,381,3,0,16988.2,0,16988.2,主营业务收入
382,128,382,4,0,2208.47,0,2208.47,销项税额
383,129,383,2,404.61,0,404.61,0,应收账款
384,129,384,3,0,358.06,0,358.06,主营业务收入
385,129,385,4,0,46.55,0,46.55,销项税额
386,130,386,2,1150.5700000000002,0,1150.5700000000002,0,应收账款
387,130,387,3,0,1018.2,0,1018.2,主营业务收入
388,130,388,4,0,132.37,0,132.37,销项税额
389,131,389,2,12881.53,0,12881.53,0,应收账款
390,131,390,3,0,11399.58,0,11399.58,主营业务收入
391,131,391,4,0,1481.95,0,1481.95,销项税额
392,132,392,2,15982.53,0,15982.53,0,应收账款
393,132,393,3,0,14143.83,0,14143.83,主营业务收入
394,132,394,4,0,1838.7,0,1838.7,销项税额
395,133,395,2,18285.64,0,18285.64,0,应收账款
396,133,396,3,0,16181.98,0,16181.98,主营业务收入
397,133,397,4,0,2103.66,0,2103.66,销项税额
398,134,398,2,22777.239999999998,0,22777.239999999998,0,应收账款
399,134,399,3,0,20156.85,0,20156.85,主营业务收入
400,134,400,4,0,2620.39,0,2620.39,销项税额
401,135,401,2,25865.97,0,25865.97,0,应收账款
402,135,402,3,0,22890.24,0,22890.24,主营业务收入
403,135,403,4,0,2975.73,0,2975.73,销项税额
404,136,404,2,1910.72,0,1910.72,0,应收账款
405,136,405,3,0,1690.9,0,1690.9,主营业务收入
406,136,406,4,0,219.82,0,219.82,销项税额
407,137,407,2,743.9000000000001,0,743.9000000000001,0,应收账款
408,137,408,3,0,658.32,0,658.32,主营业务收入
409,137,409,4,0,85.58,0,85.58,销项税额
410,138,410,2,6282.39,0,6282.39,0,应收账款
411,138,411,3,0,5559.64,0,5559.64,主营业务收入
412,138,412,4,0,722.75,0,722.75,销项税额
413,139,413,2,15424.78,0,15424.78,0,应收账款
414,139,414,3,0,13650.25,0,13650.25,主营业务收入
415,139,415,4,0,1774.53,0,1774.53,销项税额
416,140,416,2,12876.85,0,12876.85,0,应收账款
417,140,417,3,0,11395.44,0,11395.44,主营业务收入
418,140,418,4,0,1481.41,0,1481.41,销项税额
419,141,419,2,25787.559999999998,0,25787.559999999998,0,应收账款
420,141,420,3,0,22820.85,0,22820.85,主营业务收入
421,141,421,4,0,2966.71,0,2966.71,销项税额
422,142,422,2,21151.44,0,21151.44,0,应收账款
423,142,423,3,0,18718.09,0,18718.09,主营业务收入
424,142,424,4,0,2433.35,0,2433.35,销项税额
425,143,425,2,22769.14,0,22769.14,0,应收账款
426,143,426,3,0,20149.68,0,20149.68,主营业务收入
427,143,427,4,0,2619.46,0,2619.46,销项税额
428,144,428,2,27332.95,0,27332.95,0,应收账款
429,144,429,3,0,24188.45,0,24188.45,主营业务收入
430,144,430,4,0,3144.5,0,3144.5,销项税额
431,145,431,2,27069.21,0,27069.21,0,应收账款
432,145,432,3,0,23955.05,0,23955.05,主营业务收入
433,145,433,4,0,3114.16,0,3114.16,销项税额
434,146,434,2,1742.2,0,1742.2,0,应收账款
435,146,435,3,0,1541.77,0,1541.77,主营业务收入
436,146,436,4,0,200.43,0,200.43,销项税额
437,147,437,2,14195.92,0,14195.92,0,应收账款
438,147,438,3,0,12562.76,0,12562.76,主营业务收入
439,147,439,4,0,1633.16,0,1633.16,销项税额
440,148,440,2,19665.460000000003,0,19665.460000000003,0,应收账款
441,148,441,3,0,17403.06,0,17403.06,主营业务收入
442,148,442,4,0,2262.4,0,2262.4,销项税额
443,149,443,2,11750.21,0,11750.21,0,应收账款
444,149,444,3,0,10398.42,0,10398.42,主营业务收入
445,149,445,4,0,1351.79,0,1351.79,销项税额
446,150,446,2,2828.5299999999997,0,2828.5299999999997,0,应收账款
447,150,447,3,0,2503.12,0,2503.12,主营业务收入
448,150,448,4,0,325.41,0,325.41,销项税额
449,151,449,2,4869.4,0,4869.4,0,应收账款
450,151,450,3,0,4309.2,0,4309.2,主营业务收入
451,151,451,4,0,560.2,0,560.2,销项税额
452,152,452,2,16259.800000000001,0,16259.800000000001,0,应收账款
453,152,453,3,0,14389.2,0,14389.2,主营业务收入
454,152,454,4,0,1870.6,0,1870.6,销项税额
455,153,455,2,1641.9099999999999,0,1641.9099999999999,0,应收账款
456,153,456,3,0,1453.02,0,1453.02,主营业务收入
457,153,457,4,0,188.89,0,188.89,销项税额
458,154,458,2,6331.57,0,6331.57,0,应收账款
459,154,459,3,0,5603.16,0,5603.16,主营业务收入
460,154,460,4,0,728.41,0,728.41,销项税额
461,155,461,2,591.06,0,591.06,0,应收账款
462,155,462,3,0,523.06,0,523.06,主营业务收入
463,155,463,4,0,68.0,0,68.0,销项税额
464,156,464,2,1115.85,0,1115.85,0,应收账款
465,156,465,3,0,987.48,0,987.48,主营业务收入
466,156,466,4,0,128.37,0,128.37,销项税额
467,157,467,2,15555.34,0,15555.34,0,应收账款
468,157,468,3,0,13765.79,0,13765.79,主营业务收入
469,157,469,4,0,1789.55,0,1789.55,销项税额
470,158,470,2,993.55,0,993.55,0,应收账款
471,158,471,3,0,879.25,0,879.25,主营业务收入
472,158,472,4,0,114.3,0,114.3,销项税额
473,159,473,2,9601.869999999999,0,9601.869999999999,0,应收账款
474,159,474,3,0,8497.23,0,8497.23,主营业务收入
475,159,475,4,0,1104.64,0,1104.64,销项税额
476,160,476,2,34153.71,0,34153.71,0,应收账款
477,160,477,3,0,30224.52,0,30224.52,主营业务收入
478,160,478,4,0,3929.19,0,3929.19,销项税额
479,161,479,2,2493.54,0,2493.54,0,应收账款
480,161,480,3,0,2206.67,0,2206.67,主营业务收入
481,161,481,4,0,286.87,0,286.87,销项税额
482,162,482,2,1266.96,0,1266.96,0,应收账款
483,162,483,3,0,1121.2,0,1121.2,主营业务收入
484,162,484,4,0,145.76,0,145.76,销项税额
485,163,485,2,4002.13,0,4002.13,0,应收账款
486,163,486,3,0,3541.71,0,3541.71,主营业务收入
487,163,487,4,0,460.42,0,460.42,销项税额
488,164,488,2,17521.36,0,17521.36,0,应收账款
489,164,489,3,0,15505.63,0,15505.63,主营业务收入
490,164,490,4,0,2015.73,0,2015.73,销项税额
491,165,491,2,2529.79,0,2529.79,0,应收账款
492,165,492,3,0,2238.75,0,2238.75,主营业务收入
493,165,493,4,0,291.04,0,291.04,销项税额
494,166,494,2,10964.25,0,10964.25,0,应收账款
495,166,495,3,0,9702.88,0,9702.88,主营业务收入
496,166,496,4,0,1261.37,0,1261.37,销项税额
497,167,497,2,7465.58,0,7465.58,0,应收账款
498,167,498,3,0,6606.71,0,6606.71,主营业务收入
499,167,499,4,0,858.87,0,858.87,销项税额
500,168,500,2,12105.86,0,12105.86,0,应收账款
501,168,501,3,0,10713.15,0,10713.15,主营业务收入
502,168,502,4,0,1392.71,0,1392.71,销项税额
503,169,503,2,7989.25,0,7989.25,0,应收账款
